DepartmentID,AgencyID,ContractingOfficeCode,ContractingOfficeName,StartDate,EndDate,AddressLine1,AddressLine2,AddressLine3,AddressCity,AddressState,ZipCode,CountryCode,Depot,FISC,TFBSOrelated,CSIScreatedDate,CSISmodifieddDate,OCOcrisisScore,OCOcrisisPercent,CrisisPercent,PlaceIntlPercent
NULL,12K2,*572,NULL,2013-08-15 00:00:00.0000000,2013-08-22 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,12K2,*574,AMS-LOCS,2006-08-14 00:00:00.0000000,2006-08-14 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,12K2,*592,AMS-F&V DIV,2012-01-18 00:00:00.0000000,2013-09-04 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,12K4,*631,GIPSA,2008-04-03 00:00:00.0000000,2013-08-20 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,12K3,*674,APHIS-MEDFLY,2010-04-13 00:00:00.0000000,2011-09-21 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,12K2,*718,AMS-MSD,2010-03-30 00:00:00.0000000,2010-03-30 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,1700,-N666,,2002-03-22 00:00:00.0000000,2002-03-22 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,:,,1003-07-01 00:00:00.0000000,9999-10-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,`,NULL,2002-06-28 00:00:00.0000000,2004-07-08 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,2100,0,NULL,2002-04-15 00:00:00.0000000,2003-09-05 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-01-07 16:16:49.2470000,2017-01-07 16:16:49.2470000,NULL,NULL,NULL,NULL
NULL,NULL,000,NULL,2003-02-25 00:00:00.0000000,2004-09-15 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
9700,NULL,"0000 ",NULL,1993-10-01 00:00:00.0000000,2011-11-07 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,-1,0.0000,0.0003,0.0017
NULL,97AS,00000,DOD/DEFENSE LOGISTICS AGENCY,2002-07-18 00:00:00.0000000,2007-09-20 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,000000,NULL,2003-05-06 00:00:00.0000000,2103-05-07 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,000001,NULL,2000-10-10 00:00:00.0000000,2004-08-23 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,2100,000005,,2004-09-15 00:00:00.0000000,2004-09-15 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00001,NULL,1978-10-01 00:00:00.0000000,5201-08-17 00:00:00.0000000,NULL,NULL,ATTN TONI CRONIN,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0003,0.0144,0.0432
NULL,NULL,00002,NULL,1976-01-01 00:00:00.0000000,2014-02-01 00:00:00.0000000,NULL,NULL,ATTN SALVATORE DELSANDRO,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0002,0.0194,0.0046
NULL,NULL,00003,NULL,1965-04-06 00:00:00.0000000,2014-05-05 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0023,0.0021
NULL,NULL,00004,NULL,1976-01-01 00:00:00.0000000,2016-06-11 00:00:00.0000000,NULL,NULL,ATTN MARTHA BROWN,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0069,0.0167,0.0242
NULL,NULL,00005,NULL,1976-01-01 00:00:00.0000000,3012-03-02 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0230,0.0001
NULL,NULL,00006,NULL,1978-10-01 00:00:00.0000000,2013-11-01 00:00:00.0000000,NULL,NULL,ATTN ALAN ADELMAN,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0892,0.0029
NULL,NULL,00007,NULL,1975-10-01 00:00:00.0000000,2022-07-25 00:00:00.0000000,NULL,NULL,ATTN MIKE SHOUCHMAKER,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0264,0.0019
NULL,NULL,00008,NULL,1975-10-01 00:00:00.0000000,2013-12-17 00:00:00.0000000,NULL,NULL,ATTN BENNY OCHOA,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0009
NULL,1700,000080,,2003-11-13 00:00:00.0000000,2004-09-15 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,1700,000083,,2003-11-20 00:00:00.0000000,2004-08-25 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00009,NULL,1978-10-01 00:00:00.0000000,5011-05-10 00:00:00.0000000,NULL,NULL,ATTN DEBORAH TAYLOR,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0012,0.0622,0.0059
NULL,NULL,0001,NULL,1997-10-01 00:00:00.0000000,2020-05-11 00:00:00.0000000,1225 NEW YORK AVE,NULL,NULL,WASHINGTON,DC,20005,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0389
NULL,NULL,00010,NULL,1978-10-01 00:00:00.0000000,2016-06-28 00:00:00.0000000,NULL,NULL,ATTN SANDRA KUCHYNKA,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0240,0.0758
NULL,1700,000102,,2002-11-13 00:00:00.0000000,2004-06-07 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,1700,000104,,2002-02-01 00:00:00.0000000,2002-04-29 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00011,NULL,1947-01-01 00:00:00.0000000,2014-01-02 00:00:00.0000000,NULL,NULL,ATTN LINDA L. BARKSDALE,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0053,0.0039
NULL,NULL,00012,NULL,1973-10-10 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,ATTN YVONNE PIERCE,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0010,0.0048,0.0013
NULL,NULL,00013,NULL,1978-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,NULL,"330 INDEPENDENCE AVENUE, ROOM 2054",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0002,0.0004,0.0024
NULL,NULL,00014,NULL,1992-01-01 00:00:00.0000000,3013-04-01 00:00:00.0000000,NULL,"FISCAL & MATERIAL SVCS., ACQ. MGT STAFF",2300 EAST DEVON AVENUE,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0046,0.0047
NULL,NULL,00015,NULL,1978-10-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,P.O. BOX 17045,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0862,0.0504
NULL,NULL,00016,NULL,1978-10-01 00:00:00.0000000,2015-05-08 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0018,0.0300,0.0026
NULL,1700,000167,,2003-01-30 00:00:00.0000000,2004-07-22 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00017,NULL,1978-10-15 00:00:00.0000000,3011-03-17 00:00:00.0000000,NULL,"301 4TH ST., SW ROOM 767",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0081,0.0768
NULL,1700,000178,,2002-05-06 00:00:00.0000000,2004-03-23 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00018,NULL,1978-10-15 00:00:00.0000000,2013-05-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0089
NULL,1700,000181,,2002-11-08 00:00:00.0000000,2004-09-21 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00019,NULL,1999-10-01 00:00:00.0000000,2013-09-27 00:00:00.0000000,"330 INDEPENDENCE AVENUE, SW",NULL,NULL,WASHINGTON,DC,20237,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
1400,1425,0001M,UMATILLA,2005-08-16 00:00:00.0000000,2013-10-01 00:00:00.0000000,32871 DIAGONAL ROAD,NULL,NULL,HERMISTON,OR,97838,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0085
1400,1425,0001U,NULL,2000-10-01 00:00:00.0000000,2102-04-18 00:00:00.0000000,PO BOX 1749,NULL,NULL,YAKIMA,WA,98907,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0115
NULL,NULL,0002,Def Industrial Plant Equip Ctr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00020,NULL,1978-10-01 00:00:00.0000000,3013-08-30 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0250,0.0160
NULL,NULL,00021,NULL,1978-10-23 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0379
NULL,NULL,00022,NULL,1976-06-30 00:00:00.0000000,2020-04-19 00:00:00.0000000,NULL,"400 7TH STREET, SW, ROOM 5301",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0013,0.0017,0.2863
NULL,NULL,00023,NULL,1978-10-15 00:00:00.0000000,2014-09-06 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0053,0.0072,0.0476
NULL,NULL,00024,NULL,1978-10-15 00:00:00.0000000,2014-01-01 00:00:00.0000000,NULL,"301 4TH STREET, SW ROOM 1611",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0005,0.0018
NULL,NULL,00025,NULL,1978-10-01 00:00:00.0000000,2021-08-06 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0106,0.0947
NULL,NULL,000251,NULL,2000-04-15 00:00:00.0000000,2004-08-26 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,000253,NULL,2001-04-15 00:00:00.0000000,2005-06-02 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00026,NULL,1978-10-15 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,"MORGANTOWN,WV 26507",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0033,0.0190,0.0038
NULL,NULL,00027,NULL,1978-10-15 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,"301 4TH STREET, SW ROOM 101 - ANNEX",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0028,0.0213,0.0007
NULL,NULL,00028,NULL,1978-10-15 00:00:00.0000000,2014-09-29 00:00:00.0000000,NULL,"301 4TH STREET, SW  ROOM 120",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0004,0.0040
NULL,NULL,00029,NULL,1988-12-01 00:00:00.0000000,2014-03-12 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0104,0.0158,0.0026
9700,NULL,"0003 ","Defense Depot Ogden             ",1993-10-01 00:00:00.0000000,1994-08-29 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00030,NULL,1978-10-01 00:00:00.0000000,3011-03-16 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.1089,0.0013
NULL,NULL,00031,NULL,1996-10-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0002,0.0031,0.0558
NULL,NULL,00032,NULL,1978-09-30 00:00:00.0000000,2013-11-01 00:00:00.0000000,NULL,"DIVISION, P O BOX 9980",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0071,0.0001
NULL,NULL,00033,NULL,1978-10-15 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0004
NULL,NULL,00034,NULL,1980-02-01 00:00:00.0000000,2013-11-13 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0009,0.0051
NULL,NULL,00035,NULL,1996-10-01 00:00:00.0000000,2016-09-30 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0002,0.0003,0.0971
NULL,NULL,00036,NULL,1994-08-01 00:00:00.0000000,2013-12-10 00:00:00.0000000,"330 INDEPENDENCE AVE., SW",NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0538,0.0012
NULL,NULL,00037,NULL,1996-10-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,NULL,NULL,CA,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0003,0.0005,0.0622
NULL,NULL,00038,NULL,1996-10-01 00:00:00.0000000,2101-06-14 00:00:00.0000000,NULL,NULL,NULL,NULL,NC,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0015,0.0028,0.0734
NULL,NULL,00039,NULL,1978-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0008,0.0016,0.0096
9700,NULL,"0004 ",NULL,1993-10-01 00:00:00.0000000,2006-01-31 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0471,0.0513,0.0478
NULL,2100,0004 A,,2004-02-24 00:00:00.0000000,2004-02-24 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00040,NULL,1978-10-01 00:00:00.0000000,2015-01-25 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0012,0.0092,0.0548
NULL,NULL,00041,NULL,1978-10-15 00:00:00.0000000,2013-10-21 00:00:00.0000000,NULL,P.O. BOX 227,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0007,0.0032,0.0990
NULL,NULL,00042,NULL,1978-10-01 00:00:00.0000000,2013-09-25 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0010,0.0050,0.0224
NULL,NULL,00043,NULL,1978-10-01 00:00:00.0000000,2013-11-20 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0003,0.0010,0.0006
NULL,NULL,00044,NULL,1978-10-15 00:00:00.0000000,2013-10-21 00:00:00.0000000,NULL,"ROUTE 1, BOX 190",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0012,0.0420
NULL,NULL,00045,NULL,1996-10-01 00:00:00.0000000,2013-11-25 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0011,0.0016,0.0384
NULL,NULL,00046,NULL,1979-12-15 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,"330 INDEPENDENCE AVE., SW ROOM 1448C",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0239,0.0524
NULL,NULL,00047,NULL,1980-09-15 00:00:00.0000000,2013-09-27 00:00:00.0000000,NULL,"330 INDEPENDENCE AVE., SW ROOM 3254",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.3268,0.0491
NULL,NULL,00048,NULL,1979-06-15 00:00:00.0000000,2013-09-27 00:00:00.0000000,NULL,"330 INDEPENDENCE AVENUE, SW ROOM 1657C",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0007,0.0031,0.0070
NULL,NULL,00049,NULL,1978-11-15 00:00:00.0000000,2013-09-25 00:00:00.0000000,NULL,"330 INDEPENDENCE AVENUE, SW ROOM 2276",NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0002,0.0013,0.0263
NULL,1425,0004E,FOUR CORNERS CONSTRUCTION OFFICE,2008-09-29 00:00:00.0000000,2010-09-10 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0009,0.0000
NULL,1425,0004L,FOUR CORNERS CONSTRUCTION OFFICE,2010-09-10 00:00:00.0000000,2013-08-30 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
