"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7510","OFFICE SUPPLIES","$77,279.38","14"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7520","OFFICE DEVICES AND ACCESSORIES","$54,452.90","5"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7610","BOOKS AND PAMPHLETS","$52,511.34","16"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7630","NEWSPAPERS AND PERIODICALS","$377,710.00","13"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7640","MAPS, ATLASES, CHARTS, AND GLOBES","$153,465.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7670","MICROFILM, PROCESSED","$74,237.51","5"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7830","RECREATIONAL & GYMNASTIC EQ","$25,347.75","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","8105","BAGS AND SACKS","$29,925.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9330","PLASTICS FABRICATED MATERIALS","$7,239.14","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9540","STRUCTURAL SHAPES NONFERROUS METAL","$1,741.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9999","MISCELLANEOUS ITEMS","$1,326,672.13","55"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD21","SERVICES (BASIC)","$19,156.55","8"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD23","SERVICES (ADVANCED)","$20,297.40","5"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD25","SERVICES (OPERATIONAL)","$9,141.24","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD26","SERVICES (MANAGEMENT/SUPPORT)","$144,315.72","15"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD61","CONSTRUCTION (BASIC)","$12,455.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B510","STUDY/ENVIRONMENTAL ASSESSMENTS","$992,000.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","ADP FACILITY MANAGEMENT","$23,875.00","3"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$156,541.60","3"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D304","ADP SVCS/TELECOMM & TRANSMISSION","$3,163,139.25","72"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$3,812,699.84","20"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D307","AUTOMATED INFORMATION SYSTEM SVCS","$101,280.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D308","PROGRAMMING SERVICES","$167,518.56","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","$112,034.00","6"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D313","COMPUTER AIDED DESGN/MFG SVCS","$7,496.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D316","TELECOMMUNICATION NETWORK MGMT SVCS","$273,234.19","22"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$2,338,282.77","56"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$4,375,952.82","24"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J036","MAINT-REP OF SP INDUSTRY MACHINERY","$712.50","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J042","MAINT-REP OF FIRE-RESCUE-SAFETY EQ","$47,750.62","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$118,228.31","9"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J071","MAINT-REP OF FURNITURE","$2,000.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J074","MAINT-REP OF OFFICE MACHINES","$106,793.69","21"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J081","MAINT-REP OF CONTAINERS-PACKAGING","$8,134.00","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J099","MAINT-REP OF MISC EQ","$36,564.96","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","Q999","OTHER MEDICAL SERVICES","$180.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R426","COMMUNICATIONS SERVICES","$6,796.30","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R499","OTHER PROFESSIONAL SERVICES","$153,950.00","7"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R602","COURIER AND MESSENGER SERVICES","$19,238.00","6"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R603","TRANSCRIPTION SERVICES","$730,680.00","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R608","ADMIN SVCS/TRANSLATION-SIGN LANGUAG","$89,001.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$16,210.80","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R704","AUDITING SERVICES","$148,098.25","3"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R706","LOGISTICS SUPPORT SERVICES","$174,615.80","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R708","PUBLIC RELATIONS SERVICES","$589,388.70","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R711","BANKING SERVICES","-$93,898.32","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R799","OTHER MANAGEMENT SUPPORT SERVICES","$36,428.35","3"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S113","TELEPHONE AND-OR COMMUNICATIONS SER","$96,474.75","13"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S202","FIRE PROTECTION SERVICES","$130,490.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S203","FOOD SERVICES","$34,243.20","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S209","LAUNDRY AND DRYCLEANING SERVICES","$2,000.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S215","WAREHOUSING AND STORAGE SERVICES","$12,000.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S216","FACILITIES OPERATIONS SUPPORT SVCS","$22,000.00","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","T010","PHOTOGRAPHIC - GENERAL - STILL","$3,000.00","3"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","T012","REPRODUCTION SERVICES","$75,004.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","T016","AUDIO/VISUAL SERVICES","$588,041.81","13"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","T099","OTHER PHOTO MAPPING PRINTING SVC","$18,876.27","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","U012","INFORMATION TRAINING","$10,171.08","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V003","PACKING/CRATING SERVICES","$19,373.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V111","AIR FREIGHT","$15,683.00","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V112","MOTOR FREIGHT","$37,921.00","19"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V122","MOTOR CHARTER FOR THINGS","$270.63","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V213","RAIL PASSENGER SERVICE","$762,339.90","21"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V222","PASSENGER MOTOR CHARTER SERVICE","$5,694.50","2"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V231","LODGING - HOTEL/MOTEL","$28,565.64","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","W023","LEASE-RENT OF VEHICLES-TRAILERS-CYC","$4,800.00","4"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X112","LEASE-RENT OF CONF SPACE & FAC","$33,599.63","5"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X224","LEASE-RENT OF PARKING FACILITIES","$5,743.35","1"
"2005","1100","EXECUTIVE OFFICE OF THE PRESIDENT",,,"$51,594.48","5"
"2005","1145","PEACE CORPS","2310","PASSENGER MOTOR VEHICLES","$122,013.00","2"
"2005","1145","PEACE CORPS","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$9,037.15","1"
"2005","1145","PEACE CORPS","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$57,482.30","12"
"2005","1145","PEACE CORPS","4610","WATER PURIFICATION EQUIPMENT","$0.00","2"
"2005","1145","PEACE CORPS","5836","VIDEO RECORDING AND REPRODUCING EQU","$18,889.00","2"
"2005","1145","PEACE CORPS","5975","ELECTRICAL HARDWARE AND SUPPLIES","$6,400.00","1"
"2005","1145","PEACE CORPS","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ","$8,990.17","4"
"2005","1145","PEACE CORPS","6115","GENERATORS & GENERATOR SETS ELECT","$52,096.74","1"
"2005","1145","PEACE CORPS","6505","DRUGS AND BIOLOGICALS","$27,563.74","2"
"2005","1145","PEACE CORPS","6510","SURGICAL DRESSING MATERIALS","$87,250.00","1"
"2005","1145","PEACE CORPS","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$1,333,913.50","413"
"2005","1145","PEACE CORPS","6520","DENTAL INSTRUMENTS EQ & SUPPLIES","$101,400.00","2"
"2005","1145","PEACE CORPS","6640","LABORATORY EQUIPMENT AND SUPPLIES","$0.00","1"
"2005","1145","PEACE CORPS","6710","CAMERAS, MOTION PICTURE","$25,316.21","1"
"2005","1145","PEACE CORPS","7010","ADPE SYSTEM CONFIGURATION","$703,276.00","6"
"2005","1145","PEACE CORPS","7030","ADP SOFTWARE","$142,058.54","4"
"2005","1145","PEACE CORPS","7042","MINI & MICRO COMPUTER CONT DEVICES","$9,428.00","1"
"2005","1145","PEACE CORPS","7045","ADP SUPPLIES","$90,252.65","18"
"2005","1145","PEACE CORPS","7050","ADP COMPONENTS","$23,018.62","2"
"2005","1145","PEACE CORPS","7110","OFFICE FURNITURE","$66,458.72","4"
"2005","1145","PEACE CORPS","7435","OFFICE INFORMATION SYSTEM EQUIPMENT","$4,849.00","3"
"2005","1145","PEACE CORPS","7610","BOOKS AND PAMPHLETS","$236,753.01","12"
"2005","1145","PEACE CORPS","7630","NEWSPAPERS AND PERIODICALS","$366,339.06","3"
"2005","1145","PEACE CORPS","8345","FLAGS AND PENNANTS","$3,183.87","1"
"2005","1145","PEACE CORPS","8455","BADGES AND INSIGNIA","$6,000.00","1"
"2005","1145","PEACE CORPS","9999","MISCELLANEOUS ITEMS","$7,881,677.29","160"
"2005","1145","PEACE CORPS","AB21","FIRE PREVENTION AND CONTROL (BASIC)","$2,599.35","1"
"2005","1145","PEACE CORPS","B546","STUDY/SECURITY (PHYSICAL & PERSONAL","$0.00","6"
"2005","1145","PEACE CORPS","D301","ADP FACILITY MANAGEMENT","$1,002.25","1"
"2005","1145","PEACE CORPS","D304","ADP SVCS/TELECOMM & TRANSMISSION","$172,848.93","11"
"2005","1145","PEACE CORPS","D306","ADP SYSTEMS ANALYSIS SERVICES","$0.00","5"
"2005","1145","PEACE CORPS","D307","AUTOMATED INFORMATION SYSTEM SVCS","$5,197,139.23","14"
"2005","1145","PEACE CORPS","D310","ADP BACKUP AND SECURITY SERVICES","$9,904.76","1"
"2005","1145","PEACE CORPS","D314","ADP ACQUISITION SUP SVCS","$370,400.00","6"
"2005","1145","PEACE CORPS","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$261,450.00","2"
"2005","1145","PEACE CORPS","J035","MAINT-REP OF SERVICE & TRADE EQ","$7,148.00","1"
"2005","1145","PEACE CORPS","Q526","MEDICAL/PSYCH CONSULTATION SVCS","$13,926.00","1"
"2005","1145","PEACE CORPS","Q999","OTHER MEDICAL SERVICES","$1,939,887.32","10"
"2005","1145","PEACE CORPS","R426","COMMUNICATIONS SERVICES","$87,357.60","9"
"2005","1145","PEACE CORPS","R497","PERSONAL SERVICES CONTRACTS","$15,319,305.08","513"
"2005","1145","PEACE CORPS","R499","OTHER PROFESSIONAL SERVICES","$556,074.82","10"
"2005","1145","PEACE CORPS","R604","MAILING AND DISTRIBUTION SERVICES","$895,380.38","3"
"2005","1145","PEACE CORPS","R612","INFORMATION RETRIEVAL","$25,000.00","3"
"2005","1145","PEACE CORPS","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$128,646.50","7"
"2005","1145","PEACE CORPS","R701","ADVERTISING SERVICES","$75,865.00","11"
"2005","1145","PEACE CORPS","R703","ACCOUNTING SERVICES","$1,908,277.26","19"
"2005","1145","PEACE CORPS","R706","LOGISTICS SUPPORT SERVICES","$20,500.00","1"
"2005","1145","PEACE CORPS","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$685,700.00","16"
"2005","1145","PEACE CORPS","R708","PUBLIC RELATIONS SERVICES","$327,870.97","4"
"2005","1145","PEACE CORPS","R799","OTHER MANAGEMENT SUPPORT SERVICES","$7,775,899.02","25"
"2005","1145","PEACE CORPS","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","$20,178.00","1"
"2005","1145","PEACE CORPS","T011","PRINT/BINDING SERVICES","$80,333.10","13"
"2005","1145","PEACE CORPS","U006","VOCATIONAL/TECHNICAL","$726,212.00","4"
"2005","1145","PEACE CORPS","U008","TRAINING/CURRICULUM DEVELOPMENT","$1,481,748.00","11"
"2005","1145","PEACE CORPS","U012","INFORMATION TRAINING","$5,500.00","1"
"2005","1145","PEACE CORPS","U099","OTHER ED & TRNG SVCS","$12,250.00","1"
"2005","1145","PEACE CORPS","V003","PACKING/CRATING SERVICES","$2,572.00","1"
"2005","1145","PEACE CORPS","V231","LODGING - HOTEL/MOTEL","$357,550.00","2"
"2005","1145","PEACE CORPS","V999","OTHER TRAVEL SVCS","$509,000.00","4"
"2005","1145","PEACE CORPS","W023","LEASE-RENT OF VEHICLES-TRAILERS-CYC","$5,000.00","1"
"2005","1145","PEACE CORPS","W074","LEASE-RENT OF OFFICE MACHINES","$3,161.07","2"
"2005","1145","PEACE CORPS","X224","LEASE-RENT OF PARKING FACILITIES","$2,928.00","1"
"2005","1145","PEACE CORPS","Z111","MAINT-REP-ALT/OFFICE BLDGS","$29,000.00","3"
"2005","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6505","DRUGS AND BIOLOGICALS","$5,916.30","1"
"2005","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6530","HOSP FURNITURE,EQ,UTENSILS & SUP","$288,977.00","1"
"2005","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Q301","LABORATORY TESTING SERVICES","$263,710.37","1"
"2005","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Q999","OTHER MEDICAL SERVICES","$8,000.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$41,813.59","2"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$20,000.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","6670","SCALES AND BALANCES","$1,447.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","7110","OFFICE FURNITURE","$10,281.33","2"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","7520","OFFICE DEVICES AND ACCESSORIES","$2,598.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","7610","BOOKS AND PAMPHLETS","$2,790.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","AD21","SERVICES (BASIC)","$1,476,064.42","4"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","AD24","SERVICES (ENGINEERING)","$15,336.00","2"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","AD25","SERVICES (OPERATIONAL)","$283,180.75","34"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","AD26","SERVICES (MANAGEMENT/SUPPORT)","$8,932,471.21","173"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","AD35","SUBSISTENCE (OPERATIONAL)","$125.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","D304","ADP SVCS/TELECOMM & TRANSMISSION","$14,376.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","R418","LEGAL SERVICES","$17,226.93","2"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","R420","CERTIFICATIONS & ACCREDIT PROD & IN","$8,568.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","R602","COURIER AND MESSENGER SERVICES","$15,000.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","R701","ADVERTISING SERVICES","$10,000.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","R703","ACCOUNTING SERVICES","$95,695.00","2"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","S113","TELEPHONE AND-OR COMMUNICATIONS SER","$60,000.00","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","T011","PRINT/BINDING SERVICES","$7,477.25","1"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","V302","TRAVEL AGENT SERVICES","$5,222.00","3"
"2005","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","X111","LEASE/RENTAL OF OFFICE BUILDINGS","$13,500.00","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1005","GUNS, THROUGH 30 MM","$50,000.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1035","GUNS, OVER 300 MM","$1,500.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1095","MISCELLANEOUS WEAPONS","$21,499.70","7"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1250","FIRE CONTROL STABILIZING MECHANISMS","$114,088.22","3"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1265","FIRE CONT EQ EXCEPT AIRBORNE","$35,342.00","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1290","MISC FIRE CONT EQUIPMENT","$148,004.86","3"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1375","DEMOLITION MATERIALS","$19,198.50","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1395","MISCELLANEOUS AMMUNITION","$9,708.38","3"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1680","MISCL AIRCRAFT ACCESSORIES COMPS","$18,512,190.87","26"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","$21,638.56","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1910","TRANSPORT VESSELS-PASSENGER & TROOP","$5,505.50","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1926","Lightships","$52,243.07","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1940","SMALL CRAFT","$688,728.27","16"
"2005","1200","AGRICULTURE, DEPARTMENT OF","1945","PONTOONS AND FLOATING DOCKS","$107,581.40","3"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2010","SHIP AND BOAT PROPULSION COMPONENTS","$50,881.32","3"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2090","MISC SHIP & MARINE EQ","$79,159.86","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2230","RAILROAD RIGHT OF WAY CONSTR EQ","$15,307.60","3"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2305","GROUND EFFECT VEHICLES","$265,625.07","31"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2310","PASSENGER MOTOR VEHICLES","$471,701.90","15"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$671,189.33","47"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2330","TRAILERS","$1,177,668.66","55"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$1,045,462.58","114"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2350","COMBAT ASSAULT & TACTICAL VEH","$20,136.00","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2410","TRACTORS, FULL TRACKED, LOW SPEED","$756,838.50","15"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2420","TRACTORS, WHEELED","$945,464.35","29"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2430","TRACTORS, FULL TRACKED, HIGH SPEED","$98,088.42","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2510","VEH CAB BODY FRAME STRUCTURAL COMP","$547,430.11","26"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2530","VEH BRAKE STEERING AXLE WHEEL COMP","$134,986.41","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2540","VEHICULAR FURNITURE AND ACCESSORIES","$107,015.57","4"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2541","VEH ACCESSORY/WEAPONS SYS SPECIFIC","$6,780.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$217,442.51","51"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2620","TIRES & TUBES PNEUMATIC AIRCRAFT","$7,140.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2640","TIRES & TUBES REBUILDING-REP MTL","$13,301.63","4"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2815","DIESEL ENGINES AND COMPONENTS","$24,999.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2830","WATER TURBINES,WATER WHEELS & COMPS","$14,324.06","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2835","GAS TURBINES & JET ENG EXCEPT AIR","$7,028.00","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2895","MISC ENGINES & COMPONENTS","$4,350.00","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2945","ENGINE AIR & OIL FILTERS - AIR","$0.00","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","2990","MISC ENGINE ACCESSORIES - NONAIR","$2,632.19","2"
"2005","1200","AGRICULTURE, DEPARTMENT OF","3040","MISC POWER TRANSMISSION EQ","$11,646.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","3220","WOODWORKING MACHINES","$24,532.00","1"
"2005","1200","AGRICULTURE, DEPARTMENT OF","3230","TOOLS - ATTACHS FOR WOODWORK MACH","$61,178.00","4"
