"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","$107,000.00","3"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D310","ADP BACKUP AND SECURITY SERVICES","$141,000.00","1"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D311","ADP DATA CONVERSION SERVICES","$73,000.00","1"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D316","TELECOMMUNICATION NETWORK MGMT SVCS","$278,000.00","2"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$582,000.00","2"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$396,000.00","3"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","G099","OTHER SOCIAL SERVICES","$37,000.00","1"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$324,000.00","8"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R406","POLICY REVIEW/DEVELOPMENT SERVICES","$2,405,000.00","3"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","W070","LEASE-RENT OF ADP EQ & SUPPLIES","-$186,000.00","4"
"1997","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X224","LEASE-RENT OF PARKING FACILITIES","$30,000.00","1"
"1997","1145","PEACE CORPS","2310","PASSENGER MOTOR VEHICLES","$36,000.00","1"
"1997","1145","PEACE CORPS","7030","ADP SOFTWARE","$26,000.00","1"
"1997","1145","PEACE CORPS","7050","ADP COMPONENTS","$139,000.00","3"
"1997","1145","PEACE CORPS","9999","MISCELLANEOUS ITEMS","$35,000.00","1"
"1997","1145","PEACE CORPS","D301","ADP FACILITY MANAGEMENT","$280,000.00","5"
"1997","1145","PEACE CORPS","D304","ADP SVCS/TELECOMM & TRANSMISSION","$60,000.00","1"
"1997","1145","PEACE CORPS","Q201","GENERAL HEALTH CARE SERVICES","$339,000.00","10"
"1997","1145","PEACE CORPS","R497","PERSONAL SERVICES CONTRACTS","$237,000.00","6"
"1997","1145","PEACE CORPS","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$1,228,000.00","10"
"1997","1145","PEACE CORPS","R703","ACCOUNTING SERVICES","$428,000.00","2"
"1997","1145","PEACE CORPS","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$3,029,000.00","2"
"1997","1145","PEACE CORPS","S206","GUARD SERVICES","$65,000.00","2"
"1997","1145","PEACE CORPS","U006","VOCATIONAL/TECHNICAL","$2,859,000.00","15"
"1997","1145","PEACE CORPS","V231","LODGING - HOTEL/MOTEL","$194,000.00","5"
"1997","1145","PEACE CORPS","X111","LEASE/RENTAL OF OFFICE BUILDINGS","$1,039,000.00","21"
"1997","1145","PEACE CORPS","Z139","MAINT-REP-ALT/OTHER EDUCATIONAL BLD","$836,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4120","AIR CONDITIONING EQUIPMENT","$50,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6505","DRUGS AND BIOLOGICALS","$5,692,000.00","5"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7610","BOOKS AND PAMPHLETS","$21,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","8140","AMMUNITION & NUCLEAR ORDNANCE BOXES","$1,500,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9140","FUEL OILS","$2,717,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9999","MISCELLANEOUS ITEMS","$1,777,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA94","OTHER AGRICULTURE (ENGINEERING)","$975,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AE94","R&D-ECON GROW-PRODUCTIVTY-ENG DEV","$5,856,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AF14","EDUCATION (ENGINEERING)","$3,000,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AN44","HEALTH SERVICES (ENGINEERING)","$1,239,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B507","ECONOMIC STUDIES","$191,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B510","STUDY/ENVIRONMENTAL ASSESSMENTS","$2,000,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B525","NATURAL RESOURCE STUDIES","$1,765,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B537","MEDICAL AND HEALTH STUDIES","$3,943,000.00","4"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B542","EDUCATIONAL STUDIES AND ANALYSES","$1,481,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B543","ENERGY STUDIES","$1,500,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B599","OTHER SPECIAL STUDIES AND ANALYSES","$6,933,000.00","6"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C214","A&E MANAGEMENT ENGINEERING SERVICES","$3,027,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","E241","PURCHASE OF FUEL SUPPLY FACILITIES","$30,000,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Q201","GENERAL HEALTH CARE SERVICES","$3,021,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R406","POLICY REVIEW/DEVELOPMENT SERVICES","$6,000,000.00","2"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R407","PROGRAM EVALUATION SERVICES","$226,000.00","3"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","$16,438,000.00","11"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","$39,746,000.00","6"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R421","TECHNICAL ASSISTANCE","$23,293,000.00","17"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$1,780,000.00","4"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R703","ACCOUNTING SERVICES","$2,570,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R704","AUDITING SERVICES","$3,116,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R799","OTHER MANAGEMENT SUPPORT SERVICES","$7,019,000.00","7"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U099","OTHER ED & TRNG SVCS","$13,130,000.00","10"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V115","VESSEL FREIGHT","$17,117,000.00","7"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y222","CONSTRUCT/HIGHWAYS-RDS-STS-BRDGS-RA","$2,000,000.00","1"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y244","CONSTRUCT/SEWAGE & WASTE","$14,956,000.00","5"
"1997","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y245","CONSTRUCT/WATER SUPPLY","$2,047,000.00","2"
"1997","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$1,801,000.00","31"
"1997","1200","AGRICULTURE, DEPARTMENT OF","1020","GUNS OVER 125 MM THROUGH 150 MM","$3,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","1510","AIRCRAFT, FIXED WING","$147,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","2220","RAIL CARS","$229,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$31,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","2420","TRACTORS, WHEELED","$311,000.00","6"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3040","MISC POWER TRANSMISSION EQ","$55,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3230","TOOLS - ATTACHS FOR WOODWORK MACH","$31,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3605","FOOD PRODUCTS MACHINE & EQ","$45,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$278,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3625","TEXTILE INDUSTRIES MACHINERY","$152,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3695","MISC SPECIAL INDUSTRY MACHINE","$212,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3710","SOIL PREPARATION EQUIPMENT","$420,000.00","6"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3720","HARVESTING EQUIPMENT","$606,000.00","6"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3805","EARTH MOVING & EXCAVATING EQ","$74,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3910","CONVEYORS","$235,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$66,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","3960","FREIGHT ELEVATORS","$36,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4110","REFRIGERATION EQUIPMENT","$62,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4120","AIR CONDITIONING EQUIPMENT","$80,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4420","HEAT EXCHANGERS & STEAM CONDENSERS","$90,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4440","DRIERS DEHYDRATORS & ANHYDRATORS","$95,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4520","SPACE AND WATER HEATING EQUIPMENT","$39,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4530","FUEL BURNING EQUIPMENT UNITS","$60,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4540","WASTE DISPOSAL EQUIPMENT","$39,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4920","AIRCRAFT MAINT & REP SHOP EQ","$50,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","4940","MISC MAINT EQ","$96,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5340","HARDWARE","$109,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5410","PREFABRICATED & PORTABLE BUILDINGS","$203,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5610","MINERAL CONTRUCT MATERIALS BULK","$831,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5620","TILE, BRICK, AND BLOCK","$41,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5650","ROOFING AND SIDING MATERIALS","$24,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5660","FENCING FENCES & GATES","$26,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5670","BUILDING COMPONENTS, PREFABRICATED","$29,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5680","MISC CONTRUCT MATERIALS","-$3,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$1,890,000.00","51"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5815","TELETYPE AND FACSIMILE EQUIPMENT","$25,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5825","RADIO NAVIGATION EQ - EXCEPT AIR","-$1,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","5895","MISC COMMUNICATION EQ","$1,150,000.00","5"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6115","GENERATORS & GENERATOR SETS ELECT","$135,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6505","DRUGS AND BIOLOGICALS","$127,000.00","5"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6510","SURGICAL DRESSING MATERIALS","$187,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$253,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6530","HOSP FURNITURE,EQ,UTENSILS & SUP","$163,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6550","IN VITRO DIAGNO SUBSTANCES,REAGENTS","$578,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6605","NAVIGATIONAL INSTRUMENTS","$31,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6625","ELECT ELECTRONIC MEASURING INSTRUMT","$65,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6630","CHEMICAL ANALYSIS INSTRUMENTS","$2,130,000.00","39"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6635","PHYSICAL PROPERTIES TEST EQ","$1,887,000.00","5"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6636","ENVIRONMENTAL CHAMBERS & RELATED EQ","$408,000.00","8"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6640","LABORATORY EQUIPMENT AND SUPPLIES","$3,083,000.00","50"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6650","OPTICAL INSTRUMENTS","$328,000.00","8"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6655","GEOPHYSICAL INSTRUMENTS","$34,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6660","METEOROLOG INSTRUMENTS & APPARATUS","$50,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6675","DRAFTING SURVEYING & MAPPING INSTRU","$30,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6680","LIQUID-GAS-MOTION MEASURING INSTRU","$71,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS","$2,706,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6695","COMBINATION & MISC INSTRUMENTS","$1,181,000.00","16"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6730","PHOTOGRAPHIC PROJECTION EQUIPMENT","$133,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6750","PHOTOGRAPHIC SUPPLIES","$325,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6810","CHEMICALS","$327,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6840","PEST CONT AGENTS & DISINFECTANTS","$435,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6910","TRAINING AIDS","$32,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","6940","COMMUNICATION TRAINING DEVICES","$47,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7010","ADPE SYSTEM CONFIGURATION","$12,795,000.00","175"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$10,558,000.00","575"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7021","ADP CENTRAL PROCESSING UNIT-DIGITAL","$3,083,000.00","18"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7022","ADP CENTRAL PROCESSING UNIT-HYBRID","$41,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$447,000.00","11"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7030","ADP SOFTWARE","$23,249,000.00","94"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7035","ADP SUPPORT EQUIPMENT","$2,322,000.00","25"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7045","ADP SUPPLIES","$303,000.00","6"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7050","ADP COMPONENTS","$1,619,000.00","14"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7110","OFFICE FURNITURE","$418,000.00","7"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7125","CABINETS LOCKERS BINS & SHELVING","$40,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7220","FLOOR COVERINGS","$237,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7450","OFFICE SOUND RECORDING REPRO MACH","$621,000.00","6"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7460","VISIBLE RECORD EQUIPMENT","$98,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7490","MISCELLANEOUS OFFICE MACHINES","$359,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7510","OFFICE SUPPLIES","$308,000.00","7"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7530","STATIONERY AND RECORD FORMS","$33,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","7690","MISCELLANEOUS PRINTED MATTER","$11,910,000.00","17"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8040","ADHESIVES","$621,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8105","BAGS AND SACKS","$3,963,000.00","37"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8115","BOXES, CARTONS, AND CRATES","$108,000.00","12"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8135","PACKAGING & PACKING BULK MATERIALS","$180,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8140","AMMUNITION & NUCLEAR ORDNANCE BOXES","$50,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8145","SPECIAL SHIPPING & STORAGE CONTAIN","$39,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8410","OUTERWEAR, WOMEN'S","$752,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8710","FORAGE AND FEED","$604,000.00","65"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8720","FERTILIZERS","$339,000.00","10"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8820","LIVE ANIMALS, NOT RAISED FOR FOOD","$105,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8905","MEAT, POULTRY, AND FISH","$377,665,000.00","731"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8910","DAIRY FOODS AND EGGS","$153,651,000.00","225"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8915","FRUITS AND VEGETABLES","$177,732,000.00","482"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8920","BAKERY AND CEREAL PRODUCTS","$231,771,000.00","616"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8925","SUGAR, CONFECTIONERY, AND NUTS","$29,950,000.00","55"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8940","SPECIAL DIETARY FOOD & SPECIAL PREP","$2,595,000.00","9"
"1997","1200","AGRICULTURE, DEPARTMENT OF","8945","FOOD, OILS AND FATS","$126,196,000.00","96"
"1997","1200","AGRICULTURE, DEPARTMENT OF","9140","FUEL OILS","$106,000.00","7"
"1997","1200","AGRICULTURE, DEPARTMENT OF","9310","PAPER AND PAPERBOARD","$54,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","9440","MISC CRUDE AGRI & FORESTRY PROD","$156,139,000.00","80"
"1997","1200","AGRICULTURE, DEPARTMENT OF","9999","MISCELLANEOUS ITEMS","$2,147,000.00","26"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B503","STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL","$531,000.00","8"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B504","STUDY/CHEMICAL-BIOLOGICAL","$23,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$110,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B510","STUDY/ENVIRONMENTAL ASSESSMENTS","$3,070,000.00","20"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B513","STUDY/FEASIBILITY - NON-CONTRUCT","$62,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B521","HISTORICAL STUDIES","$42,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B524","MATHEMATICAL/STATISTICAL ANALYSES","$779,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B537","MEDICAL AND HEALTH STUDIES","$88,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","B599","OTHER SPECIAL STUDIES AND ANALYSES","$2,091,000.00","9"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C111","BLDGS & FAC / ADMIN & SVC BLDGS","$1,365,000.00","19"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C115","INDUSTRIAL BUILDINGS","$291,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C118","RESEARCH AND DEVELOPMENT FACILITIES","$17,223,000.00","81"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C119","OTHER BUILDINGS","$366,000.00","37"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C122","HIGHWAY, ROADS, STREETS, BRIDGES, A","$7,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C123","ELECTRIC POWER GENERATION (EPG)","$14,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C124","UTILITIES","$1,209,000.00","19"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C129","OTHER NON-BUILDING STRUCTURES","$191,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C130","RESTORATION","$8,916,000.00","23"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C211","A/E SVCS. (INCL LANDSCAPING INTERIO","$3,230,000.00","79"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C212","ENGINEERING DRAFTING SERVICES","$23,000.00","3"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C213","A/E - INSPECT - NON CONTRUCT","$389,000.00","11"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C215","A/E PROD ENG SVCS (INCL DESIGN-CONT","$8,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C217","A/E - MAPPING","$22,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","C219","OTHER ARCHITECTS & ENGIN GEN","$302,000.00","26"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D301","ADP FACILITY MANAGEMENT","$5,958,000.00","35"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$7,243,000.00","74"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D303","ADP DATA ENTRY SERVICES","$319,000.00","2"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D304","ADP SVCS/TELECOMM & TRANSMISSION","$335,000.00","5"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D305","ADP TELEPROCESSING & TIMESHARE","$2,647,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D306","ADP SYSTEMS ANALYSIS SERVICES","$1,999,000.00","12"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D307","AUTOMATED INFORMATION SYSTEM SVCS","$9,814,000.00","244"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D308","PROGRAMMING SERVICES","$1,547,000.00","7"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D309","ADP INF, BROADCAST & DIST SVCS","$969,000.00","13"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D310","ADP BACKUP AND SECURITY SERVICES","$459,000.00","4"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D311","ADP DATA CONVERSION SERVICES","$3,083,000.00","18"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D314","ADP ACQUISITION SUP SVCS","$99,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D316","TELECOMMUNICATION NETWORK MGMT SVCS","$1,930,000.00","67"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D317","AUTO NEWS, DATA & OTHER SVCS","$1,368,000.00","11"
"1997","1200","AGRICULTURE, DEPARTMENT OF","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$37,775,000.00","130"
"1997","1200","AGRICULTURE, DEPARTMENT OF","F001","AERIAL FERTILIZATION - SPRAYING","$150,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","F006","LAND TREATMENT PRACTICES","$3,000.00","1"
"1997","1200","AGRICULTURE, DEPARTMENT OF","F099","OTHER NAT RES MGMT & CONSERV","$247,000.00","5"
"1997","1200","AGRICULTURE, DEPARTMENT OF","F108","HARZ REMV/CLEAN-UP/DISP/OP","$569,000.00","11"
"1997","1200","AGRICULTURE, DEPARTMENT OF","G099","OTHER SOCIAL SERVICES","$12,000.00","1"
