"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"1990","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$1,717,000.00","25"
"1990","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$21,757,000.00","86"
"1990","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$61,058,000.00","161"
"1990","1300","COMMERCE, DEPARTMENT OF","U.S. TRAVEL AND TOURISM ADMINISTRATION","1355","$920,000.00","5"
"1990","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$385,928,000.00","3,814"
"1990","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$75,785,000.00","1,840"
"1990","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF MINES","1432","$12,682,000.00","381"
"1990","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$32,396,000.00","346"
"1990","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$396,032,000.00","2,027"
"1990","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$72,899,000.00","1,060"
"1990","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$133,132,000.00","2,352"
"1990","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$56,202,000.00","1,353"
"1990","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$19,371,000.00","596"
"1990","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$45,807,000.00","1,167"
"1990","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$51,793,000.00","482"
"1990","1500","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","1549","$106,987,000.00","815"
"1990","1500","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM","1540","$368,854,000.00","1,880"
"1990","1500","JUSTICE, DEPARTMENT OF","IMMIGRATION AND NATURALIZATION SERVICE","1528","$111,716,000.00","531"
"1990","1500","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","1550","$10,221,000.00","35"
"1990","1500","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","1501","$165,913,000.00","1,927"
"1990","1500","JUSTICE, DEPARTMENT OF","U.S. MARSHALS SERVICE","1544","$117,692,000.00","510"
"1990","1600","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","1625","$17,728,000.00","77"
"1990","1600","LABOR, DEPARTMENT OF","EMPLOYEE BENEFITS SECURITY ADMINISTRATION","1621","$4,881,000.00","21"
"1990","1600","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","1630","$486,646,000.00","679"
"1990","1600","LABOR, DEPARTMENT OF","EMPLOYMENT STANDARDS ADMINISTRATION","1635","$18,430,000.00","96"
"1990","1600","LABOR, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF LABOR","1601","$98,000.00","1"
"1990","1600","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","1645","$5,554,000.00","53"
"1990","1600","LABOR, DEPARTMENT OF","OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION","1650","$6,681,000.00","63"
"1990","1600","LABOR, DEPARTMENT OF","OFF OF THE DEPUTY UNDER SEC FOR LABOR-MGMT RELATIONS & COOP","1642","$30,000.00","1"
"1990","1600","LABOR, DEPARTMENT OF","OFFICE OF ADMINISTRATIVE LAW JUDGES","1613","$547,000.00","4"
"1990","1600","LABOR, DEPARTMENT OF","OFFICE OF INFORMATION AND PUBLIC AFFAIRS","1608","$331,000.00","10"
"1990","1600","LABOR, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1604","$8,341,000.00","154"
"1990","1600","LABOR, DEPARTMENT OF","OFFICE OF LABOR-MANAGEMENT STANDARDS","1643","$32,000.00","1"
"1990","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","1605","$16,103,000.00","139"
"1990","1600","LABOR, DEPARTMENT OF","OFFICE OF THE SOLICITOR","1603","$639,000.00","11"
"1990","1600","LABOR, DEPARTMENT OF","VETERANS EMPLOYMENT AND TRAINING SERVICES","1653","$47,000.00","1"
"1990","1600","LABOR, DEPARTMENT OF","WOMEN'S BUREAU","1655","$12,000.00","1"
"1990","1900","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1900","$446,425,000.00","2,096"
"1990","2000","TREASURY, DEPARTMENT OF THE","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","2022","$29,426,000.00","140"
"1990","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF ENGRAVING AND PRINTING","2041","$146,314,000.00","217"
"1990","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF THE PUBLIC DEBT","2036","$3,735,000.00","122"
"1990","2000","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","2001","$18,426,000.00","84"
"1990","2000","TREASURY, DEPARTMENT OF THE","FEDERAL LAW ENFORCEMENT TRAINING CENTER","2024","$10,832,000.00","115"
"1990","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL CRIME ENFORCEMENT NETWORK","2026","$293,616,000.00","1,458"
"1990","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL MANAGEMENT SERVICE","2033","$46,916,000.00","192"
"1990","2000","TREASURY, DEPARTMENT OF THE","INTERNAL REVENUE SERVICE","2050","$223,818,000.00","1,865"
"1990","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THRIFT SUPERVISION","2047","$21,878,000.00","40"
"1990","2000","TREASURY, DEPARTMENT OF THE","U.S. SAVINGS BONDS DIVISION","2048","$1,110,000.00","6"
"1990","2000","TREASURY, DEPARTMENT OF THE","U.S. SECRET SERVICE","2028","$28,491,000.00","108"
"1990","2000","TREASURY, DEPARTMENT OF THE","UNITED STATES MINT","2044","$442,443,000.00","454"
"1990","2400","OFFICE OF PERSONNEL MANAGEMENT","OFFICE OF PERSONNEL MANAGEMENT","2400","$2,078,000.00","34"
"1990","2700","FEDERAL COMMUNICATIONS COMMISSION","FEDERAL COMMUNICATIONS COMMISSION","2700","$792,000.00","12"
"1990","2900","FEDERAL TRADE COMMISSION","FEDERAL TRADE COMMISSION","2900","$1,679,000.00","15"
"1990","3000","INTERSTATE COMMERCE COMMISSION","INTERSTATE COMMERCE COMMISSION","3000","$1,177,000.00","7"
"1990","3100","NUCLEAR REGULATORY COMMISSION","NUCLEAR REGULATORY COMMISSION","3100","$46,523,000.00","402"
"1990","3300","SMITHSONIAN INSTITUTION","SMITHSONIAN INSTITUTION","3300","$43,871,000.00","338"
"1990","3355","NATIONAL GALLERY OF ART","NATIONAL GALLERY OF ART","3355","$1,763,000.00","19"
"1990","3400","INTERNATIONAL TRADE COMMISSION","INTERNATIONAL TRADE COMMISSION","3400","$1,048,000.00","14"
"1990","3600","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","3600","$1,388,146,000.00","27,894"
"1990","4100","MERIT SYSTEMS PROTECTION BOARD","MERIT SYSTEMS PROTECTION BOARD","4100","$232,000.00","2"
"1990","4200","PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION","PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION","4200","$393,000.00","2"
"1990","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","$25,815,000.00","444"
"1990","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4730","$633,963,000.00","6,150"
"1990","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4735","$0.00","8"
"1990","4700","GENERAL SERVICES ADMINISTRATION","INFORMATION TECHNOLOGY SERVICE","4720","$560,006,000.00","1,514"
"1990","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE ADMINISTRATOR(ACMD)","4705","$5,467,000.00","163"
"1990","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF FINANCIAL OFFICER","4717","$1,257,000.00","34"
"1990","4700","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","4740","$1,055,460,285.22","15,555"
"1990","4900","NATIONAL SCIENCE FOUNDATION","NATIONAL SCIENCE FOUNDATION","4900","$92,995,000.00","239"
"1990","5000","SECURITIES AND EXCHANGE COMMISSION","SECURITIES AND EXCHANGE COMMISSION","5000","$15,482,000.00","105"
"1990","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","FEDERAL EMERGENCY MANAGEMENT AGENCY","5800","$180,776,000.00","674"
"1990","5920","NATIONAL ENDOWMENT FOR THE ARTS","NATIONAL ENDOWMENT FOR THE ARTS","5920","$1,006,000.00","10"
"1990","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","$569,000.00","6"
"1990","6000","RAILROAD RETIREMENT BOARD","RAILROAD RETIREMENT BOARD","6000","$4,240,000.00","47"
"1990","6100","CONSUMER PRODUCT SAFETY COMMISSION","CONSUMER PRODUCT SAFETY COMMISSION","6100","$1,922,000.00","57"
"1990","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$12,753,000.00","48"
"1990","6400","TENNESSEE VALLEY AUTHORITY","TENNESSEE VALLEY AUTHORITY","6400","$2,139,886,000.00","2,228"
"1990","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$108,000.00","2"
"1990","6700","UNITED STATES INFORMATION AGENCY","UNITED STATES INFORMATION AGENCY","6700","$74,556,000.00","428"
"1990","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$822,613,000.00","6,411"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$1,377,938,000.00","2,405"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$173,958,000.00","504"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$17,084,000.00","53"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$12,923,000.00","39"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$32,893,000.00","177"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$159,083,000.00","747"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$23,058,000.00","234"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$93,042,000.00","418"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$3,947,000.00","28"
"1990","6900","TRANSPORTATION, DEPARTMENT OF","UNITED STATES COAST GUARD","6950","$475,864,000.00","2,214"
"1990","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$12,012,000.00","72"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$39,741,543.00","137"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$29,973,000.00","99"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$30,242,000.00","218"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7500","$128,000.00","1"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$32,565,000.00","154"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES","7501","$211,000.00","5"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$808,358,871.00","2,079"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$5,963,000.00","43"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PERSONNEL","7516","$346,000.00","3"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION","7506","$5,193,000.00","12"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PUBLIC AFFAIRS","7508","$482,000.00","2"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$46,553,000.00","145"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF HUMAN DEVELOPMENT SERVICES","7540","$3,821,000.00","10"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","7504","$460,000.00","6"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$154,366,000.00","966"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SOCIAL SECURITY ADMINISTRATION","7550","$24,333,000.00","103"
"1990","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$63,873,000.00","120"
"1990","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$10,567,439,814.83","10,304"
"1990","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$114,823,848.00","415"
"1990","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$10,081,000.00","67"
"1990","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$19,634,315,687.49","4,888"
"1990","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$594,000.00","10"
"1990","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$228,718,000.00","781"
"1990","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","FEDERAL MEDIATION AND CONCILIATION SERVICE","9300","$18,000.00","1"
"1990","9400","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY","9400","$1,181,000.00","10"
"1990","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$621,000.00","15"
"1990","9507","COMMODITY FUTURES TRADING COMMISSION","COMMODITY FUTURES TRADING COMMISSION","9507","$8,687,000.00","60"
"1990","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$418,941,000.00","6,151"
"1990","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$1,618,000.00","135"
"1990","9568","BROADCASTING BOARD OF GOVERNORS","EXTENSION","1232","$618,000.00","16"
"1990","9700","DEPT OF DEFENSE","AFRRI","9770","$830,000.00","13"
"1990","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$304,469,000.00","202"
"1990","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$672,999,000.00","3,147"
"1990","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$9,328,356,213.28","27,963"
"1990","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$10,829,000.00","57"
"1990","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$250,550,000.00","756"
"1990","9700","DEPT OF DEFENSE","DEPT OF DEFENSE","9700","$40,079,000.00","108"
"1990","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$28,495,606,000.00","55,274"
"1990","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$23,865,519,134.53","54,225"
"1990","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$37,873,821,580.00","75,343"
"1990","9700","DEPT OF DEFENSE","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","97AD","$0.00","27"
"1990","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$544,067,000.00","300"
"1990","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$66,971,000.00","395"
"1990","9700","DEPT OF DEFENSE","OFFICE OF THE CIVILIAN HEALTH AND MEDICAL PROGRAM","97F3","$244,273,000.00","120"
"1990","9700","DEPT OF DEFENSE","ON SITE INSPECTION AGENCY","97AW","$760,000.00","2"
"1990","9700","DEPT OF DEFENSE","U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","96CE","$1,702,385,000.00","5,958"
"1990","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$629,000.00","8"
"1990","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$145,223,000.00","506"
"1990","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$10,737,000.00","43"
"1990",,,,,"$0.00","18,388"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$15,723,000.00","104"
"1991","1145","PEACE CORPS","PEACE CORPS","1145","$14,126,000.00","169"
"1991","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$806,940,000.00","3,038"
"1991","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","1241","$655,971,000.00","1,053"
"1991","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$76,636,000.00","1,207"
"1991","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$949,925,000.00","1,663"
"1991","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","1242","$33,477,000.00","206"
"1991","1200","AGRICULTURE, DEPARTMENT OF","ECONOMICS MANAGEMENT STAFF","1259","$4,747,000.00","153"
"1991","1200","AGRICULTURE, DEPARTMENT OF","FARMERS HOME ADMINISTRATION","1236","$71,356,000.00","6,404"
"1991","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","1251","$62,514,000.00","156"
"1991","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$8,836,000.00","72"
"1991","1200","AGRICULTURE, DEPARTMENT OF","FOREIGN AGRICULTURAL SERVICE","1223","$4,164,000.00","59"
"1991","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF FINANCE AND MANAGEMENT","1217","$2,172,000.00","49"
"1991","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$2,011,000.00","26"
"1991","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INTERNATIONAL COOPERATION AND DEVELOPMENT","1224","$804,000.00","15"
"1991","1200","AGRICULTURE, DEPARTMENT OF","RURAL ELECTRIFICATION ADMINISTRATION","1237","$2,000.00","1"
"1991","1200","AGRICULTURE, DEPARTMENT OF","SOIL CONSERVATION SERVICE","1227","$103,222,000.00","821"
"1991","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF OPERATIONS","1215","$67,300,000.00","449"
"1991","1300","COMMERCE, DEPARTMENT OF","BUREAU OF ECONOMIC ANALYSIS","1321","$1,841,000.00","7"
"1991","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$35,402,000.00","269"
"1991","1300","COMMERCE, DEPARTMENT OF","ECONOMIC AFFAIRS","131E","$50,000.00","1"
"1991","1300","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","1325","$927,000.00","8"
"1991","1300","COMMERCE, DEPARTMENT OF","INTERNATIONAL TRADE ADMINISTRATION","1350","$8,644,000.00","77"
"1991","1300","COMMERCE, DEPARTMENT OF","MINORITY BUSINESS DEVELOPMENT AGENCY","1352","$1,427,000.00","14"
"1991","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$51,103,000.00","628"
"1991","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$233,743,000.00","1,748"
"1991","1300","COMMERCE, DEPARTMENT OF","NATIONAL TECHNICAL INFORMATION SERVICE","1342","$2,538,000.00","17"
"1991","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$1,039,000.00","21"
"1991","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","1304","$73,000.00","2"
"1991","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$25,183,000.00","93"
"1991","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$74,854,000.00","259"
"1991","1300","COMMERCE, DEPARTMENT OF","U.S. TRAVEL AND TOURISM ADMINISTRATION","1355","$644,000.00","10"
"1991","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$320,208,000.00","3,212"
"1991","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$112,007,000.00","2,221"
"1991","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF MINES","1432","$21,230,000.00","406"
"1991","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$44,455,000.00","388"
"1991","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$454,181,000.00","2,089"
"1991","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$91,101,000.00","1,559"
"1991","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$109,962,000.00","2,266"
"1991","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$55,118,000.00","1,297"
"1991","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$16,591,000.00","596"
"1991","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$78,515,000.00","1,727"
"1991","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$53,772,000.00","319"
