"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1993","1145","PEACE CORPS","7610","BOOKS AND PAMPHLETS","$248,000.00","5"
"1993","1145","PEACE CORPS","7630","NEWSPAPERS AND PERIODICALS","$180,000.00","3"
"1993","1145","PEACE CORPS","8945","FOOD, OILS AND FATS","$95,000.00","1"
"1993","1145","PEACE CORPS","D301","ADP FACILITY MANAGEMENT","$188,000.00","5"
"1993","1145","PEACE CORPS","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$231,000.00","5"
"1993","1145","PEACE CORPS","D303","ADP DATA ENTRY SERVICES","$40,000.00","1"
"1993","1145","PEACE CORPS","Q201","GENERAL HEALTH CARE SERVICES","$546,000.00","15"
"1993","1145","PEACE CORPS","Q401","NURSING SERVICES","$57,000.00","2"
"1993","1145","PEACE CORPS","Q503","DENTISTRY SERVICES","$58,000.00","1"
"1993","1145","PEACE CORPS","R407","PROGRAM EVALUATION SERVICES","$299,000.00","1"
"1993","1145","PEACE CORPS","R497","PERSONAL SERVICES CONTRACTS","$1,474,000.00","38"
"1993","1145","PEACE CORPS","R604","MAILING AND DISTRIBUTION SERVICES","$246,000.00","2"
"1993","1145","PEACE CORPS","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$592,000.00","10"
"1993","1145","PEACE CORPS","R701","ADVERTISING SERVICES","$302,000.00","2"
"1993","1145","PEACE CORPS","R702","DATA COLLECTION SERVICES","$45,000.00","2"
"1993","1145","PEACE CORPS","R703","ACCOUNTING SERVICES","$196,000.00","2"
"1993","1145","PEACE CORPS","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$31,000.00","1"
"1993","1145","PEACE CORPS","R799","OTHER MANAGEMENT SUPPORT SERVICES","$381,000.00","4"
"1993","1145","PEACE CORPS","S201","CUSTODIAL JANITORIAL SERVICES","$79,000.00","1"
"1993","1145","PEACE CORPS","S206","GUARD SERVICES","$132,000.00","2"
"1993","1145","PEACE CORPS","T005","FILM PROCESSING SERVICES","$13,000.00","1"
"1993","1145","PEACE CORPS","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","$13,000.00","1"
"1993","1145","PEACE CORPS","T011","PRINT/BINDING SERVICES","$35,000.00","2"
"1993","1145","PEACE CORPS","T099","OTHER PHOTO MAPPING PRINTING SVC","$250,000.00","1"
"1993","1145","PEACE CORPS","U006","VOCATIONAL/TECHNICAL","$8,395,000.00","60"
"1993","1145","PEACE CORPS","U008","TRAINING/CURRICULUM DEVELOPMENT","$653,000.00","2"
"1993","1145","PEACE CORPS","V231","LODGING - HOTEL/MOTEL","$521,000.00","8"
"1993","1145","PEACE CORPS","W074","LEASE-RENT OF OFFICE MACHINES","$28,000.00","1"
"1993","1145","PEACE CORPS","X111","LEASE/RENTAL OF OFFICE BUILDINGS","$419,000.00","10"
"1993","1145","PEACE CORPS","X161","LEASE-RENT OF FAMILY HOUSING","$38,000.00","1"
"1993","1145","PEACE CORPS","Z139","MAINT-REP-ALT/OTHER EDUCATIONAL BLD","$80,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2310","PASSENGER MOTOR VEHICLES","$2,412,000.00","16"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$1,302,000.00","19"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$840,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$2,524,000.00","15"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$176,000.00","6"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","3895","MISC CONTRUCT EQ","$527,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4120","AIR CONDITIONING EQUIPMENT","$306,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4240","SAFETY AND RESCUE EQUIPMENT","$49,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4730","FITTINGS - HOSE PIPE & TUBE","$129,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5680","MISC CONTRUCT MATERIALS","$1,720,000.00","11"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$277,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5999","MSC ELECT & ELECTRONIC COMPONENTS","$13,104,000.00","44"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$37,271,000.00","25"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6545","MEDICAL SETS KITS & OUTFITS","$1,137,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6840","PEST CONT AGENTS & DISINFECTANTS","$725,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7010","ADPE SYSTEM CONFIGURATION","$1,867,000.00","27"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7021","ADP CENTRAL PROCESSING UNIT-DIGITAL","$184,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$115,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$131,000.00","6"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7050","ADP COMPONENTS","$4,584,000.00","31"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7105","HOUSEHOLD FURNITURE","$361,000.00","8"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7110","OFFICE FURNITURE","$190,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7210","HOUSEHOLD FURNISHINGS","$303,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7290","MSC HOUSEHOLD FURNISHINGS APPLIANCE","$15,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7430","TYPEWRITER & OFFICE COMPOSING MACH","$61,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7490","MISCELLANEOUS OFFICE MACHINES","$171,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7510","OFFICE SUPPLIES","$223,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7610","BOOKS AND PAMPHLETS","$43,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","8945","FOOD, OILS AND FATS","$108,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9330","PLASTICS FABRICATED MATERIALS","$36,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9999","MISCELLANEOUS ITEMS","$3,450,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA24","AGRICULTURE MARKETING (ENGINEERING)","$185,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA94","OTHER AGRICULTURE (ENGINEERING)","$786,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AB94","R&D-OTHER SVC & DEVELOP-ENG DEV","$180,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AE94","R&D-ECON GROW-PRODUCTIVTY-ENG DEV","$9,073,000.00","15"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AH94","R&D-OTHER ENVIRONMENT-ENG DEV","$97,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AJ94","R&D-OTHER SCIENCES-ENG DEV","$115,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AK14","HOUSING (ENGINEERING)","$272,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AZ14","R&D-OTHER R & D-ENG DEV","$661,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B507","ECONOMIC STUDIES","$35,771,000.00","95"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B510","STUDY/ENVIRONMENTAL ASSESSMENTS","$20,179,000.00","36"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B513","STUDY/FEASIBILITY - NON-CONTRUCT","$1,851,000.00","6"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B525","NATURAL RESOURCE STUDIES","$204,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B532","SOIL STUDIES","$60,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B537","MEDICAL AND HEALTH STUDIES","$16,224,000.00","26"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B542","EDUCATIONAL STUDIES AND ANALYSES","$1,776,000.00","11"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B543","ENERGY STUDIES","$23,877,000.00","18"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B545","STUDY/HOUSING AND COMMUNITY DEVELOP","$3,497,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B547","STUDY/ACCOUNTING/FINANCIAL MGT","$352,000.00","13"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B548","TRADE ISSUE STUDIES","$1,891,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B549","STUDY/FOREIGN & NAT'L SECURITY POL","$1,510,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B550","STUDY/ORGANIZATION/ADMIN/PERSONNEL","$244,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B599","OTHER SPECIAL STUDIES AND ANALYSES","$57,350,000.00","108"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C119","OTHER BUILDINGS","$203,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C122","HIGHWAY, ROADS, STREETS, BRIDGES, A","$1,862,000.00","9"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C124","UTILITIES","$672,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C129","OTHER NON-BUILDING STRUCTURES","$96,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C211","A/E SVCS. (INCL LANDSCAPING INTERIO","$15,445,000.00","53"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D301","ADP FACILITY MANAGEMENT","$4,105,000.00","16"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$6,617,000.00","25"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D303","ADP DATA ENTRY SERVICES","$324,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$579,000.00","8"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D308","PROGRAMMING SERVICES","$359,000.00","6"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$5,953,000.00","22"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","F001","AERIAL FERTILIZATION - SPRAYING","$43,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","F105","PESTICIDES SUPPORT SERVICES","$246,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","G007","GOVT HEALTH INS PROGRAMS","$5,483,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","J074","MAINT-REP OF OFFICE MACHINES","$22,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Q201","GENERAL HEALTH CARE SERVICES","$18,938,000.00","26"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R406","POLICY REVIEW/DEVELOPMENT SERVICES","$57,259,000.00","100"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R407","PROGRAM EVALUATION SERVICES","$26,130,000.00","115"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","$219,047,000.00","482"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","$76,240,000.00","153"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R413","SPECIFICATIONS DEVELOPMENT SERVICES","$108,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R418","LEGAL SERVICES","$2,916,000.00","48"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R602","COURIER AND MESSENGER SERVICES","$76,000.00","8"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R604","MAILING AND DISTRIBUTION SERVICES","$259,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R605","LIBRARY SERVICES","$1,926,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R607","WORD PROCESSING/TYPING SERVICES","$994,000.00","27"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$23,569,000.00","178"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R702","DATA COLLECTION SERVICES","$2,292,000.00","13"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R703","ACCOUNTING SERVICES","$27,782,000.00","104"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R704","AUDITING SERVICES","$3,091,000.00","94"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R706","LOGISTICS SUPPORT SERVICES","$13,703,000.00","19"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$2,311,000.00","17"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R799","OTHER MANAGEMENT SUPPORT SERVICES","$110,310,000.00","229"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","S299","OTHER HOUSEKEEPING SERVICES","$1,994,000.00","14"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T001","ARTS/GRAPHICS SERVICES","$30,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","$107,000.00","2"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T011","PRINT/BINDING SERVICES","$533,000.00","11"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T012","REPRODUCTION SERVICES","$223,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T013","TECHNICAL WRITING SERVICES","$960,000.00","22"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T099","OTHER PHOTO MAPPING PRINTING SVC","$126,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U004","SCIENTIFIC AND MANAGEMENT EDUCATION","$3,558,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U006","VOCATIONAL/TECHNICAL","$11,713,000.00","10"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U009","EDUCATION SERVICES","$40,402,000.00","75"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U099","OTHER ED & TRNG SVCS","$78,942,000.00","103"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V002","MOTOR POOL OPERATIONS","$225,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V119","OTHER CARGO AND FREIGHT SERVICES","$34,888,000.00","14"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V129","OTHER VEHICLE CHARTER FOR THINGS","$14,120,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V302","TRAVEL AGENT SERVICES","$2,786,000.00","4"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","W074","LEASE-RENT OF OFFICE MACHINES","$39,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","X179","LEASE-RENT OF OTHER WAREHOUSE BLDGS","$152,000.00","5"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y111","CONSTRUCTION OF OFFICE BUILDINGS","$1,158,000.00","11"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y131","CONSTRUCTION OF SCHOOLS","$37,000.00","1"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y161","CONSTRUCT/FAMILY HOUSING","$3,837,000.00","6"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y222","CONSTRUCT/HIGHWAYS-RDS-STS-BRDGS-RA","$6,935,000.00","3"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y239","CONSTRUCT/EPG - OTHER INCL TRANSM","$2,485,000.00","7"
"1993","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y244","CONSTRUCT/SEWAGE & WASTE","$586,000.00","2"
"1993","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$278,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","1305","AMMUNITION, THROUGH 30 MM","$94,000.00","2"
"1993","1200","AGRICULTURE, DEPARTMENT OF","1680","MISCL AIRCRAFT ACCESSORIES COMPS","$40,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$43,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","2330","TRAILERS","$40,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","2420","TRACTORS, WHEELED","$139,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","2810","GAS RECIPROCATING ENG - AIRCRAFT","$37,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","2920","ENGINE ELECT SYS COMPS NONAIRCRAFT","$30,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3441","BENDING AND FORMING MACHINES","$41,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3605","FOOD PRODUCTS MACHINE & EQ","$140,000.00","2"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$780,000.00","10"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3625","TEXTILE INDUSTRIES MACHINERY","$98,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3655","GAS GENERATING & DISPENSING SYSTEM","$40,000.00","2"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3695","MISC SPECIAL INDUSTRY MACHINE","$102,000.00","4"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3710","SOIL PREPARATION EQUIPMENT","$60,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3720","HARVESTING EQUIPMENT","$322,000.00","5"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3740","PEST DISEASE & FROST CONT EQ","$55,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3760","ANIMAL DRAWN VEHICLE & FARM TRAILER","$123,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3805","EARTH MOVING & EXCAVATING EQ","$125,000.00","2"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3825","ROAD CLEARING & CLEANING EQ","$133,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3830","TRUCK AND TRACTOR ATTACHMENTS","$43,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3910","CONVEYORS","$58,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3920","MAT HANDLING EQ - NONSELF-PROPELLED","$32,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$67,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","4120","AIR CONDITIONING EQUIPMENT","$48,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","4540","WASTE DISPOSAL EQUIPMENT","$26,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5210","MEASURING TOOLS, CRAFTSMEN'S","$58,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5410","PREFABRICATED & PORTABLE BUILDINGS","$93,000.00","4"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5430","STORAGE TANKS","$147,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5450","MISC PREFABRICATED STRUCTURES","$20,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5520","MILLWORK","$10,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5610","MINERAL CONTRUCT MATERIALS BULK","$1,001,000.00","21"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5670","BUILDING COMPONENTS, PREFABRICATED","$46,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5680","MISC CONTRUCT MATERIALS","$52,000.00","2"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$3,390,000.00","12"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5815","TELETYPE AND FACSIMILE EQUIPMENT","$197,000.00","69"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5820","RADIO TV EQ EXCEPT AIRBORNE","$51,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5860","STIMULATED COHERENT RADIATION DEV","$79,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5895","MISC COMMUNICATION EQ","$482,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","5975","ELECTRICAL HARDWARE AND SUPPLIES","$123,000.00","2"
"1993","1200","AGRICULTURE, DEPARTMENT OF","6110","ELECTRICAL CONTROL EQUIPMENT","$43,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","6115","GENERATORS & GENERATOR SETS ELECT","$189,000.00","3"
"1993","1200","AGRICULTURE, DEPARTMENT OF","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$17,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","6505","DRUGS AND BIOLOGICALS","$124,000.00","4"
"1993","1200","AGRICULTURE, DEPARTMENT OF","6506","BLOOD","$766,000.00","1"
"1993","1200","AGRICULTURE, DEPARTMENT OF","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$35,000.00","2"
