"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$96,584,000.00","326"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$478,083,846.76","919"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF HUMAN DEVELOPMENT SERVICES","7540","$28,365,000.00","199"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$289,855,910.00","1,846"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$154,833,218.00","163"
"2000","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$4,511,353,889.01","7,870"
"2000","84AF","ARMED FORCES RETIREMENT HOME","UNITED STATES SOLDIERS AND AIRMENS HOME","8400","$3,561,000.00","51"
"2000","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$1,143,341,521.00","2,874"
"2000","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$28,963,000.00","124"
"2000","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$20,091,847,192.21","5,589"
"2000","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$22,767,000.00","118"
"2000","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$777,000.00","12"
"2000","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$799,515,784.73","1,058"
"2000","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$1,691,000.00","20"
"2000","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$573,161,147.90","8,333"
"2000","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$25,000.00","2"
"2000","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$1,689,000.00","197"
"2000","9531","UNITED STATES HOLOCAUST MEMORIAL MUSEUM","UNITED STATES HOLOCAUST MEMORIAL MUSEUM","9531","$821,000.00","20"
"2000","9568","BROADCASTING BOARD OF GOVERNORS","BROADCASTING BOARD OF GOVERNORS","9568","$34,541,000.00","273"
"2000","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$15,355,000.00","80"
"2000","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","$6,922.00","1"
"2000","9700","DEPT OF DEFENSE","AFRRI","9770","$1,064,478.00","10"
"2000","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$137,091,998.00","277"
"2000","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$145,153,429.00","805"
"2000","9700","DEPT OF DEFENSE","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","97BZ","$269,042,748.99","510"
"2000","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$1,568,988,833.00","5,427"
"2000","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$708,025,511.61","2,617"
"2000","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$4,980,848.00","24"
"2000","9700","DEPT OF DEFENSE","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","9771","$63,273,256.00","129"
"2000","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$508,365,689.00","857"
"2000","9700","DEPT OF DEFENSE","DEPT OF DEFENSE","9700","$0.00","1"
"2000","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$71,293,548.00","427"
"2000","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$20,806,413,636.28","40,518"
"2000","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$23,136,884,004.89","67,419"
"2000","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$21,452,759,451.20","80,630"
"2000","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$1,373,471,930.00","417"
"2000","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$455,611,084.00","693"
"2000","9700","DEPT OF DEFENSE","TRICARE MANAGEMENT ACTIVITY (TMA)","9760","$1,369,249,726.00","160"
"2000","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$272,689,889.00","781"
"2000","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$11,137,495.00","49"
"2000","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$150,731,322.00","511"
"2000","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$155,885,825.00","432"
"2001","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$14,727,000.00","95"
"2001","1145","PEACE CORPS","PEACE CORPS","1145","$31,880,064.00","190"
"2001","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$189,500.00","1"
"2001","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$3,203,000.00","28"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$131,529,000.00","1,052"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$5,536,803.00","90"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$71,771,000.00","346"
"2001","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","1242","$28,950,059.00","162"
"2001","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$465,488.00","10"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$4,523,375.00","62"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FARMERS HOME ADMINISTRATION","1236","$42,859,000.00","577"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","1251","$24,555,000.00","96"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$2,242,496.00","15"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$11,697,000.00","253"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$18,331.00","2"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$59,022,236.80","1,536"
"2001","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$4,201,649.00","58"
"2001","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF FINANCE AND MANAGEMENT","1217","$3,751,000.00","49"
"2001","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$819,000.00","11"
"2001","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$8,386,211.00","35"
"2001","1200","AGRICULTURE, DEPARTMENT OF","SOIL CONSERVATION SERVICE","1227","$56,143,000.00","596"
"2001","1200","AGRICULTURE, DEPARTMENT OF","USDA, ASSISTANT SECRETARY FOR ADMINISTRATION","12B0","$4,989,904.00","23"
"2001","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF OPERATIONS","1215","$78,941,000.00","223"
"2001","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","1205","$63,266.00","8"
"2001","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$146,611,029.64","643"
"2001","1300","COMMERCE, DEPARTMENT OF","COMMERCE, DEPARTMENT OF","1300","$7,623,000.00","4"
"2001","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$98,465,000.00","1,286"
"2001","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$402,341,713.26","3,551"
"2001","1300","COMMERCE, DEPARTMENT OF","NATIONAL TECHNICAL INFORMATION SERVICE","1342","$2,773,000.00","50"
"2001","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$85,000.00","2"
"2001","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","1304","$2,831,000.00","6"
