"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1994","1145","PEACE CORPS","X111","LEASE/RENTAL OF OFFICE BUILDINGS","$538,000.00","15"
"1994","1145","PEACE CORPS","X161","LEASE-RENT OF FAMILY HOUSING","$99,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2310","PASSENGER MOTOR VEHICLES","$2,308,000.00","23"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$34,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$234,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$3,143,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$1,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","3895","MISC CONTRUCT EQ","$642,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4240","SAFETY AND RESCUE EQUIPMENT","$200,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4730","FITTINGS - HOSE PIPE & TUBE","$1,766,000.00","6"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5680","MISC CONTRUCT MATERIALS","$39,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5810","COMM SECURITY EQ & COMPS","$200,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5815","TELETYPE AND FACSIMILE EQUIPMENT","$30,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5999","MSC ELECT & ELECTRONIC COMPONENTS","$1,326,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$39,494,000.00","13"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6840","PEST CONT AGENTS & DISINFECTANTS","$378,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7010","ADPE SYSTEM CONFIGURATION","$813,000.00","8"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$64,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$83,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7050","ADP COMPONENTS","$621,000.00","7"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7110","OFFICE FURNITURE","-$1,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7210","HOUSEHOLD FURNISHINGS","$149,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7290","MSC HOUSEHOLD FURNISHINGS APPLIANCE","$33,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7490","MISCELLANEOUS OFFICE MACHINES","$49,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7510","OFFICE SUPPLIES","$140,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7610","BOOKS AND PAMPHLETS","$227,000.00","4"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","8340","TENTS AND TARPAULINS","$1,040,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9130","LIQUID PROPELLANTS -PETROLEUM BASE","$85,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9330","PLASTICS FABRICATED MATERIALS","$777,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9999","MISCELLANEOUS ITEMS","$4,000,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA14","R&D-INSECT & DIS CONT-ENG DEV","-$40,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA24","AGRICULTURE MARKETING (ENGINEERING)","$260,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA34","R&D-AGRI PRODUCTION-ENG DEV","$1,398,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA94","OTHER AGRICULTURE (ENGINEERING)","$2,265,000.00","5"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AB94","R&D-OTHER SVC & DEVELOP-ENG DEV","$155,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AE94","R&D-ECON GROW-PRODUCTIVTY-ENG DEV","$4,018,000.00","8"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AF14","EDUCATION (ENGINEERING)","$3,379,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AH94","R&D-OTHER ENVIRONMENT-ENG DEV","$179,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AJ34","R&D-ENVIRONMENTAL SCI-ENG DEV","$184,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AJ94","R&D-OTHER SCIENCES-ENG DEV","$2,498,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AN44","HEALTH SERVICES (ENGINEERING)","$4,608,000.00","5"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AZ14","R&D-OTHER R & D-ENG DEV","$1,433,000.00","16"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B507","ECONOMIC STUDIES","$41,767,000.00","81"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B510","STUDY/ENVIRONMENTAL ASSESSMENTS","$54,229,000.00","52"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B513","STUDY/FEASIBILITY - NON-CONTRUCT","$549,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B516","ANIMAL AND FISHERIES STUDIES","$835,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B532","SOIL STUDIES","$3,939,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B537","MEDICAL AND HEALTH STUDIES","$2,815,000.00","9"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B542","EDUCATIONAL STUDIES AND ANALYSES","$5,927,000.00","20"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B543","ENERGY STUDIES","$28,297,000.00","18"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B545","STUDY/HOUSING AND COMMUNITY DEVELOP","$30,133,000.00","13"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B547","STUDY/ACCOUNTING/FINANCIAL MGT","$9,201,000.00","21"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B548","TRADE ISSUE STUDIES","$587,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B549","STUDY/FOREIGN & NAT'L SECURITY POL","$441,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B550","STUDY/ORGANIZATION/ADMIN/PERSONNEL","$134,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","B599","OTHER SPECIAL STUDIES AND ANALYSES","$21,296,000.00","76"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C119","OTHER BUILDINGS","$69,182,000.00","7"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C122","HIGHWAY, ROADS, STREETS, BRIDGES, A","$196,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C124","UTILITIES","$273,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C129","OTHER NON-BUILDING STRUCTURES","-$1,828,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","C211","A/E SVCS. (INCL LANDSCAPING INTERIO","$10,855,000.00","28"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D301","ADP FACILITY MANAGEMENT","$632,000.00","6"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$4,108,000.00","7"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D303","ADP DATA ENTRY SERVICES","$132,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$102,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D308","PROGRAMMING SERVICES","$423,000.00","4"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$11,661,000.00","12"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","F001","AERIAL FERTILIZATION - SPRAYING","$657,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","G007","GOVT HEALTH INS PROGRAMS","$4,276,000.00","4"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$39,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","J074","MAINT-REP OF OFFICE MACHINES","$24,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Q201","GENERAL HEALTH CARE SERVICES","$51,382,000.00","31"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R406","POLICY REVIEW/DEVELOPMENT SERVICES","$64,977,000.00","63"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R407","PROGRAM EVALUATION SERVICES","$17,418,000.00","66"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","$155,745,000.00","252"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","$28,386,000.00","67"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R413","SPECIFICATIONS DEVELOPMENT SERVICES","$265,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R418","LEGAL SERVICES","$2,943,000.00","12"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R421","TECHNICAL ASSISTANCE","$5,256,000.00","4"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R602","COURIER AND MESSENGER SERVICES","$59,000.00","6"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R604","MAILING AND DISTRIBUTION SERVICES","$533,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R605","LIBRARY SERVICES","$5,427,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R607","WORD PROCESSING/TYPING SERVICES","$659,000.00","22"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$39,137,000.00","190"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R702","DATA COLLECTION SERVICES","$2,142,000.00","6"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R703","ACCOUNTING SERVICES","$24,401,000.00","88"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R704","AUDITING SERVICES","$1,840,000.00","44"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R706","LOGISTICS SUPPORT SERVICES","$950,000.00","12"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$531,000.00","9"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","R799","OTHER MANAGEMENT SUPPORT SERVICES","$174,956,000.00","197"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","S299","OTHER HOUSEKEEPING SERVICES","$528,000.00","6"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T001","ARTS/GRAPHICS SERVICES","$16,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","$19,705,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","T011","PRINT/BINDING SERVICES","$213,000.00","4"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U004","SCIENTIFIC AND MANAGEMENT EDUCATION","$1,063,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U006","VOCATIONAL/TECHNICAL","$3,589,000.00","30"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U009","EDUCATION SERVICES","$62,126,000.00","43"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","U099","OTHER ED & TRNG SVCS","$52,152,000.00","74"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V002","MOTOR POOL OPERATIONS","$81,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V119","OTHER CARGO AND FREIGHT SERVICES","$13,589,000.00","6"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V129","OTHER VEHICLE CHARTER FOR THINGS","$1,790,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","V302","TRAVEL AGENT SERVICES","$689,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","W074","LEASE-RENT OF OFFICE MACHINES","$979,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","X179","LEASE-RENT OF OTHER WAREHOUSE BLDGS","$91,000.00","3"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y111","CONSTRUCTION OF OFFICE BUILDINGS","$820,000.00","8"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y161","CONSTRUCT/FAMILY HOUSING","$78,000.00","2"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y222","CONSTRUCT/HIGHWAYS-RDS-STS-BRDGS-RA","$1,000.00","1"
"1994","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","Y244","CONSTRUCT/SEWAGE & WASTE","$61,000.00","1"
"1994","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$707,000.00","11"
"1994","1200","AGRICULTURE, DEPARTMENT OF","1230","FIRE CONTROL SYSTEMS, COMPLETE","$14,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","1305","AMMUNITION, THROUGH 30 MM","$49,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","1680","MISCL AIRCRAFT ACCESSORIES COMPS","$85,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","2310","PASSENGER MOTOR VEHICLES","$27,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","2410","TRACTORS, FULL TRACKED, LOW SPEED","$39,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","2420","TRACTORS, WHEELED","$164,000.00","4"
"1994","1200","AGRICULTURE, DEPARTMENT OF","2810","GAS RECIPROCATING ENG - AIRCRAFT","$31,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3443","MECHANICAL PRESSES, POWER DRIVEN","$168,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3605","FOOD PRODUCTS MACHINE & EQ","$207,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$733,000.00","9"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3625","TEXTILE INDUSTRIES MACHINERY","$134,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3695","MISC SPECIAL INDUSTRY MACHINE","$542,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3710","SOIL PREPARATION EQUIPMENT","$143,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3720","HARVESTING EQUIPMENT","$527,000.00","7"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3740","PEST DISEASE & FROST CONT EQ","$1,122,000.00","5"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3750","GARDENING IMPLEMENTS AND TOOLS","$361,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3805","EARTH MOVING & EXCAVATING EQ","$83,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$29,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","4440","DRIERS DEHYDRATORS & ANHYDRATORS","$86,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","4540","WASTE DISPOSAL EQUIPMENT","$39,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5610","MINERAL CONTRUCT MATERIALS BULK","$1,210,000.00","19"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5640","WALLBOARD BLDG & THERMAL INSULATION","$2,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5670","BUILDING COMPONENTS, PREFABRICATED","$56,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5680","MISC CONTRUCT MATERIALS","$37,000.00","4"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$665,000.00","5"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5895","MISC COMMUNICATION EQ","$122,000.00","5"
"1994","1200","AGRICULTURE, DEPARTMENT OF","5975","ELECTRICAL HARDWARE AND SUPPLIES","$13,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6110","ELECTRICAL CONTROL EQUIPMENT","$28,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6115","GENERATORS & GENERATOR SETS ELECT","$51,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$80,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6505","DRUGS AND BIOLOGICALS","$43,000.00","4"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$519,000.00","4"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6550","IN VITRO DIAGNO SUBSTANCES,REAGENTS","$1,904,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6605","NAVIGATIONAL INSTRUMENTS","$41,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6625","ELECT ELECTRONIC MEASURING INSTRUMT","$305,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6630","CHEMICAL ANALYSIS INSTRUMENTS","$1,529,000.00","30"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6635","PHYSICAL PROPERTIES TEST EQ","$535,000.00","4"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6636","ENVIRONMENTAL CHAMBERS & RELATED EQ","$304,000.00","7"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6640","LABORATORY EQUIPMENT AND SUPPLIES","$3,505,000.00","53"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6650","OPTICAL INSTRUMENTS","$1,107,000.00","9"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6665","HAZARD-DETECTING INSTRU & APPARATUS","$1,000.00","1"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6680","LIQUID-GAS-MOTION MEASURING INSTRU","$123,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS","$375,000.00","3"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6695","COMBINATION & MISC INSTRUMENTS","$509,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6720","CAMERAS, STILL PICTURE","$174,000.00","2"
"1994","1200","AGRICULTURE, DEPARTMENT OF","6730","PHOTOGRAPHIC PROJECTION EQUIPMENT","$312,000.00","1"
