"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"1995","1300","COMMERCE, DEPARTMENT OF","ECONOMIC AFFAIRS","131E","$522,000.00","8"
"1995","1300","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","1325","$5,172,000.00","22"
"1995","1300","COMMERCE, DEPARTMENT OF","INTERNATIONAL TRADE ADMINISTRATION","1350","$14,583,000.00","121"
"1995","1300","COMMERCE, DEPARTMENT OF","MINORITY BUSINESS DEVELOPMENT AGENCY","1352","$2,538,000.00","18"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$139,388,000.00","985"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$408,382,000.00","3,072"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL TECHNICAL INFORMATION SERVICE","1342","$6,854,000.00","99"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$922,000.00","17"
"1995","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","1304","$3,436,000.00","37"
"1995","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$26,428,000.00","175"
"1995","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$160,472,174.88","630"
"1995","1300","COMMERCE, DEPARTMENT OF","U.S. TRAVEL AND TOURISM ADMINISTRATION","1355","$5,295,000.00","17"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$134,840,000.00","1,247"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$184,399,000.00","2,176"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF MINES","1432","$22,271,000.00","229"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$59,857,000.00","393"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$631,941,000.00","2,419"
"1995","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$143,225,000.00","2,044"
"1995","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL BIOLOGICAL SURVEY","1445","$7,770,000.00","292"
"1995","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$254,041,000.00","2,873"
"1995","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$64,375,000.00","1,096"
"1995","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$16,215,000.00","710"
"1995","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$128,178,521.00","2,273"
"1995","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$73,289,000.00","1,067"
"1995","1500","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","1549","$235,613,000.00","981"
"1995","1500","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM","1540","$903,348,000.00","11,799"
"1995","1500","JUSTICE, DEPARTMENT OF","IMMIGRATION AND NATURALIZATION SERVICE","1528","$319,054,000.00","1,257"
"1995","1500","JUSTICE, DEPARTMENT OF","JUSTICE, DEPARTMENT OF","1500","$0.00","2"
"1995","1500","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","1550","$21,494,000.00","73"
"1995","1500","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","1501","$311,000,000.00","3,224"
"1995","1500","JUSTICE, DEPARTMENT OF","U.S. MARSHALS SERVICE","1544","$123,684,000.00","934"
"1995","1600","LABOR, DEPARTMENT OF","BUREAU OF INTERNATIONAL LABOR AFFAIRS","1609","$87,000.00","3"
"1995","1600","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","1625","$31,750,000.00","108"
"1995","1600","LABOR, DEPARTMENT OF","EMPLOYEE BENEFITS SECURITY ADMINISTRATION","1621","$5,699,937.00","43"
"1995","1600","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","1630","$731,060,000.00","1,065"
"1995","1600","LABOR, DEPARTMENT OF","EMPLOYMENT STANDARDS ADMINISTRATION","1635","$21,578,000.00","95"
"1995","1600","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","1645","$10,167,000.00","86"
"1995","1600","LABOR, DEPARTMENT OF","OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION","1650","$10,162,000.00","76"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF ADMINISTRATIVE LAW JUDGES","1613","$455,000.00","10"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF INFORMATION AND PUBLIC AFFAIRS","1608","$397,000.00","26"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1604","$7,976,000.00","159"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF LABOR-MANAGEMENT STANDARDS","1643","$80,000.00","2"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","1605","$20,870,000.00","167"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR POLICY","1606","$80,000.00","4"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF THE SOLICITOR","1603","$4,994,000.00","59"
"1995","1600","LABOR, DEPARTMENT OF","PENSION BENEFIT GUARANTY CORPORATION","1665","$11,999,532.96","1"
"1995","1600","LABOR, DEPARTMENT OF","VETERANS EMPLOYMENT AND TRAINING SERVICES","1653","$3,542,000.00","10"
"1995","1900","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1900","$741,388,586.54","5,201"
"1995","2000","TREASURY, DEPARTMENT OF THE","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","2022","$17,129,000.00","140"
"1995","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF ENGRAVING AND PRINTING","2041","$207,378,000.00","667"
"1995","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF THE PUBLIC DEBT","2036","$13,170,000.00","243"
"1995","2000","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","2001","$28,262,000.00","369"
"1995","2000","TREASURY, DEPARTMENT OF THE","FEDERAL LAW ENFORCEMENT TRAINING CENTER","2024","$25,351,000.00","459"
"1995","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL CRIME ENFORCEMENT NETWORK","2026","$313,361,000.00","1,245"
"1995","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL MANAGEMENT SERVICE","2033","$56,542,000.00","482"
"1995","2000","TREASURY, DEPARTMENT OF THE","INTERNAL REVENUE SERVICE","2050","$734,502,000.00","6,397"
"1995","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THRIFT SUPERVISION","2047","$8,496,000.00","36"
"1995","2000","TREASURY, DEPARTMENT OF THE","U.S. SECRET SERVICE","2028","$29,487,000.00","284"
"1995","2000","TREASURY, DEPARTMENT OF THE","UNITED STATES MINT","2044","$437,204,000.00","800"
"1995","2400","OFFICE OF PERSONNEL MANAGEMENT","OFFICE OF PERSONNEL MANAGEMENT","2400","$65,914,000.00","2,773"
"1995","2700","FEDERAL COMMUNICATIONS COMMISSION","FEDERAL COMMUNICATIONS COMMISSION","2700","$1,654,000.00","10"
"1995","2800","SOCIAL SECURITY ADMINISTRATION","SOCIAL SECURITY ADMINISTRATION","2800","$342,232,000.00","3,017"
"1995","2900","FEDERAL TRADE COMMISSION","FEDERAL TRADE COMMISSION","2900","$7,583,000.00","116"
"1995","3000","INTERSTATE COMMERCE COMMISSION","INTERSTATE COMMERCE COMMISSION","3000","$1,382,000.00","14"
"1995","3100","NUCLEAR REGULATORY COMMISSION","NUCLEAR REGULATORY COMMISSION","3100","$93,414,000.00","778"
"1995","3300","SMITHSONIAN INSTITUTION","SMITHSONIAN INSTITUTION","3300","$103,302,000.00","566"
"1995","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","$2,443,000.00","14"
"1995","3355","NATIONAL GALLERY OF ART","NATIONAL GALLERY OF ART","3355","$3,023,000.00","29"
"1995","3400","INTERNATIONAL TRADE COMMISSION","INTERNATIONAL TRADE COMMISSION","3400","$927,000.00","26"
"1995","3600","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","3600","$2,730,547,463.72","33,138"
"1995","4200","PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION","PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION","4200","$353,000.00","3"
"1995","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","$31,158,000.00","466"
"1995","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4730","$766,837,000.00","17,999"
"1995","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4735","$709,364,000.00","3,971"
"1995","4700","GENERAL SERVICES ADMINISTRATION","INFORMATION TECHNOLOGY SERVICE","4720","$0.00","465"
"1995","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE ADMINISTRATOR(ACMD)","4705","$181,000.00","6"
"1995","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF FINANCIAL OFFICER","4717","$1,595,000.00","29"
"1995","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF INFORMATION OFFICER","4750","-$58,000.00","2"
"1995","4700","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","4740","$3,915,936,767.83","32,365"
"1995","4900","NATIONAL SCIENCE FOUNDATION","NATIONAL SCIENCE FOUNDATION","4900","$179,269,000.00","304"
"1995","5000","SECURITIES AND EXCHANGE COMMISSION","SECURITIES AND EXCHANGE COMMISSION","5000","$23,585,000.00","114"
"1995","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","FEDERAL EMERGENCY MANAGEMENT AGENCY","5800","$250,731,000.00","1,118"
"1995","5920","NATIONAL ENDOWMENT FOR THE ARTS","NATIONAL ENDOWMENT FOR THE ARTS","5920","$636,000.00","8"
"1995","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","$240,000.00","5"
"1995","6000","RAILROAD RETIREMENT BOARD","RAILROAD RETIREMENT BOARD","6000","$6,088,000.00","48"
"1995","6100","CONSUMER PRODUCT SAFETY COMMISSION","CONSUMER PRODUCT SAFETY COMMISSION","6100","$2,097,000.00","52"
"1995","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$5,471,000.00","63"
"1995","6400","TENNESSEE VALLEY AUTHORITY","TENNESSEE VALLEY AUTHORITY","6400","$3,667,735,000.00","6,368"
"1995","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$523,000.00","5"
"1995","6700","UNITED STATES INFORMATION AGENCY","UNITED STATES INFORMATION AGENCY","6700","$76,404,000.00","597"
"1995","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$1,014,307,300.00","9,673"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$2,523,417,000.00","5,726"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$394,482,000.00","1,342"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$18,753,000.00","89"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$44,095,000.00","99"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$46,052,000.00","272"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$330,518,000.00","1,521"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$41,004,000.00","471"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$176,292,000.00","884"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$477,000.00","10"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","UNITED STATES COAST GUARD","6950","$599,644,000.00","5,755"
"1995","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","$2,104,000.00","3"
"1995","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$17,614,000.00","119"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$198,621,663.00","1,246"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$352,188,000.00","414"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$113,409,000.00","1,033"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7500","$125,000.00","1"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$76,489,000.00","231"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES","7501","$236,000.00","16"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","7527","$548,000.00","3"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$1,033,960,012.00","3,863"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$7,760,000.00","44"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PERSONNEL","7516","$758,000.00","10"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION","7506","$4,261,000.00","6"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$112,974,563.00","382"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF HUMAN DEVELOPMENT SERVICES","7540","$47,166,000.00","74"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","7504","$1,464,000.00","25"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$419,046,664.38","4,164"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$107,272,000.00","261"
"1995","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$8,937,861,859.39","10,914"
"1995","84AF","ARMED FORCES RETIREMENT HOME","UNITED STATES SOLDIERS AND AIRMENS HOME","8400","$7,326,000.00","82"
"1995","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$205,229,163.00","693"
"1995","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$22,444,000.00","109"
"1995","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$18,825,483,383.46","4,384"
"1995","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$26,136,000.00","118"
"1995","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$174,000.00","3"
"1995","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$407,855,000.00","1,261"
"1995","9400","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY","9400","$4,170,000.00","46"
"1995","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$1,080,000.00","16"
"1995","9507","COMMODITY FUTURES TRADING COMMISSION","COMMODITY FUTURES TRADING COMMISSION","9507","$8,474,000.00","51"
"1995","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$400,587,000.00","8,081"
"1995","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$1,460,000.00","11"
"1995","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$1,773,000.00","119"
"1995","9568","BROADCASTING BOARD OF GOVERNORS","EXTENSION","1232","$193,000.00","5"
"1995","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$7,149,000.00","24"
"1995","9700","DEPT OF DEFENSE","AFRRI","9770","$927,000.00","12"
"1995","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$340,560,000.00","272"
"1995","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$950,434,000.00","2,300"
"1995","9700","DEPT OF DEFENSE","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","97BZ","$1,386.06","2"
"1995","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$1,616,887,000.00","5,330"
"1995","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$6,516,530,000.00","31,992"
"1995","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$43,501,000.00","567"
"1995","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$411,776,000.00","833"
"1995","9700","DEPT OF DEFENSE","DEPT OF DEFENSE","9700","$84,540,000.00","153"
"1995","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$21,751,000.00","228"
"1995","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$36,526,001,000.00","66,075"
"1995","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$26,264,511,238.00","73,592"
"1995","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$38,722,250,021.00","91,095"
"1995","9700","DEPT OF DEFENSE","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","97AD","$0.00","5"
"1995","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$244,203,000.00","324"
"1995","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$258,706,000.00","898"
"1995","9700","DEPT OF DEFENSE","OFFICE OF THE CIVILIAN HEALTH AND MEDICAL PROGRAM","97F3","$898,542,000.00","282"
"1995","9700","DEPT OF DEFENSE","ON SITE INSPECTION AGENCY","97AW","$11,695,000.00","93"
"1995","9700","DEPT OF DEFENSE","U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","96CE","$2,467,950,000.00","10,867"
"1995","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$215,297,000.00","396"
"1995","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$11,466,000.00","98"
"1995","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$183,134,000.00","794"
"1995","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$27,084,000.00","172"
"1995",,,,,"$0.00","14,530"
"1996","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$0.00","2"
"1996","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$18,246,000.00","144"
"1996","1145","PEACE CORPS","PEACE CORPS","1145","$8,487,000.00","153"
"1996","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$715,270,000.00","1,428"
"1996","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$4,408,000.00","60"
"1996","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","1241","$573,561,000.00","1,231"
"1996","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$117,991,000.00","1,448"
"1996","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$996,986,000.00","1,686"
"1996","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","1242","$24,333,000.00","550"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$0.00","1"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FARMERS HOME ADMINISTRATION","1236","$58,485,000.00","832"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","1251","$29,620,000.00","107"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$10,815,000.00","562"
"1996","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF FINANCE AND MANAGEMENT","1217","$2,109,000.00","58"
"1996","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$1,366,000.00","30"
"1996","1200","AGRICULTURE, DEPARTMENT OF","SOIL CONSERVATION SERVICE","1227","$110,437,000.00","1,742"
"1996","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF OPERATIONS","1215","$68,301,000.00","457"
"1996","1300","COMMERCE, DEPARTMENT OF","BUREAU OF ECONOMIC ANALYSIS","1321","$2,452,000.00","34"
"1996","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$35,976,000.00","396"
"1996","1300","COMMERCE, DEPARTMENT OF","ECONOMIC AFFAIRS","131E","$219,000.00","10"
"1996","1300","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","1325","$279,000.00","17"
"1996","1300","COMMERCE, DEPARTMENT OF","INTERNATIONAL TRADE ADMINISTRATION","1350","$11,655,000.00","153"
"1996","1300","COMMERCE, DEPARTMENT OF","MINORITY BUSINESS DEVELOPMENT AGENCY","1352","$1,243,000.00","17"
"1996","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$137,354,000.00","898"
"1996","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$398,941,000.00","3,037"
"1996","1300","COMMERCE, DEPARTMENT OF","NATIONAL TECHNICAL INFORMATION SERVICE","1342","$12,272,000.00","125"
"1996","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$1,707,000.00","21"
"1996","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","1304","$2,470,000.00","30"
"1996","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$19,386,000.00","138"
"1996","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$214,363,147.98","779"
"1996","1300","COMMERCE, DEPARTMENT OF","U.S. TRAVEL AND TOURISM ADMINISTRATION","1355","$1,212,000.00","13"
"1996","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$25,228,000.00","404"
"1996","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$134,158,000.00","2,089"
