"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2005","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$13,973,626.82","122"
"2005","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$829,333.84","108"
"2005","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$1,239,611,160.93","19,827"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$155,261,552.20","196"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$507,155,801.93","2,266"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","6959","$40,821,878.48","245"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$24,920,227.43","666"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$69,946,159.98","272"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$91,443,395.68","524"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$425,613,156.93","3,763"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$46,533,780.44","301"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","6957","$11,588,119.84","145"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$131,222,472.54","1,333"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$3,057,373.09","237"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","TRANSPORTATION, DEPARTMENT OF","6900","$0.00","34"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","UNITED STATES COAST GUARD","6950","$7,826,704.33","50"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL EMERGENCY MANAGEMENT AGENCY","7022","$2,674,836,550.90","5,767"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","7015","$140,822,095.10","1,462"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","OFFICE OF PROCUREMENT OPERATIONS","7001","$591,985,804.07","1,217"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","TRANSPORTATION SECURITY ADMINISTRATION","7013","$1,284,017,370.27","1,390"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","7003","$265,314,479.48","1,583"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. COAST GUARD","7008","$1,569,024,899.48","12,826"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. CUSTOMS AND BORDER PROTECTION","7014","$1,066,633,668.93","2,659"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","7012","$908,113,437.57","3,291"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. SECRET SERVICE","7009","$55,756,498.60","1,127"
"2005","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","$2,181,006,944.31","6,350"
"2005","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$43,566,274.61","456"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","AGENCY FOR HEALTH CARE POLICY AND RESEARCH","7528","$153,740,647.73","416"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$1,341,062,133.09","6,101"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$1,125,527,637.17","1,780"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$260,082,064.82","2,348"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$145,776,186.76","1,140"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","7527","$119,938,096.32","2,465"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$3,709,062,085.53","12,134"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$3,576,920.00","3"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$696,860,875.19","4,097"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$159,504,704.08","5,434"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$369,310,613.00","581"
"2005","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$11,083,796,379.12","14,886"
"2005","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$1,056,854,820.08","3,682"
"2005","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT","8656","$2,499,642.00","4"
"2005","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$119,036,133.66","448"
"2005","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$22,641,005,942.40","7,979"
"2005","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$14,355,318.38","47"
"2005","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$145,614.44","9"
"2005","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$1,353,191,796.48","2,378"
"2005","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$4,854,154.95","350"
"2005","9507","COMMODITY FUTURES TRADING COMMISSION","COMMODITY FUTURES TRADING COMMISSION","9507","$14,545,463.24","166"
"2005","9508","NATIONAL TRANSPORTATION SAFETY BOARD","NATIONAL TRANSPORTATION SAFETY BOARD","9508","$5,324,436.16","208"
"2005","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$1,420,349.97","111"
"2005","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$2,294,111.21","58"
"2005","9517","COMMISSION ON CIVIL RIGHTS","COMMISSION ON CIVIL RIGHTS","9517","$10,517.50","30"
"2005","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","9518","$328,799.15","8"
"2005","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$292,067.14","50"
"2005","9543","MILLENIUM CHALLENGE CORPORATION","MILLENNIUM CHALLENGE CORPORATION","9543","$17,917,484.63","139"
"2005","9568","BROADCASTING BOARD OF GOVERNORS","BROADCASTING BOARD OF GOVERNORS","9568","$56,097,623.91","3,252"
"2005","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$48,067,035.12","704"
"2005","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","PRETRIAL SERVICES AGENCY","959P","$3,580,726.50","187"
"2005","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$347,818,567.00","587"
"2005","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$258,668,301.06","8,789"
"2005","9700","DEPT OF DEFENSE","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","9763","$134,303,985.93","637"
"2005","9700","DEPT OF DEFENSE","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","97BZ","$262,962,502.45","1,023"
"2005","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$3,510,133,527.80","12,275"
"2005","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$1,635,115,203.03","21,246"
"2005","9700","DEPT OF DEFENSE","DEFENSE MEDIA ACTIVITY (DMA)","97F1","$2,969.00","1"
"2005","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$14,543,762.00","78"
"2005","9700","DEPT OF DEFENSE","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","9771","$205,905,130.60","146"
"2005","9700","DEPT OF DEFENSE","DEFENSE SECURITY COOPERATION AGENCY","97AT","$15,120,450.00","71"
"2005","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$833,121,093.62","1,181"
"2005","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$126,528,946.79","1,002"
"2005","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$33,537,128,400.61","78,758"
"2005","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$53,711,524,240.08","208,739"
"2005","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$37,269,188,300.45","180,840"
"2005","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$3,670,461,419.13","1,007"
"2005","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$926,667,289.00","812"
"2005","9700","DEPT OF DEFENSE","TRICARE MANAGEMENT ACTIVITY (TMA)","9760","$6,401,331,321.80","602"
"2005","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$736,257,388.44","2,599"
"2005","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$22,244,118.00","356"
"2005","9700","DEPT OF DEFENSE","USTRANSCOM","9776","$0.00","1"
"2005","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$988,991,233.00","1,572"
"2005","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$488,347,548.00","1,270"
"2006","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$0.00","4"
"2006","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$23,820,898.67","511"
"2006","1145","PEACE CORPS","PEACE CORPS","1145","$58,222,134.88","434"
"2006","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$255,841.05","16"
"2006","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$7,862,221.84","173"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$146,804.45","77"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$0.00","1"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$352,705,722.26","1,905"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$4,438,139.27","4"
"2006","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$36,422,460.40","1,241"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$136,896,324.24","664"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$46,838,206.67","270"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$0.00","1"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$19,272,454.33","737"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOREIGN AGRICULTURAL SERVICE","12D3","$1,186,513.03","44"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$773,723,986.70","20,396"
"2006","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$113,046,799.37","1,341"
"2006","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$1,997,176.45","62"
"2006","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$30,761,640.03","4,684"
"2006","1200","AGRICULTURE, DEPARTMENT OF","RURAL UTILITIES SERVICE","12E2","$227,538.31","9"
"2006","1200","AGRICULTURE, DEPARTMENT OF","USDA, ASSISTANT SECRETARY FOR ADMINISTRATION","12B0","$67,682,121.79","307"
"2006","1200","AGRICULTURE, DEPARTMENT OF","USDA, ASSISTANT SECRETARY FOR DEPARTMENTAL MANAGEMENT","12B0","$421,824.07","6"
"2006","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","1205","$128,374,091.51","1,374"
"2006","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","12A7","$1,102,635.38","14"
"2006","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$231,359,826.56","1,882"
"2006","1300","COMMERCE, DEPARTMENT OF","COMMERCE, DEPARTMENT OF","1300","$36,129.00","3"
"2006","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$134,836,301.00","2,642"
