"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2005","3400","INTERNATIONAL TRADE COMMISSION","INTERNATIONAL TRADE COMMISSION","3400","$3,904,206.23","45"
"2005","3600","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","3600","$9,167,922,734.22","3,047,200"
"2005","4100","MERIT SYSTEMS PROTECTION BOARD","MERIT SYSTEMS PROTECTION BOARD","4100","$2,846,362.08","98"
"2005","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","$52,207,285.01","4,191"
"2005","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4730","$2,215,731,537.70","630,696"
"2005","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4735","$5,671,748,871.00","24,833"
"2005","4700","GENERAL SERVICES ADMINISTRATION","GENERAL SERVICES ADMINISTRATION","4700","$118,904.91","13"
"2005","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF INSPECTOR GENERAL","4704","$2,144,920.52","115"
"2005","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE ADMINISTRATOR(ACMD)","4705","$14,683.68","2"
"2005","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF ACQUISITION OFFICER","4745","$95,288,911.50","518"
"2005","4700","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","4740","$7,039,998,623.49","148,507"
"2005","4900","NATIONAL SCIENCE FOUNDATION","NATIONAL SCIENCE FOUNDATION","4900","$325,128,512.30","1,342"
"2005","5000","SECURITIES AND EXCHANGE COMMISSION","SECURITIES AND EXCHANGE COMMISSION","5000","$95,698,302.86","533"
"2005","5920","NATIONAL ENDOWMENT FOR THE ARTS","NATIONAL ENDOWMENT FOR THE ARTS","5920","$1,284,688.36","56"
"2005","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","$22,833.00","47"
"2005","6000","RAILROAD RETIREMENT BOARD","RAILROAD RETIREMENT BOARD","6000","$9,428,768.93","265"
"2005","6100","CONSUMER PRODUCT SAFETY COMMISSION","CONSUMER PRODUCT SAFETY COMMISSION","6100","$7,540,139.56","684"
"2005","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$16,265,853.27","314"
"2005","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$988,327.82","132"
"2005","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$1,360,169,270.71","26,489"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$184,682,527.65","236"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$517,821,314.32","2,691"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","6959","$55,625,800.28","320"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$45,494,701.56","836"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$70,881,258.47","297"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$133,455,894.15","822"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$433,720,689.23","4,123"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$50,624,675.70","451"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","6957","$13,135,181.78","199"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$140,111,986.90","1,591"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$3,553,484.14","578"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","TRANSPORTATION, DEPARTMENT OF","6900","$0.00","80"
"2005","6900","TRANSPORTATION, DEPARTMENT OF","UNITED STATES COAST GUARD","6950","$7,826,704.33","51"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL EMERGENCY MANAGEMENT AGENCY","7022","$4,696,024,326.18","8,667"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","7015","$164,828,893.48","2,671"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","OFFICE OF PROCUREMENT OPERATIONS","7001","$739,038,609.21","1,707"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","TRANSPORTATION SECURITY ADMINISTRATION","7013","$1,671,533,603.58","2,400"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","7003","$304,496,458.16","2,630"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. COAST GUARD","7008","$2,687,008,620.36","39,034"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. CUSTOMS AND BORDER PROTECTION","7014","$1,373,090,657.13","5,694"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","7012","$999,471,990.92","4,757"
"2005","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. SECRET SERVICE","7009","$83,589,865.34","1,825"
"2005","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","$2,336,222,117.23","6,839"
"2005","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$46,903,012.34","646"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","AGENCY FOR HEALTH CARE POLICY AND RESEARCH","7528","$153,915,514.73","419"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$1,827,329,502.14","12,637"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$1,312,432,872.34","2,223"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$315,480,618.09","3,797"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$149,434,050.21","2,427"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","7527","$140,486,504.14","4,916"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$4,068,237,726.07","26,070"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$924,374,650.00","14"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$726,359,428.05","4,921"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$247,916,536.45","17,673"
"2005","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$371,328,464.00","586"
"2005","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$12,811,882,261.86","26,154"
"2005","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$1,070,086,374.93","4,116"
"2005","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT","8656","$2,499,642.00","5"
"2005","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$140,106,129.02","824"
"2005","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$23,218,094,141.11","10,566"
"2005","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$15,256,281.74","67"
"2005","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$157,942.44","11"
"2005","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$1,403,739,578.87","4,053"
"2005","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$6,185,486.78","1,057"
"2005","9507","COMMODITY FUTURES TRADING COMMISSION","COMMODITY FUTURES TRADING COMMISSION","9507","$16,294,992.16","216"
"2005","9508","NATIONAL TRANSPORTATION SAFETY BOARD","NATIONAL TRANSPORTATION SAFETY BOARD","9508","$6,144,540.65","290"
"2005","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$1,753,900.47","113"
"2005","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$2,431,652.73","72"
"2005","9517","COMMISSION ON CIVIL RIGHTS","COMMISSION ON CIVIL RIGHTS","9517","$98,186.00","152"
"2005","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","9518","$378,333.15","10"
"2005","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$395,883.14","52"
"2005","9527","NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE","NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE","9527","$241,447.11","68"
"2005","9543","MILLENIUM CHALLENGE CORPORATION","MILLENNIUM CHALLENGE CORPORATION","9543","$19,532,128.27","156"
"2005","9568","BROADCASTING BOARD OF GOVERNORS","BROADCASTING BOARD OF GOVERNORS","9568","$65,368,708.97","3,686"
"2005","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$50,383,151.21","926"
"2005","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","PRETRIAL SERVICES AGENCY","959P","$5,399,837.90","304"
"2005","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$347,868,567.00","590"
"2005","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$5,286,189,064.06","1,873,740"
"2005","9700","DEPT OF DEFENSE","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","9763","$175,203,781.16","1,001"
"2005","9700","DEPT OF DEFENSE","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","97BZ","$300,139,446.80","1,484"
"2005","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$3,987,602,641.80","14,234"
"2005","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$27,932,582,791.64","629,384"
"2005","9700","DEPT OF DEFENSE","DEFENSE MEDIA ACTIVITY (DMA)","97F1","$2,969.00","1"
"2005","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$61,605,819.00","1,223"
"2005","9700","DEPT OF DEFENSE","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","9771","$228,435,434.60","179"
"2005","9700","DEPT OF DEFENSE","DEFENSE SECURITY COOPERATION AGENCY","97AT","$15,609,020.00","88"
"2005","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$870,867,102.88","1,493"
"2005","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$163,662,018.53","2,840"
"2005","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$55,585,692,220.94","181,002"
"2005","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$95,549,553,556.36","392,962"
"2005","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$65,557,319,487.28","324,688"
"2005","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$3,841,746,260.13","1,071"
"2005","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$1,174,330,607.00","2,360"
"2005","9700","DEPT OF DEFENSE","TRICARE MANAGEMENT ACTIVITY (TMA)","9760","$6,403,494,808.80","628"
"2005","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$1,706,518,558.64","8,374"
"2005","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$28,220,971.00","759"
"2005","9700","DEPT OF DEFENSE","USTRANSCOM","9776","$462,750.00","2"
"2005","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$1,099,783,491.00","2,185"
"2005","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$520,208,337.15","1,661"
"2006","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$0.00","8"
"2006","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$38,817,043.54","871"
"2006","1145","PEACE CORPS","PEACE CORPS","1145","$76,081,828.93","1,119"
"2006","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$537,509.14","20"
"2006","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$7,865,666.84","174"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$890,023,655.20","1,510"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$0.00","1"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$417,499,357.73","10,557"
"2006","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$4,438,139.27","4"
"2006","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$108,492,697.32","3,660"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$1,196,428,993.31","2,811"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$52,725,210.89","382"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$0.00","1"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$28,758,847.19","1,009"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOREIGN AGRICULTURAL SERVICE","12D3","$1,007,580.52","56"
"2006","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$964,878,345.46","31,098"
"2006","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$116,227,352.75","1,521"
"2006","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$4,271,987.67","116"
"2006","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$36,133,788.33","7,269"
"2006","1200","AGRICULTURE, DEPARTMENT OF","RURAL UTILITIES SERVICE","12E2","$227,538.31","9"
"2006","1200","AGRICULTURE, DEPARTMENT OF","USDA, ASSISTANT SECRETARY FOR ADMINISTRATION","12B0","$109,680,716.68","448"
