"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"1995","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$7,659,000.00","144"
"1995","1300","COMMERCE, DEPARTMENT OF","ECONOMIC AFFAIRS","131E","$466,000.00","6"
"1995","1300","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","1325","$2,279,000.00","16"
"1995","1300","COMMERCE, DEPARTMENT OF","INTERNATIONAL TRADE ADMINISTRATION","1350","$10,061,000.00","69"
"1995","1300","COMMERCE, DEPARTMENT OF","MINORITY BUSINESS DEVELOPMENT AGENCY","1352","$2,429,000.00","17"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$114,226,000.00","644"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$201,341,000.00","2,059"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL TECHNICAL INFORMATION SERVICE","1342","$4,800,000.00","43"
"1995","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$662,000.00","10"
"1995","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","1304","$3,105,000.00","30"
"1995","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$15,499,000.00","107"
"1995","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$119,617,174.88","419"
"1995","1300","COMMERCE, DEPARTMENT OF","U.S. TRAVEL AND TOURISM ADMINISTRATION","1355","$4,990,000.00","12"
"1995","1300","COMMERCE, DEPARTMENT OF",,,"$0.00","41"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$126,382,000.00","1,175"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$173,953,000.00","1,946"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF MINES","1432","$18,105,000.00","185"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$42,811,000.00","165"
"1995","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$561,190,000.00","2,028"
"1995","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$99,551,000.00","938"
"1995","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL BIOLOGICAL SURVEY","1445","$7,410,000.00","283"
"1995","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$231,894,000.00","2,628"
"1995","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$61,285,000.00","1,046"
"1995","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$15,438,000.00","699"
"1995","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$114,369,521.00","1,999"
"1995","1400","INTERIOR, DEPARTMENT OF THE",,,"$0.00","146"
"1995","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$51,227,000.00","734"
"1995","1500","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","1549","$133,247,000.00","440"
"1995","1500","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM","1540","$568,103,000.00","3,883"
"1995","1500","JUSTICE, DEPARTMENT OF","IMMIGRATION AND NATURALIZATION SERVICE","1528","$190,817,000.00","595"
"1995","1500","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","1550","$20,245,000.00","55"
"1995","1500","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","1501","$238,184,000.00","2,094"
"1995","1500","JUSTICE, DEPARTMENT OF","U.S. MARSHALS SERVICE","1544","$112,017,000.00","773"
"1995","1500","JUSTICE, DEPARTMENT OF",,,"$0.00","72"
"1995","1600","LABOR, DEPARTMENT OF","BUREAU OF INTERNATIONAL LABOR AFFAIRS","1609","$57,000.00","2"
"1995","1600","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","1625","$27,910,000.00","61"
"1995","1600","LABOR, DEPARTMENT OF","EMPLOYEE BENEFITS SECURITY ADMINISTRATION","1621","$4,862,937.00","34"
"1995","1600","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","1630","$729,253,000.00","1,036"
"1995","1600","LABOR, DEPARTMENT OF","EMPLOYMENT STANDARDS ADMINISTRATION","1635","$17,622,000.00","49"
"1995","1600","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","1645","$2,955,000.00","38"
"1995","1600","LABOR, DEPARTMENT OF","OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION","1650","$7,306,000.00","48"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF ADMINISTRATIVE LAW JUDGES","1613","$455,000.00","10"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF INFORMATION AND PUBLIC AFFAIRS","1608","$397,000.00","26"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1604","$7,451,000.00","156"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","1605","$14,851,000.00","119"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR POLICY","1606","$80,000.00","4"
"1995","1600","LABOR, DEPARTMENT OF","OFFICE OF THE SOLICITOR","1603","$2,304,000.00","11"
"1995","1600","LABOR, DEPARTMENT OF","PENSION BENEFIT GUARANTY CORPORATION","1665","$11,999,532.96","1"
"1995","1600","LABOR, DEPARTMENT OF","VETERANS EMPLOYMENT AND TRAINING SERVICES","1653","$3,542,000.00","10"
"1995","1900","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1900","$611,582,177.75","3,986"
"1995","1900","STATE, DEPARTMENT OF",,,"$0.00","171"
"1995","2000","TREASURY, DEPARTMENT OF THE","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","2022","$9,612,000.00","67"
"1995","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF ENGRAVING AND PRINTING","2041","$30,248,000.00","177"
"1995","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF THE PUBLIC DEBT","2036","$4,369,000.00","111"
"1995","2000","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","2001","$25,351,000.00","327"
"1995","2000","TREASURY, DEPARTMENT OF THE","FEDERAL LAW ENFORCEMENT TRAINING CENTER","2024","$21,580,000.00","349"
"1995","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL CRIME ENFORCEMENT NETWORK","2026","$217,924,000.00","710"
"1995","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL MANAGEMENT SERVICE","2033","$43,860,000.00","283"
"1995","2000","TREASURY, DEPARTMENT OF THE","INTERNAL REVENUE SERVICE","2050","$409,173,000.00","2,783"
"1995","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THRIFT SUPERVISION","2047","$7,819,000.00","32"
"1995","2000","TREASURY, DEPARTMENT OF THE","U.S. SECRET SERVICE","2028","$19,240,000.00","127"
"1995","2000","TREASURY, DEPARTMENT OF THE","UNITED STATES MINT","2044","$20,787,000.00","286"
"1995","2000","TREASURY, DEPARTMENT OF THE",,,"$0.00","82"
"1995","2400","OFFICE OF PERSONNEL MANAGEMENT","OFFICE OF PERSONNEL MANAGEMENT","2400","$64,361,000.00","2,734"
"1995","2400","OFFICE OF PERSONNEL MANAGEMENT",,,"$0.00","7"
"1995","2700","FEDERAL COMMUNICATIONS COMMISSION","FEDERAL COMMUNICATIONS COMMISSION","2700","$777,000.00","6"
"1995","2800","SOCIAL SECURITY ADMINISTRATION","SOCIAL SECURITY ADMINISTRATION","2800","$261,689,000.00","2,345"
"1995","2800","SOCIAL SECURITY ADMINISTRATION",,,"$0.00","54"
"1995","2900","FEDERAL TRADE COMMISSION","FEDERAL TRADE COMMISSION","2900","$3,486,000.00","61"
"1995","2900","FEDERAL TRADE COMMISSION",,,"$0.00","10"
"1995","3000","INTERSTATE COMMERCE COMMISSION","INTERSTATE COMMERCE COMMISSION","3000","$1,059,000.00","11"
"1995","3000","INTERSTATE COMMERCE COMMISSION",,,"$0.00","1"
"1995","3100","NUCLEAR REGULATORY COMMISSION","NUCLEAR REGULATORY COMMISSION","3100","$83,481,000.00","720"
"1995","3100","NUCLEAR REGULATORY COMMISSION",,,"$0.00","9"
"1995","3300","SMITHSONIAN INSTITUTION","SMITHSONIAN INSTITUTION","3300","$69,727,000.00","508"
"1995","3300","SMITHSONIAN INSTITUTION",,,"$0.00","26"
"1995","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","$2,250,000.00","8"
"1995","3355","NATIONAL GALLERY OF ART","NATIONAL GALLERY OF ART","3355","$2,947,000.00","28"
"1995","3400","INTERNATIONAL TRADE COMMISSION","INTERNATIONAL TRADE COMMISSION","3400","$787,000.00","24"
"1995","3400","INTERNATIONAL TRADE COMMISSION",,,"$0.00","1"
"1995","3600","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","3600","$1,702,919,983.08","25,506"
"1995","3600","VETERANS AFFAIRS, DEPARTMENT OF",,,"$0.00","2,335"
"1995","4200","PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION","PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION","4200","$353,000.00","3"
"1995","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","$28,269,000.00","416"
"1995","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION",,,"$0.00","1"
"1995","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4730","$16,712,000.00","409"
"1995","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4735","$546,422,000.00","3,101"
"1995","4700","GENERAL SERVICES ADMINISTRATION","INFORMATION TECHNOLOGY SERVICE","4720","$0.00","5"
"1995","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF FINANCIAL OFFICER","4717","$1,239,000.00","26"
"1995","4700","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","4740","$3,911,144,767.83","32,246"
"1995","4700","GENERAL SERVICES ADMINISTRATION",,,"$0.00","134"
"1995","4900","NATIONAL SCIENCE FOUNDATION","NATIONAL SCIENCE FOUNDATION","4900","$178,979,000.00","298"
"1995","4900","NATIONAL SCIENCE FOUNDATION",,,"$0.00","2"
"1995","5000","SECURITIES AND EXCHANGE COMMISSION","SECURITIES AND EXCHANGE COMMISSION","5000","$19,359,000.00","79"
"1995","5000","SECURITIES AND EXCHANGE COMMISSION",,,"$0.00","5"
"1995","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","FEDERAL EMERGENCY MANAGEMENT AGENCY","5800","$229,441,000.00","947"
"1995","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY",,,"$0.00","7"
"1995","5920","NATIONAL ENDOWMENT FOR THE ARTS","NATIONAL ENDOWMENT FOR THE ARTS","5920","$589,000.00","7"
"1995","5920","NATIONAL ENDOWMENT FOR THE ARTS",,,"$0.00","1"
"1995","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","$144,000.00","3"
"1995","6000","RAILROAD RETIREMENT BOARD","RAILROAD RETIREMENT BOARD","6000","$4,764,000.00","36"
"1995","6100","CONSUMER PRODUCT SAFETY COMMISSION","CONSUMER PRODUCT SAFETY COMMISSION","6100","$973,000.00","39"
"1995","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$4,153,000.00","44"
"1995","6300","NATIONAL LABOR RELATIONS BOARD",,,"$0.00","3"
"1995","6400","TENNESSEE VALLEY AUTHORITY","TENNESSEE VALLEY AUTHORITY","6400","$819,894,000.00","1,511"
"1995","6400","TENNESSEE VALLEY AUTHORITY",,,"$0.00","44"
"1995","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$230,000.00","1"
"1995","6700","UNITED STATES INFORMATION AGENCY","UNITED STATES INFORMATION AGENCY","6700","$48,120,000.00","382"
"1995","6700","UNITED STATES INFORMATION AGENCY",,,"$0.00","10"
"1995","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$972,990,300.00","8,894"
"1995","6800","ENVIRONMENTAL PROTECTION AGENCY",,,"$0.00","85"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$1,460,219,000.00","4,233"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$389,214,000.00","1,290"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$18,753,000.00","85"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$44,062,000.00","98"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$38,961,000.00","184"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$277,550,000.00","1,484"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$38,304,000.00","432"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$169,223,000.00","782"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$306,000.00","8"
"1995","6900","TRANSPORTATION, DEPARTMENT OF","UNITED STATES COAST GUARD","6950","$384,727,000.00","4,923"
"1995","6900","TRANSPORTATION, DEPARTMENT OF",,,"$0.00","156"
"1995","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","$2,104,000.00","3"
"1995","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$14,392,000.00","63"
"1995","7300","SMALL BUSINESS ADMINISTRATION",,,"$0.00","5"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$178,303,577.00","977"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$229,411,000.00","379"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$90,954,000.00","799"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7500","$125,000.00","1"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$76,283,000.00","228"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES","7501","$236,000.00","16"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","7527","$548,000.00","1"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$941,454,012.00","2,814"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$7,698,000.00","41"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PERSONNEL","7516","$758,000.00","10"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION","7506","$4,261,000.00","6"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$108,339,563.00","369"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF HUMAN DEVELOPMENT SERVICES","7540","$45,935,000.00","72"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","7504","$1,464,000.00","25"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$414,935,000.00","4,108"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$107,272,000.00","261"
"1995","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,"$0.00","529"
"1995","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$7,835,313,377.39","8,192"
"1995","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION",,,"$0.00","16"
"1995","84AF","ARMED FORCES RETIREMENT HOME","UNITED STATES SOLDIERS AND AIRMENS HOME","8400","$4,593,000.00","65"
"1995","84AF","ARMED FORCES RETIREMENT HOME",,,"$0.00","2"
"1995","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$204,851,935.00","683"
"1995","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"$0.00","31"
"1995","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$20,729,000.00","87"
"1995","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION",,,"$0.00","13"
"1995","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$18,570,475,858.46","3,855"
"1995","8900","ENERGY, DEPARTMENT OF",,,"$0.00","7"
"1995","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$19,884,000.00","58"
"1995","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$174,000.00","3"
"1995","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$391,065,000.00","1,160"
"1995","9400","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY","9400","$2,780,000.00","28"
"1995","9400","UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY",,,"$0.00","1"
"1995","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$606,000.00","12"
"1995","9507","COMMODITY FUTURES TRADING COMMISSION","COMMODITY FUTURES TRADING COMMISSION","9507","$7,903,000.00","43"
"1995","9507","COMMODITY FUTURES TRADING COMMISSION",,,"$0.00","1"
"1995","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$344,347,000.00","7,024"
"1995","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION",,,"$0.00","222"
"1995","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$1,460,000.00","11"
"1995","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$1,569,000.00","115"
"1995","9568","BROADCASTING BOARD OF GOVERNORS","EXTENSION","1232","$193,000.00","5"
"1995","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$7,110,000.00","23"
"1995","9700","DEPT OF DEFENSE","AFRRI","9770","$734,000.00","7"
"1995","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$340,560,000.00","272"
"1995","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$98,000,000.00","472"
"1995","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$1,406,211,000.00","4,486"
"1995","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$259,138,000.00","1,885"
"1995","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$7,077,000.00","41"
"1995","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$344,368,000.00","676"
"1995","9700","DEPT OF DEFENSE","DEPT OF DEFENSE","9700","$82,814,000.00","138"
"1995","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$13,107,000.00","168"
"1995","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$20,233,350,000.00","39,791"
"1995","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$17,432,005,251.00","50,172"
"1995","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$21,918,262,149.00","61,639"
"1995","9700","DEPT OF DEFENSE","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","97AD","$0.00","3"
"1995","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$244,203,000.00","324"
"1995","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$183,817,000.00","447"
"1995","9700","DEPT OF DEFENSE","OFFICE OF THE CIVILIAN HEALTH AND MEDICAL PROGRAM","97F3","$894,352,000.00","274"
"1995","9700","DEPT OF DEFENSE","ON SITE INSPECTION AGENCY","97AW","$7,797,000.00","47"
"1995","9700","DEPT OF DEFENSE","U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","96CE","$2,208,771,000.00","9,271"
"1995","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$144,431,000.00","136"
"1995","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$9,924,000.00","50"
"1995","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$107,979,000.00","332"
"1995","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$26,509,000.00","160"
"1995","9700","DEPT OF DEFENSE",,,"$0.00","2,169"
"1996","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$0.00","2"
"1996","0300","LIBRARY OF CONGRESS",,,"$0.00","1"
"1996","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$11,724,000.00","74"
"1996","1100","EXECUTIVE OFFICE OF THE PRESIDENT",,,"$0.00","1"
"1996","1145","PEACE CORPS","PEACE CORPS","1145","$7,571,000.00","134"
"1996","1145","PEACE CORPS",,,"$0.00","1"
"1996","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$689,518,000.00","1,365"
"1996","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT",,,"$0.00","386"
"1996","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$4,408,000.00","60"
"1996","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY",,,"$0.00","7"
"1996","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$106,646,000.00","1,053"
"1996","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$53,872,000.00","224"
"1996","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","1242","$12,500,000.00","144"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$0.00","1"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FARMERS HOME ADMINISTRATION","1236","$33,609,000.00","718"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","1251","$23,532,000.00","90"
"1996","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$9,930,000.00","548"
