

====================================================
Starting ETL.Sp_FPDSdelta_6_SelectUnmatchedForeignKeys
Start Time: 2025-12-26 17:05:24
Total record to process: 1669233
====================================================
recipient_country_code	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
GRL	NULL	0	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GTM	NULL	0	GTM	GUATEMALA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GUATEMALA	NULL	0	GTM	GUATEMALA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GUY	NULL	0	GUY	GUYANA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HKG	NULL	0	HKG	HONG KONG	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HND	NULL	0	HND	HONDURAS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HRV	NULL	0	HRV	CROATIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HTI	NULL	0	HTI	HAITI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HUN	NULL	0	HUN	HUNGARY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IDN	NULL	0	IDN	INDONESIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	NULL	0	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IND	NULL	0	IND	INDIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRL	NULL	0	IRL	IRELAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRQ	NULL	0	IRQ	IRAQ	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ISL	NULL	0	ISL	ICELAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ISR	NULL	0	ISR	ISRAEL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ITA	NULL	0	ITA	ITALY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JAM	NULL	0	JAM	JAMAICA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JOR	NULL	0	JOR	JORDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JPN	NULL	0	JPN	JAPAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KAZ	NULL	0	KAZ	KAZAKHSTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KEN	NULL	0	KEN	KENYA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KGZ	NULL	0	KGZ	KYRGYZSTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KHM	NULL	0	KHM	CAMBODIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	NULL	0	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KWT	NULL	0	KWT	KUWAIT	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LAO	NULL	0	LAO	LAOS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBN	NULL	0	LBN	LEBANON	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBR	NULL	0	LBR	LIBERIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LTU	NULL	0	LTU	LITHUANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LVA	NULL	0	LVA	LATVIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MAR	NULL	0	MAR	MOROCCO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MDA	NULL	0	MDA	MOLDOVA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MDG	NULL	0	MDG	MADAGASCAR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MEX	NULL	0	MEX	MEXICO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MKD	NULL	0	MKD	MACEDONIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MLT	NULL	0	MLT	MALTA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MNE	NULL	0	MNE	MONTENEGRO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MNG	NULL	0	MNG	MONGOLIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MRT	NULL	0	MRT	MAURITANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MYS	NULL	0	MYS	MALAYSIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NAM	NULL	0	NAM	NAMIBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NAN	NULL	0	nan	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NER	NULL	0	NER	NIGER	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NEW ZEALAND	NULL	0	NZL	NEW ZEALAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NGA	NULL	0	NGA	NIGERIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NLD	NULL	0	NLD	NETHERLANDS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NOR	NULL	0	NOR	NORWAY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NPL	NULL	0	NPL	NEPAL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NZL	NULL	0	NZL	NEW ZEALAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
OMN	NULL	0	OMN	OMAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PAK	NULL	0	PAK	PAKISTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PAN	NULL	0	PAN	PANAMA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PANAMA	NULL	0	PAN	PANAMA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PER	NULL	0	PER	PERU	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PHL	NULL	0	PHL	PHILIPPINES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PNG	NULL	0	PNG	PAPUA NEW GUINEA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
POL	NULL	0	POL	POLAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PRT	NULL	0	PRT	PORTUGAL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PSE	NULL	0	PSE	PALESTINIAN TERRITORY,OCCUPIED	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
QAT	NULL	0	QAT	QATAR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ROU	NULL	0	ROU	ROMANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RUS	NULL	0	RUS	RUSSIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SAU	NULL	0	SAU	SAUDI ARABIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SEN	NULL	0	SEN	SENEGAL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SGP	NULL	0	SGP	SINGAPORE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SLE	NULL	0	SLE	SIERRA LEONE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SLV	NULL	0	SLV	EL SALVADOR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SOM	NULL	0	SOM	SOMALIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SPAIN	NULL	0	ESP	SPAIN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SRB	NULL	0	SRB	SERBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	NULL	0	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SVK	NULL	0	SVK	SLOVAKIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SVN	NULL	0	SVN	SLOVENIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWE	NULL	0	SWE	SWEDEN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWZ	NULL	0	SWZ	SWAZILAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TCD	NULL	0	TCD	CHAD	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
THA	NULL	0	THA	THAILAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUN	NULL	0	TUN	TUNISIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUR	NULL	0	TUR	TURKEY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TWN	NULL	0	TWN	Taiwan	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TZA	NULL	0	TZA	TANZANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UGA	NULL	0	UGA	UGANDA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UK	NULL	0	UK	UNITED KINGDOM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UKR	NULL	0	UKR	UKRAINE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UNITED KINGDOM	NULL	0	GBR	UNITED KINGDOM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
URY	NULL	0	URY	URUGUAY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
US	NULL	0	US	UNITED STATES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
USA	YUMA	1472	USA	UNITED STATES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VEN	NULL	0	VEN	VENEZUELA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	NULL	0	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VNM	NULL	0	VNM	VIETNAM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
WSM	NULL	0	WSM	SAMOA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
XKS	NULL	0	XKS	KOSOVO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZAF	NULL	0	ZAF	SOUTH AFRICA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZMB	NULL	0	ZMB	ZAMBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZWE	NULL	0	ZWE	ZIMBABWE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
sub_agency_code	office_code	MaxOfNewFKfunding_office_name	unmatched_name_count	PKOfficeName	any_name_match	PrimaryKeyTable
NULL	NULL	NULL	0	NULL	0	Office.OfficeID
0050	00002	NULL	0	NULL	0	Office.OfficeID
0559	05GA0A	GOVERNMENT ACCOUNTABILITY OFFICE	1	US GAO ACQUISITION MANAGEMENT	0	Office.OfficeID
1027	103299	AOUSC-PROCUREMENT MANAGEMENT DIV	1	AOUSC	0	Office.OfficeID
1027	104464	HONORABLE JAMES E. GRAVES, JR.	1	NULL	0	Office.OfficeID
1027	107103	US DISTRICT COURT, AR	1	US DISTRICT COURT	0	Office.OfficeID
1027	10X407	9TH CIRCUIT COURT	1	NULL	0	Office.OfficeID
1100	1100	NULL	0		0	Office.OfficeID
1102	H94003	NULL	0	NULL	0	Office.OfficeID
1153	00036	NULL	0	NULL	0	Office.OfficeID
1200	00002	NULL	0	NULL	0	Office.OfficeID
1200	00005	NULL	0	NULL	0	Office.OfficeID
1200	00036	NULL	0	NULL	0	Office.OfficeID
120A	00036	NULL	0	NULL	0	Office.OfficeID
1217	00263	NULL	0	NULL	0	Office.OfficeID
1217	00268	NULL	0	NULL	0	Office.OfficeID
1217	00273	NULL	0	NULL	0	Office.OfficeID
1217	00275	NULL	0	NULL	0	Office.OfficeID
1217	00276	NULL	0	NULL	0	Office.OfficeID
12A4	1212A4	USDA, OFF OF HOMELAND SECURITY EMER	1	USDA, OFC OF HOMELAND SECURITY	0	Office.OfficeID
12B3	1212B3	USDA, OFF PROCUREMENT PROPERTY MGMT	1	USDA OFC CONTRACTING&PROCUREMENT	0	Office.OfficeID
12C2	120109	Alaska Regional Office, R10	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120112	TONGASS NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120261	Boise National Forest	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1202F2	USDA FOREST SERVICE, R1	1	NULL	0	Office.OfficeID
12C2	1202L3	Salmon and Challis National Forests	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1202RZ	USDA-FS, AT-INCIDENT MGT SPT BRANCH	1	USDA-FS, AT-INCIDENT MGT SVCS BRANCH	0	Office.OfficeID
12C2	1202SB	USDA-FS PPS INCIDENT PROCUREMENT	1	INCIDENT PROCUREMENT EQUIP&SVC BR	0	Office.OfficeID
12C2	1202WW	PAYETTE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	120349	Trapper Creek Job Corps -Bitterroot National Forest	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120398	CUSTER GALLATIN NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1203K0	LEWIS & CLARK NATIONAL FOREST	1	LEWIS&CLARK NATIONAL FOREST	0	Office.OfficeID
12C2	1203R6	LOLO NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120467	MOUNT HOOD NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120489	USDA FOREST SERVICE-SPOC NW	1	NULL	0	Office.OfficeID
12C2	1204GG	DESCHUTES NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1204P5	FREMONT WINEMA NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1204T8	WOLF CREEK JCCC	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1205K3	GIFFORD PINCHOT NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1205M6	MT BAKER SNOQUALMIE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	121484	WHITE MOUNTAIN NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	123187	USDA FOREST SERVICE	1	WASHINGTON OFFICE	0	Office.OfficeID
12C2	1232TM	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1233GX	HARPERS FERRY JOB CORPS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	123434	MONONGAHELA NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1234YY	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	124283	NATIONAL FORESTS IN FLORIDA	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1243N9	SOUTHERN REGION FIRE AVIATION	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	124419	USDA FOREST SERVICE-SPOC EAST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	124670	FRANCIS MARION & SUMTER NATL FORESTS	1	FRANCIS MARION&SUMTER NATL FORESTS	0	Office.OfficeID
12C2	124826	GREAT ONYX JOB CORPS CENTER	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	124870	LAND BETWEEN THE LAKES NRA	1	USDA FS	0	Office.OfficeID
12C2	12531N	PINE KNOT JOB CORPS CCC	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1254A7	OTTAWA NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	12569R	USDA-FS PPS INCIDENT PROCUREMENT	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1256A6	CHEQUAMEGON-NICOLET NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1265RA	PINE RIDGE JOB CORPS CCC	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1267T0	Black Hills National Forest	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	127512	LINCOLN NATIONAL FOREST	1	USDA FS R3 SOUTHWESTERN REGION	0	Office.OfficeID
12C2	127604	USDA FOREST SERVICE	1	USDA FS WO AQM IT SUPPORT BRANCH	0	Office.OfficeID
12C2	127DF5	National Forests & Grasslands in Texas	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	127J18	Ozark/St. Francis National Forest	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	128156	Kaibab National Forest	1	FOREST SERVICE - GC DISPATCH CTR	0	Office.OfficeID
12C2	128173	Apache-Sitgreaves National Forests	1	USDA FS	0	Office.OfficeID
12C2	128191	Prescott National Forest	1	USDA FS	0	Office.OfficeID
12C2	1282B1	USDA FOREST SERVICE-SPOC IM	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1282BH	Pike and San Isabel National Forest	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1282CS	San Juan National Forest	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1282E6	COLLBRAN JOB CORPS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1282FT	ROCKY MTN RESEARCH STATION	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128371	Southwestern Regional Office, Region 3	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128379	Santa Fe National Forest	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1283D5	CIBOLA NATIONAL FOREST	1	USDA FS CIBOLA NATIONAL FOREST	0	Office.OfficeID
12C2	1284A0	Unita-Wasatch-Cache National Forest	1	USDA FOREST SVC  FOREST SUPVSR	0	Office.OfficeID
12C2	1284JC	GEOSPATIAL SERVICE & TECHNOLOGY CENTER	1	GEOSPATIAL SERVICE&TECHNOLOGY CENTER	0	Office.OfficeID
12C2	1284M8	Intermountain Regional Office, Region 4	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128508	Medicine Bow-Routt National Forest	1	USDA  FS LARAMIE RANGER DISTRICT	0	Office.OfficeID
12C2	128555	BRIDGER-TETON NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
