"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1995","1615","HELICOPTER ROTOR BLADES-DRIVE MECH","$161,762,000.00","566"
"1995","1620","AIRCRAFT LANDING GEAR COMPONENTS","$60,731,000.00","368"
"1995","1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS","$58,901,000.00","440"
"1995","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","$98,931,000.00","777"
"1995","1660","AIRCRAFT AIR CONDITION HEATING EQ","$60,551,000.00","527"
"1995","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","$68,419,000.00","281"
"1995","1680","MISCL AIRCRAFT ACCESSORIES COMPS","$1,377,172,000.00","1,571"
"1995","1710","AIRCRAFT LANDING EQUIPMENT","$3,463,000.00","68"
"1995","1720","AIRCRAFT LAUNCHING EQUIPMENT","$34,874,000.00","96"
"1995","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","$54,965,000.00","322"
"1995","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","$23,176,000.00","75"
"1995","1810","SPACE VEHICLES","$677,100,215.00","142"
"1995","1820","SPACE VEHICLE COMPONENTS","$296,468,000.00","106"
"1995","1830","SPACE VEHICLE REMOTE CONT SYSTEMS","$2,513,000.00","10"
"1995","1840","SPACE VEHICLE LAUNCHERS","$79,103,000.00","13"
"1995","1850","SPACE VEHICLE HANDLING & SERVICE EQ","$3,331,000.00","17"
"1995","1860","SPACE SURVIVAL EQUIPMENT","$138,000.00","4"
"1995","1901","AIRCRAFT CARRIERS","$3,007,165,000.00","132"
"1995","1902","CRUISERS","$19,317,000.00","73"
"1995","1903","DESTROYERS","$1,177,920,000.00","516"
"1995","1904","SUBMARINES","$824,991,000.00","350"
"1995","1906","MINELAYERS ADN MINESWEEPERS","$29,590,000.00","95"
"1995","1907","LANDING CRAFT","$1,931,000.00","25"
"1995","1908","TORPEDO BOATS AND GUN BOATS","$2,065,000.00","23"
"1995","1910","TRANSPORT VESSELS-PASSENGER & TROOP","-$152,000.00","8"
"1995","1911","AMPHIBIOUS ASSAULT SHIPS","$142,711,000.00","221"
"1995","1915","CARGO AND TANKER VESSELS","$91,398,000.00","107"
"1995","1920","FISHING VESSELS","$1,001,000.00","8"
"1995","1921","TUGS AND TOWBOATS","$2,837,000.00","4"
"1995","1923","ICE BREAKERS","$7,639,000.00","8"
"1995","1925","SPECIAL SERVICE VESSELS","$159,100,000.00","83"
"1995","1930","BARGES AND LIGHTERS, CARGO","$3,997,000.00","9"
"1995","1935","BARGES & LIGHTERS SPECIAL PURPOSE","$58,728,000.00","24"
"1995","1940","SMALL CRAFT","$74,046,000.00","139"
"1995","1945","PONTOONS AND FLOATING DOCKS","$22,234,000.00","30"
"1995","1950","FLOATING DRYDOCKS","$1,525,000.00","2"
"1995","1955","DREDGES","$2,437,000.00","2"
"1995","1990","MISCELLANEOUS VESSELS","$135,955,000.00","77"
"1995","2010","SHIP AND BOAT PROPULSION COMPONENTS","$57,178,000.00","155"
"1995","2020","RIGGING AND RIGGING GEAR","-$129,000.00","7"
"1995","2030","DECK MACHINERY","$6,530,000.00","27"
"1995","2040","MARINE HARDWARE AND HULL ITEMS","$25,595,000.00","231"
"1995","2050","BUOYS","$10,687,000.00","68"
"1995","2060","COMMERCIAL FISHING EQUIPMENT","$91,000.00","2"
"1995","2090","MISC SHIP & MARINE EQ","$54,704,000.00","282"
"1995","2210","LOCOMOTIVES","-$5,000.00","1"
"1995","2220","RAIL CARS","$15,928,000.00","11"
"1995","2230","RAILROAD RIGHT OF WAY CONSTR EQ","$75,000.00","2"
"1995","2240","LOCOMOTIVE & RAIL CAR ACCESSORIES","$1,700,000.00","15"
"1995","2250","TRACK MATERIAL, RAILROAD","$1,397,000.00","20"
"1995","2305","GROUND EFFECT VEHICLES","$6,479,000.00","29"
"1995","2310","PASSENGER MOTOR VEHICLES","$19,278,000.00","221"
"1995","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$992,303,000.00","507"
"1995","2330","TRAILERS","$71,828,000.00","186"
"1995","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$5,442,000.00","217"
"1995","2350","COMBAT ASSAULT & TACTICAL VEH","$315,257,000.00","109"
"1995","2410","TRACTORS, FULL TRACKED, LOW SPEED","$21,341,000.00","34"
"1995","2420","TRACTORS, WHEELED","$10,044,000.00","97"
"1995","2430","TRACTORS, FULL TRACKED, HIGH SPEED","$93,000.00","2"
"1995","2510","VEH CAB BODY FRAME STRUCTURAL COMP","$23,878,000.00","238"
"1995","2520","VEH POWER TRANSMISSION COMPONENTS","$140,062,000.00","299"
"1995","2530","VEH BRAKE STEERING AXLE WHEEL COMP","$52,229,000.00","348"
"1995","2540","VEHICULAR FURNITURE AND ACCESSORIES","$38,710,000.00","301"
"1995","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$55,908,000.00","322"
"1995","2610","TIRES & TUBES PNEUMATIC EXCEPT AIR","$26,822,000.00","120"
"1995","2620","TIRES & TUBES PNEUMATIC AIRCRAFT","$32,444,000.00","142"
"1995","2630","TIRES, SOLID AND CUSHION","$174,000.00","1"
"1995","2640","TIRES & TUBES REBUILDING-REP MTL","$3,541,000.00","30"
"1995","2805","GAS RECIPROCATING ENG - EXCEPT AIR","$1,624,000.00","61"
"1995","2810","GAS RECIPROCATING ENG - AIRCRAFT","$223,000.00","9"
"1995","2815","DIESEL ENGINES AND COMPONENTS","$83,942,000.00","454"
"1995","2820","STEAM ENGINES RECIPROCATING & COMPS","$1,055,000.00","4"
"1995","2825","STEAM TURBINES AND COMPONENTS","$40,254,000.00","196"
"1995","2830","WATER TURBINES,WATER WHEELS & COMPS","$16,494,000.00","32"
"1995","2835","GAS TURBINES & JET ENG EXCEPT AIR","$257,469,000.00","551"
"1995","2840","GAS TURBINES & JET ENGINES AIRCRAFT","$1,853,396,000.00","2,273"
"1995","2845","ROCKET ENGINES AND COMPONENTS","-$4,127,000.00","8"
"1995","2850","GASOLINE ROTORY ENGINES & COMPS","$134,000.00","4"
"1995","2895","MISC ENGINES & COMPONENTS","$17,639,000.00","35"
"1995","2910","ENGINE FUEL SYS COMPONENTS NONAIR","$18,357,000.00","252"
"1995","2915","ENGINE FUEL SYSTEM COMPONENTS AIR","$74,639,000.00","483"
"1995","2920","ENGINE ELECT SYS COMPS NONAIRCRAFT","$22,646,000.00","201"
"1995","2925","ENGINE ELECT SYS COMPS - AIRCRAFT","$13,002,000.00","107"
"1995","2930","ENGINE COOLING SYS COMPS - NONAIR","$6,008,000.00","91"
"1995","2935","ENGINE COOLING SYS COMPONENTS - AIR","$3,452,000.00","47"
"1995","2940","ENGINE AIR & OIL FILTERS - NONAIR","$3,870,000.00","75"
"1995","2945","ENGINE AIR & OIL FILTERS - AIR","$1,506,000.00","43"
"1995","2950","TURBOSUPERCHARGERS AND COMPONENTS","$3,372,000.00","106"
"1995","2990","MISC ENGINE ACCESSORIES - NONAIR","$8,111,000.00","150"
"1995","2995","MISC ENGINE ACCESSORIES - AIRCRAFT","$35,744,000.00","245"
"1995","3010","TORQUE CONVERTERS & SPEED CHANGERS","$17,142,000.00","186"
"1995","3020","GEAR PULLEY SPROCKET & TRAN CHAIN","$23,798,000.00","257"
"1995","3030","BELTING DRIVE BELTS FAN BELTS & ACC","$724,000.00","17"
"1995","3040","MISC POWER TRANSMISSION EQ","$31,062,000.00","536"
"1995","3110","BEARINGS, ANTIFRICTION, UNMOUNTED","$35,900,000.00","558"
"1995","3120","BEARINGS, PLAIN, UNMOUNTED","$22,581,000.00","297"
"1995","3130","BEARINGS, MOUNTED","$1,921,000.00","40"
"1995","3210","SAWMILL AND PLANING MILL MACHINERY","$216,000.00","3"
"1995","3220","WOODWORKING MACHINES","$939,000.00","32"
"1995","3230","TOOLS - ATTACHS FOR WOODWORK MACH","$242,000.00","7"
"1995","3405","SAWS AND FILING MACHINES","$1,052,000.00","39"
"1995","3408","MACHING CENTERS & WAY-TYPE MACHINES","$2,454,000.00","10"
"1995","3410","ELECT & ULTRASONIC EROSION MACHINES","$1,743,000.00","18"
"1995","3411","BORING MACHINES.","$86,000.00","6"
"1995","3412","BROACHING MACHINES","$97,000.00","2"
"1995","3413","DRILLING AND TAPPING MACHINES","$2,733,000.00","9"
"1995","3414","GEAR CUTTING AND FINISHING MACHINES","$728,000.00","9"
"1995","3415","GRINDING MACHINES","$4,046,000.00","49"
"1995","3416","LATHES","$5,425,000.00","64"
"1995","3417","MILLING MACHINES","$3,624,000.00","65"
"1995","3419","MISCELLANEOUS MACHINE TOOLS","$1,233,000.00","20"
"1995","3422","ROLLING MILLS AND DRAWING MACHINES","$389,000.00","9"
"1995","3424","METAL HEAT TREATING EQ","$2,024,000.00","28"
"1995","3426","METAL FINISHING EQUIPMENT","$2,360,000.00","16"
"1995","3431","ELECTRIC ARC WELDING EQUIPMENT","$1,430,000.00","24"
"1995","3432","ELECTRIC RESISTANCE WELDING EQ","$254,000.00","8"
"1995","3433","GAS WELD HEAT CUT - METALIZING EQ","$1,598,000.00","16"
"1995","3438","MISCELLANEOUS WELDING EQUIPMENT","$259,000.00","3"
"1995","3439","MISC WELD SOLDER & BRAZING SUPPLY","$3,219,000.00","92"
"1995","3441","BENDING AND FORMING MACHINES","$1,380,000.00","25"
"1995","3442","HYDRAULIC/PNEUMATIC POWER PRESS DR","$2,557,000.00","22"
"1995","3443","MECHANICAL PRESSES, POWER DRIVEN","$51,000.00","2"
"1995","3444","MANUAL PRESSES","$515,000.00","7"
"1995","3445","PUNCHING AND SHEARING MACHINES","$6,727,000.00","52"
"1995","3446","FORGING MACHINERY AND HAMMERS","$145,000.00","4"
"1995","3448","RIVETING MACHINES","$31,000.00","1"
"1995","3449","MSC SECONDARY METAL FORM-CUT MACH","$417,000.00","8"
"1995","3450","MACHINE TOOLS, PORTABLE","$190,000.00","4"
"1995","3455","CUTTING TOOLS FOR MACHINE TOOLS","$927,000.00","22"
"1995","3456","SECONDARY METAL MACH-CUTTING TOOLS","$176,000.00","7"
"1995","3460","MACHINE TOOL ACCESSORIES","$1,031,000.00","20"
"1995","3461","SECONDARY METALWORKING MACH-ACCESS","$32,000.00","2"
"1995","3465","PRODUCTION JIGS FIXTURES & TEMPLATE","$255,000.00","5"
"1995","3470","MACHINE SHOP SETS KITS & OUTFITS","$1,263,000.00","10"
"1995","3510","LAUNDRY AND DRY CLEANING EQUIPMENT","$9,001,000.00","229"
"1995","3530","IND SEW MACH & MOBILE TEXTILE SHOPS","$901,000.00","24"
"1995","3540","WRAPPING AND PACKAGING MACHINERY","$2,990,000.00","54"
"1995","3550","VENDING AND COIN OPERATED MACHINES","$30,000.00","2"
"1995","3590","MISC SERVICE & TRADE EQ","$8,711,000.00","63"
"1995","3605","FOOD PRODUCTS MACHINE & EQ","$4,007,000.00","68"
"1995","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$128,994,000.00","1,137"
"1995","3611","INDUSTRIAL MARKING MACHINES","$404,000.00","8"
"1995","3615","PULP AND PAPER INDUSTRIES MACHINERY","$10,059,000.00","13"
"1995","3620","RUBBER & PLASTIC WORKING MACHINE","$864,000.00","16"
"1995","3625","TEXTILE INDUSTRIES MACHINERY","$1,010,000.00","16"
"1995","3630","CLAY-CONCRETE PRODUCTS MACH","$220,000.00","4"
"1995","3635","CRYSTAL & GLASS INDUSTRIES MACHINE","$4,456,000.00","6"
"1995","3655","GAS GENERATING & DISPENSING SYSTEM","$14,779,000.00","83"
"1995","3660","INDUSTRIAL SIZE REDUCTION MACHINERY","$341,000.00","10"
"1995","3670","PRINTED CIRCUIT BOARD MFG MACH","$738,000.00","11"
"1995","3680","FOUNDRY MACHINE - RELATED EQ & SUP","$1,063,000.00","13"
"1995","3685","SPECIAL METAL CONTAINER MFG MACH","$39,000.00","1"
"1995","3690","SPECIAL AMMUNITION & ORDNANCE MACH","$921,000.00","14"
"1995","3694","CLEAN WORK STATIONS ENVIRONMENT EQ","$849,000.00","13"
"1995","3695","MISC SPECIAL INDUSTRY MACHINE","$50,142,000.00","104"
"1995","3710","SOIL PREPARATION EQUIPMENT","$738,000.00","18"
"1995","3720","HARVESTING EQUIPMENT","$382,000.00","7"
"1995","3730","DAIRY POULTRY & LIVESTOCK EQ","$528,000.00","7"
"1995","3740","PEST DISEASE & FROST CONT EQ","$1,083,000.00","13"
"1995","3750","GARDENING IMPLEMENTS AND TOOLS","$5,422,000.00","183"
"1995","3770","SADDLERY,HARNESS,WHIPS & FURNISHING","$1,144,000.00","34"
"1995","3805","EARTH MOVING & EXCAVATING EQ","$21,724,000.00","153"
"1995","3810","CRANES AND CRANE-SHOVELS","$11,826,000.00","86"
"1995","3815","CRANE AND CRANE-SHOVEL ATTACHMENTS","$725,000.00","27"
"1995","3820","MINING,ROCK DRILLING,EARTH BORE EQ","$15,986,000.00","117"
"1995","3825","ROAD CLEARING & CLEANING EQ","$11,379,000.00","143"
"1995","3830","TRUCK AND TRACTOR ATTACHMENTS","$1,361,000.00","38"
"1995","3835","PETROLEUM PRODUCTION-DISTRIB EQ","$1,115,000.00","12"
"1995","3895","MISC CONTRUCT EQ","$19,019,000.00","155"
"1995","3910","CONVEYORS","$10,202,000.00","58"
"1995","3915","MATERIALS FEEDERS","$2,760,000.00","17"
"1995","3920","MAT HANDLING EQ - NONSELF-PROPELLED","$2,657,000.00","48"
"1995","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$87,778,000.00","372"
"1995","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS","$2,259,000.00","43"
"1995","3950","WINCHES HOISTS CRANES & DERRICKS","$19,626,000.00","141"
"1995","3960","FREIGHT ELEVATORS","$30,118,000.00","193"
"1995","3990","MISC MATERIALS HANDLING EQ","-$31,498,000.00","355"
"1995","4010","CHAIN AND WIRE ROPE","$9,115,000.00","137"
"1995","4020","FIBER ROPE, CORDAGE, AND TWINE","$4,069,000.00","78"
"1995","4030","FITTINGS FOR ROPE, CABLE, AND CHAIN","$1,758,000.00","33"
"1995","4110","REFRIGERATION EQUIPMENT","$24,896,000.00","555"
"1995","4120","AIR CONDITIONING EQUIPMENT","$54,242,000.00","279"
"1995","4130","REFRIGERATION & AIR CONDITION COMP","$14,625,000.00","218"
"1995","4140","FANS AIR CIRCULATORS & BLOWER EQ","$15,751,000.00","310"
"1995","4210","FIRE FIGHTING EQUIPMENT","$42,715,000.00","282"
"1995","4220","MARINE LIFESAVING & DIVING EQ","$21,090,000.00","158"
"1995","4230","DECONTAMINATING & IMPREGNATING EQ","$4,028,000.00","28"
"1995","4240","SAFETY AND RESCUE EQUIPMENT","$74,004,000.00","243"
"1995","4310","COMPRESSORS AND VACUUM PUMPS","$29,463,000.00","314"
"1995","4320","POWER AND HAND PUMPS","$57,198,650.00","878"
"1995","4330","CENTRIFUGALS SEPARATORS & FILTERS","$18,187,000.00","215"
"1995","4410","INDUSTRIAL BOILERS","$8,269,000.00","117"
"1995","4420","HEAT EXCHANGERS & STEAM CONDENSERS","$22,760,000.00","117"
"1995","4430","INDUSTRIAL FURNACES,KILNS & OVENS","$3,383,000.00","41"
"1995","4440","DRIERS DEHYDRATORS & ANHYDRATORS","$5,317,000.00","50"
"1995","4460","AIR PURIFICATION EQUIPMENT","$35,815,000.00","45"
"1995","4470","NUCLEAR REACTORS","-$554,753,700.00","152"
"1995","4510","PLUMBING FIXTURES AND ACCESSORIES","$3,960,000.00","86"
"1995","4520","SPACE AND WATER HEATING EQUIPMENT","$6,701,000.00","104"
"1995","4530","FUEL BURNING EQUIPMENT UNITS","$1,893,000.00","28"
"1995","4540","WASTE DISPOSAL EQUIPMENT","$6,300,000.00","94"
"1995","4610","WATER PURIFICATION EQUIPMENT","$44,238,000.00","157"
"1995","4620","WATER DISTILL EQ-MARINE & INDUST","$2,031,000.00","15"
"1995","4630","SEWAGE TREATMENT EQUIPMENT","$1,312,000.00","29"
"1995","4710","PIPE, TUBE AND RIGID TUBING","$31,200,000.00","505"
"1995","4720","HOSE AND FLEXIBLE TUBING","$14,511,000.00","280"
"1995","4730","FITTINGS - HOSE PIPE & TUBE","$26,352,000.00","614"
"1995","4810","VALVES, POWERED","$51,479,000.00","679"
"1995","4820","VALVES, NONPOWERED","$45,992,000.00","1,084"
"1995","4910","MOTOR VEHICLE MAINT EQ","$11,915,000.00","236"
"1995","4920","AIRCRAFT MAINT & REP SHOP EQ","$197,645,000.00","811"
"1995","4921","TORPEDO MAINT REP & CHECKOUT EQ","$382,000.00","10"
"1995","4923","DEPTH CHARGES-MINES MAINT & REP EQ","$192,000.00","3"
"1995","4925","AMMUNITION MAINT - CHECKOUT EQ","$4,112,000.00","33"
"1995","4927","ROCKET MAINT & REP EQ","$81,000.00","3"
"1995","4930","LUBRICATION & FUEL DISPENSING EQ","$11,647,000.00","89"
"1995","4931","FIRE CONT MAINT EQ","$52,942,000.00","22"
"1995","4933","WEAPONS MAINT EQ","$3,193,000.00","16"
"1995","4935","GUIDED MISSILE MAINT EQ","$33,590,000.00","93"
"1995","4940","MISC MAINT EQ","$23,053,000.00","374"
"1995","4960","SPACE VEHICLE MAINT EQ","$741,000.00","15"
"1995","5110","HAND TOOLS, EDGED, NONPOWERED","$12,587,000.00","216"
"1995","5120","HAND TOOLS, NONEDGED, NONPOWERED","$15,689,000.00","376"
"1995","5130","HAND TOOLS, POWER DRIVEN","$8,709,000.00","165"
"1995","5133","DRILL BITS,COUNTERBORES & SINKS","$1,652,000.00","72"
"1995","5136","TAPS,DIES & COLLETS-HAND & MACHINE","$782,000.00","27"
"1995","5140","TOOL AND HARDWARE BOXES","$5,499,000.00","160"
"1995","5180","SETS KITS & OUTFITS OF HAND TOOLS","$17,527,000.00","210"
"1995","5210","MEASURING TOOLS, CRAFTSMEN'S","$2,308,000.00","46"
"1995","5220","GAGES & PRECISION LAYOUT TOOL","$1,816,000.00","26"
"1995","5280","SETS, KITS & OUTFITS OF MEASURING T","$1,215,000.00","10"
"1995","5305","SCREWS","$4,183,000.00","169"
"1995","5306","BOLTS","$8,821,000.00","160"
"1995","5307","STUDS","$1,100,000.00","25"
"1995","5310","NUTS AND WASHERS","$13,059,000.00","218"
"1995","5315","NAILS, MACHINE KEYS, AND PINS","$2,224,000.00","62"
"1995","5320","RIVETS","$2,417,000.00","50"
"1995","5325","FASTENING DEVICES","$2,369,000.00","96"
"1995","5330","PACKING AND GASKET MATERIALS","$23,375,000.00","478"
"1995","5335","METAL SCREENING","$88,000.00","6"
"1995","5340","HARDWARE","$49,529,000.00","728"
"1995","5345","DISKS AND STONES, ABRASIVE","$221,000.00","34"
"1995","5350","ABRASIVE MATERIALS","$5,297,000.00","69"
"1995","5355","KNOBS AND POINTERS","$388,000.00","9"
"1995","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS","$572,000.00","20"
"1995","5365","BUSHINGS, RINGS, SHIMS AND SPACERS","$4,477,000.00","78"
"1995","5410","PREFABRICATED & PORTABLE BUILDINGS","$49,041,000.00","481"
"1995","5411","RIGID WALL SHELTERS","$18,065,000.00","70"
"1995","5420","BRIDGES, FIXED AND FLOATING","-$1,740,000.00","29"
"1995","5430","STORAGE TANKS","$24,523,000.00","190"
"1995","5440","SCAFFOLDING EQ & CONCRETE FORMS","$5,140,000.00","92"
"1995","5445","PREFABRICATED TOWER STRUCTURES","$10,176,000.00","104"
"1995","5450","MISC PREFABRICATED STRUCTURES","$31,104,000.00","272"
"1995","5510","LUMBER & RELATED WOOD MATERIALS","$18,052,000.00","591"
"1995","5520","MILLWORK","$685,000.00","21"
"1995","5530","PLYWOOD AND VENEER","$13,311,000.00","501"
"1995","5610","MINERAL CONTRUCT MATERIALS BULK","$61,130,000.00","631"
"1995","5620","TILE, BRICK, AND BLOCK","$1,759,000.00","39"
"1995","5630","PIPE AND CONDUIT, NONMETALLIC","$1,681,000.00","13"
"1995","5640","WALLBOARD BLDG & THERMAL INSULATION","$4,658,000.00","175"
"1995","5650","ROOFING AND SIDING MATERIALS","$4,579,000.00","46"
"1995","5660","FENCING FENCES & GATES","$1,713,000.00","40"
"1995","5670","BUILDING COMPONENTS, PREFABRICATED","$2,486,000.00","68"
"1995","5680","MISC CONTRUCT MATERIALS","$47,134,000.00","178"
"1995","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$561,549,000.00","2,567"
"1995","5810","COMM SECURITY EQ & COMPS","$182,608,000.00","458"
"1995","5811","OTHER CRYPTOLOGIC EQ & COMPONENTS","$5,649,000.00","45"
"1995","5815","TELETYPE AND FACSIMILE EQUIPMENT","$9,830,000.00","204"
"1995","5820","RADIO TV EQ EXCEPT AIRBORNE","$676,362,000.00","2,281"
"1995","5821","RADIO & TV EQ AIRBORNE","$325,735,000.00","379"
"1995","5825","RADIO NAVIGATION EQ - EXCEPT AIR","$26,981,000.00","118"
"1995","5826","RADIO NAVIGATION EQ AIR","$84,064,000.00","164"
"1995","5830","INTERCOMM PUBLIC ADDRESS SYS EX AIR","$19,843,000.00","126"
"1995","5831","INTERCOMM PUBLIC ADDRESS SYS - AIR","$6,651,000.00","34"
"1995","5835","SOUND RECORDING & REPRODUCING EQ","$18,766,000.00","258"
"1995","5836","VIDEO RECORDING AND REPRODUCING EQU","$44,702,000.00","215"
"1995","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","$280,744,000.00","485"
"1995","5841","RADAR EQUIPMENT, AIRBORNE","$764,634,000.00","351"
"1995","5845","UNDERWATER SOUND EQUIPMENT","$324,620,000.00","354"
"1995","5850","VISIBLE INVISIBLE LIGHT COMMUN EQ","$6,579,000.00","42"
"1995","5855","NIGHT VISION EQ","$222,026,000.00","270"
"1995","5860","STIMULATED COHERENT RADIATION DEV","$5,817,000.00","95"
"1995","5865","ELEC COUNTERMEASURE & QUICK REAC EQ","$539,293,000.00","371"
"1995","5895","MISC COMMUNICATION EQ","$1,230,781,809.00","3,001"
"1995","5905","RESISTORS","$8,581,000.00","99"
"1995","5910","CAPACITORS","$8,825,000.00","89"
"1995","5915","FILTERS AND NETWORKS","$6,676,000.00","136"
"1995","5920","FUSES ARRESTERS ABORBERS & PROTECTO","$3,548,000.00","70"
"1995","5925","CIRCUIT BREAKERS","$19,531,000.00","233"
"1995","5930","SWITCHES","$29,720,000.00","476"
