"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2000","1921","TUGS AND TOWBOATS","$312,497.00","7"
"2000","1923","ICE BREAKERS","$1,757,000.00","5"
"2000","1924","REPAIR SHIPS","$66,116.00","1"
"2000","1925","SPECIAL SERVICE VESSELS","$74,838,181.00","85"
"2000","1927","Cable Ships","$519,479.00","2"
"2000","1928","SALVAGE VESSELS","$476,709.00","5"
"2000","1930","BARGES AND LIGHTERS, CARGO","$602,838.00","4"
"2000","1935","BARGES & LIGHTERS SPECIAL PURPOSE","$5,527,869.00","22"
"2000","1940","SMALL CRAFT","$29,637,851.00","224"
"2000","1945","PONTOONS AND FLOATING DOCKS","$4,223,149.00","63"
"2000","1950","FLOATING DRYDOCKS","$28,000.00","1"
"2000","1955","DREDGES","$112,092.00","3"
"2000","1990","MISCELLANEOUS VESSELS","$267,938,225.00","80"
"2000","2010","SHIP AND BOAT PROPULSION COMPONENTS","$801,229,394.00","171"
"2000","2020","RIGGING AND RIGGING GEAR","$1,324,461.00","6"
"2000","2030","DECK MACHINERY","$5,322,525.00","29"
"2000","2040","MARINE HARDWARE AND HULL ITEMS","$11,799,016.00","132"
"2000","2050","BUOYS","$6,976,356.00","77"
"2000","2060","COMMERCIAL FISHING EQUIPMENT","$84,000.00","2"
"2000","2090","MISC SHIP & MARINE EQ","$47,333,569.00","355"
"2000","2210","LOCOMOTIVES","$366,929.00","3"
"2000","2220","RAIL CARS","$16,777,348.00","15"
"2000","2230","RAILROAD RIGHT OF WAY CONSTR EQ","$500,890.00","6"
"2000","2240","LOCOMOTIVE & RAIL CAR ACCESSORIES","$322,576.00","8"
"2000","2250","TRACK MATERIAL, RAILROAD","$342,379.00","4"
"2000","2305","GROUND EFFECT VEHICLES","$4,552,379.00","38"
"2000","2310","PASSENGER MOTOR VEHICLES","$78,199,799.00","645"
"2000","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$2,198,545,960.44","9,373"
"2000","2330","TRAILERS","$365,045,540.00","259"
"2000","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$15,508,339.00","119"
"2000","2350","COMBAT ASSAULT & TACTICAL VEH","$1,021,585,722.00","193"
"2000","2410","TRACTORS, FULL TRACKED, LOW SPEED","$40,413,527.00","43"
"2000","2420","TRACTORS, WHEELED","$39,452,835.00","60"
"2000","2430","TRACTORS, FULL TRACKED, HIGH SPEED","$2,990,343.00","11"
"2000","2510","VEH CAB BODY FRAME STRUCTURAL COMP","$56,327,834.00","339"
"2000","2520","VEH POWER TRANSMISSION COMPONENTS","$79,764,619.00","291"
"2000","2530","VEH BRAKE STEERING AXLE WHEEL COMP","$120,264,119.00","441"
"2000","2540","VEHICULAR FURNITURE AND ACCESSORIES","$60,618,913.00","467"
"2000","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$82,273,910.98","295"
"2000","2610","TIRES & TUBES PNEUMATIC EXCEPT AIR","$38,323,435.56","287"
"2000","2620","TIRES & TUBES PNEUMATIC AIRCRAFT","$46,196,968.00","128"
"2000","2630","TIRES, SOLID AND CUSHION","$276,115.00","4"
"2000","2640","TIRES & TUBES REBUILDING-REP MTL","$13,750,694.00","76"
"2000","2805","GAS RECIPROCATING ENG - EXCEPT AIR","$31,771,892.00","45"
"2000","2810","GAS RECIPROCATING ENG - AIRCRAFT","$2,140,345.00","27"
"2000","2815","DIESEL ENGINES AND COMPONENTS","$78,651,048.00","402"
"2000","2820","STEAM ENGINES RECIPROCATING & COMPS","$174,325.00","1"
"2000","2825","STEAM TURBINES AND COMPONENTS","$11,772,055.00","117"
"2000","2830","WATER TURBINES,WATER WHEELS & COMPS","$20,042,671.00","27"
"2000","2835","GAS TURBINES & JET ENG EXCEPT AIR","$406,035,033.00","563"
"2000","2840","GAS TURBINES & JET ENGINES AIRCRAFT","$3,097,018,472.00","3,607"
"2000","2845","ROCKET ENGINES AND COMPONENTS","$2,845,300.00","10"
"2000","2850","GASOLINE ROTORY ENGINES & COMPS","$2,606,000.00","5"
"2000","2895","MISC ENGINES & COMPONENTS","$19,220,618.00","54"
"2000","2910","ENGINE FUEL SYS COMPONENTS NONAIR","$27,688,970.00","248"
"2000","2915","ENGINE FUEL SYSTEM COMPONENTS AIR","$127,689,134.00","785"
"2000","2920","ENGINE ELECT SYS COMPS NONAIRCRAFT","$28,649,148.00","193"
"2000","2925","ENGINE ELECT SYS COMPS - AIRCRAFT","$30,940,731.00","173"
"2000","2930","ENGINE COOLING SYS COMPS - NONAIR","$13,812,714.00","95"
"2000","2935","ENGINE COOLING SYS COMPONENTS - AIR","$5,281,967.00","29"
"2000","2940","ENGINE AIR & OIL FILTERS - NONAIR","$7,307,842.00","81"
"2000","2945","ENGINE AIR & OIL FILTERS - AIR","$2,632,376.00","53"
"2000","2950","TURBOSUPERCHARGERS AND COMPONENTS","$608,242.00","29"
"2000","2990","MISC ENGINE ACCESSORIES - NONAIR","$12,293,072.00","150"
"2000","2995","MISC ENGINE ACCESSORIES - AIRCRAFT","$158,194,430.00","657"
"2000","3010","TORQUE CONVERTERS & SPEED CHANGERS","$16,511,548.00","205"
"2000","3020","GEAR PULLEY SPROCKET & TRAN CHAIN","$32,519,014.00","265"
"2000","3030","BELTING DRIVE BELTS FAN BELTS & ACC","$1,553,490.00","16"
"2000","3040","MISC POWER TRANSMISSION EQ","$96,245,685.00","670"
"2000","3110","BEARINGS, ANTIFRICTION, UNMOUNTED","$81,680,953.00","805"
"2000","3120","BEARINGS, PLAIN, UNMOUNTED","$31,704,302.00","441"
"2000","3130","BEARINGS, MOUNTED","$9,422,748.00","63"
"2000","3210","SAWMILL AND PLANING MILL MACHINERY","$92,445.00","1"
"2000","3220","WOODWORKING MACHINES","$141,948.00","4"
"2000","3230","TOOLS - ATTACHS FOR WOODWORK MACH","$5,487,000.00","2"
"2000","3405","SAWS AND FILING MACHINES","$17,700,944.00","30"
"2000","3408","MACHING CENTERS & WAY-TYPE MACHINES","$3,151,000.00","28"
"2000","3410","ELECT & ULTRASONIC EROSION MACHINES","$1,057,267.00","8"
"2000","3411","BORING MACHINES.","$734,258.00","5"
"2000","3412","BROACHING MACHINES","$229,000.00","1"
"2000","3413","DRILLING AND TAPPING MACHINES","$355,493.00","13"
"2000","3414","GEAR CUTTING AND FINISHING MACHINES","$137,924.00","2"
"2000","3415","GRINDING MACHINES","$5,152,801.00","30"
"2000","3416","LATHES","$4,877,124.00","49"
"2000","3417","MILLING MACHINES","$4,238,209.00","56"
"2000","3418","PLANERS AND SHAPERS","$244,000.00","1"
"2000","3419","MISCELLANEOUS MACHINE TOOLS","$1,392,547.00","38"
"2000","3422","ROLLING MILLS AND DRAWING MACHINES","$8,000.00","2"
"2000","3424","METAL HEAT TREATING EQ","$1,491,994.00","10"
"2000","3426","METAL FINISHING EQUIPMENT","$1,824,971.00","20"
"2000","3431","ELECTRIC ARC WELDING EQUIPMENT","$1,989,833.00","26"
"2000","3432","ELECTRIC RESISTANCE WELDING EQ","$219,308.00","5"
"2000","3433","GAS WELD HEAT CUT - METALIZING EQ","$1,617,652.00","18"
"2000","3436","WELDING POSITIONERS & MANIPULATORS","$287,417.00","5"
"2000","3438","MISCELLANEOUS WELDING EQUIPMENT","$661,794.00","8"
"2000","3439","MISC WELD SOLDER & BRAZING SUPPLY","$2,931,454.00","77"
"2000","3441","BENDING AND FORMING MACHINES","$13,689,150.00","49"
"2000","3442","HYDRAULIC/PNEUMATIC POWER PRESS DR","$1,651,940.00","29"
"2000","3443","MECHANICAL PRESSES, POWER DRIVEN","$9,034,668.00","11"
"2000","3444","MANUAL PRESSES","$517,157.00","7"
"2000","3445","PUNCHING AND SHEARING MACHINES","$1,553,937.00","9"
"2000","3448","RIVETING MACHINES","$16,000.00","1"
"2000","3449","MSC SECONDARY METAL FORM-CUT MACH","$603,675.00","10"
"2000","3450","MACHINE TOOLS, PORTABLE","$1,299,158.00","6"
"2000","3455","CUTTING TOOLS FOR MACHINE TOOLS","$695,115.00","14"
"2000","3456","SECONDARY METAL MACH-CUTTING TOOLS","$677,440.00","10"
"2000","3460","MACHINE TOOL ACCESSORIES","$9,804,459.00","75"
"2000","3461","SECONDARY METALWORKING MACH-ACCESS","$119,804.00","4"
"2000","3465","PRODUCTION JIGS FIXTURES & TEMPLATE","$61,197.00","1"
"2000","3470","MACHINE SHOP SETS KITS & OUTFITS","$279,315.00","6"
"2000","3510","LAUNDRY AND DRY CLEANING EQUIPMENT","$12,572,087.00","147"
"2000","3530","IND SEW MACH & MOBILE TEXTILE SHOPS","$159,579.00","5"
"2000","3540","WRAPPING AND PACKAGING MACHINERY","$2,527,127.00","33"
"2000","3550","VENDING AND COIN OPERATED MACHINES","$32,000.00","2"
"2000","3590","MISC SERVICE & TRADE EQ","$8,286,244.00","110"
"2000","3605","FOOD PRODUCTS MACHINE & EQ","$1,831,844.00","38"
"2000","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$101,967,621.00","901"
"2000","3611","INDUSTRIAL MARKING MACHINES","$516,489.00","7"
"2000","3615","PULP AND PAPER INDUSTRIES MACHINERY","$760,661.00","26"
"2000","3620","RUBBER & PLASTIC WORKING MACHINE","$130,126.00","3"
"2000","3625","TEXTILE INDUSTRIES MACHINERY","$925,526.00","24"
"2000","3630","CLAY-CONCRETE PRODUCTS MACH","$108,938.00","2"
"2000","3635","CRYSTAL & GLASS INDUSTRIES MACHINE","$48,000.00","1"
"2000","3640","TOBACCO MANUFACTURING MACHINERY","$39,822.00","1"
"2000","3650","CHEMICAL & PHARMACEUTICAL MACHINE","$97,619.00","3"
"2000","3655","GAS GENERATING & DISPENSING SYSTEM","$26,956,508.00","83"
"2000","3660","INDUSTRIAL SIZE REDUCTION MACHINERY","$235,664.00","3"
"2000","3670","PRINTED CIRCUIT BOARD MFG MACH","$26,000.00","1"
"2000","3680","FOUNDRY MACHINE - RELATED EQ & SUP","$666,648.00","9"
"2000","3685","SPECIAL METAL CONTAINER MFG MACH","$98,713.00","7"
"2000","3690","SPECIAL AMMUNITION & ORDNANCE MACH","$2,903,511.00","28"
"2000","3693","INDUSTRIAL ASSEMBLY MACHINES","$5,858,576.00","49"
"2000","3694","CLEAN WORK STATIONS ENVIRONMENT EQ","$995,117.00","11"
"2000","3695","MISC SPECIAL INDUSTRY MACHINE","$26,684,554.00","164"
"2000","3710","SOIL PREPARATION EQUIPMENT","$732,562.00","23"
"2000","3720","HARVESTING EQUIPMENT","$517,704.00","8"
"2000","3730","DAIRY POULTRY & LIVESTOCK EQ","$443,675.00","4"
"2000","3740","PEST DISEASE & FROST CONT EQ","$373,267.00","8"
"2000","3750","GARDENING IMPLEMENTS AND TOOLS","$5,400,490.00","147"
"2000","3760","ANIMAL DRAWN VEHICLE & FARM TRAILER","$130,000.00","1"
"2000","3770","SADDLERY,HARNESS,WHIPS & FURNISHING","$659,852.00","13"
"2000","3805","EARTH MOVING & EXCAVATING EQ","$77,718,802.00","275"
"2000","3810","CRANES AND CRANE-SHOVELS","$55,941,117.00","73"
"2000","3815","CRANE AND CRANE-SHOVEL ATTACHMENTS","$400,417.00","11"
"2000","3820","MINING,ROCK DRILLING,EARTH BORE EQ","$9,507,455.00","97"
"2000","3825","ROAD CLEARING & CLEANING EQ","$18,424,755.00","141"
"2000","3830","TRUCK AND TRACTOR ATTACHMENTS","$3,549,494.00","42"
"2000","3835","PETROLEUM PRODUCTION-DISTRIB EQ","$166,533.00","5"
"2000","3895","MISC CONTRUCT EQ","$22,635,072.00","80"
"2000","3910","CONVEYORS","$13,731,854.00","53"
"2000","3915","MATERIALS FEEDERS","$1,322,531.00","6"
"2000","3920","MAT HANDLING EQ - NONSELF-PROPELLED","$2,479,717.00","33"
"2000","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$145,540,579.00","189"
"2000","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS","$908,859.00","23"
"2000","3950","WINCHES HOISTS CRANES & DERRICKS","$13,804,008.00","101"
"2000","3960","FREIGHT ELEVATORS","$2,362,670.00","41"
"2000","3990","MISC MATERIALS HANDLING EQ","$26,321,547.00","270"
"2000","4010","CHAIN AND WIRE ROPE","$9,908,255.00","139"
"2000","4020","FIBER ROPE, CORDAGE, AND TWINE","$3,583,717.00","53"
"2000","4030","FITTINGS FOR ROPE, CABLE, AND CHAIN","$2,852,592.00","56"
"2000","4110","REFRIGERATION EQUIPMENT","$17,980,369.00","221"
"2000","4120","AIR CONDITIONING EQUIPMENT","$51,859,353.00","266"
"2000","4130","REFRIGERATION & AIR CONDITION COMP","$15,920,566.00","166"
"2000","4140","FANS AIR CIRCULATORS & BLOWER EQ","$16,724,442.00","191"
"2000","4150","VORTEX TUBES AND REL. COOLING TUBES","$78,154.00","1"
"2000","4210","FIRE FIGHTING EQUIPMENT","$25,261,669.00","410"
"2000","4220","MARINE LIFESAVING & DIVING EQ","$27,872,003.00","185"
"2000","4230","DECONTAMINATING & IMPREGNATING EQ","$5,617,152.00","16"
"2000","4235","Haz. Mat. Spill Cntnmnt. & Clean-up","$485,086.00","15"
"2000","4240","SAFETY AND RESCUE EQUIPMENT","$91,746,935.00","409"
"2000","4250","RECYCLING AND RECLAMATION EQUIPMENT","$274,870.00","6"
"2000","4310","COMPRESSORS AND VACUUM PUMPS","$40,889,640.00","283"
"2000","4320","POWER AND HAND PUMPS","$73,303,583.00","859"
"2000","4330","CENTRIFUGALS SEPARATORS & FILTERS","$15,266,374.00","206"
"2000","4410","INDUSTRIAL BOILERS","$10,431,027.00","94"
"2000","4420","HEAT EXCHANGERS & STEAM CONDENSERS","$7,663,097.00","96"
"2000","4430","INDUSTRIAL FURNACES,KILNS & OVENS","$5,180,701.00","35"
"2000","4440","DRIERS DEHYDRATORS & ANHYDRATORS","$2,499,700.00","43"
"2000","4460","AIR PURIFICATION EQUIPMENT","$19,093,241.00","87"
"2000","4470","NUCLEAR REACTORS","$1,906,996,992.00","99"
"2000","4510","PLUMBING FIXTURES AND ACCESSORIES","$5,289,618.00","73"
"2000","4520","SPACE AND WATER HEATING EQUIPMENT","$6,173,870.00","53"
"2000","4530","FUEL BURNING EQUIPMENT UNITS","$1,445,724.00","22"
"2000","4540","WASTE DISPOSAL EQUIPMENT","$4,616,209.00","69"
"2000","4610","WATER PURIFICATION EQUIPMENT","$13,239,243.00","114"
"2000","4620","WATER DISTILL EQ-MARINE & INDUST","$2,113,980.00","23"
"2000","4630","SEWAGE TREATMENT EQUIPMENT","$2,566,790.00","27"
"2000","4710","PIPE, TUBE AND RIGID TUBING","$46,584,540.00","395"
"2000","4720","HOSE AND FLEXIBLE TUBING","$21,859,346.00","288"
"2000","4730","FITTINGS - HOSE PIPE & TUBE","$32,995,567.40","556"
"2000","4810","VALVES, POWERED","$75,715,392.00","657"
"2000","4820","VALVES, NONPOWERED","$60,371,431.00","995"
"2000","4910","MOTOR VEHICLE MAINT EQ","$19,517,704.00","180"
"2000","4920","AIRCRAFT MAINT & REP SHOP EQ","$240,087,113.00","633"
"2000","4921","TORPEDO MAINT REP & CHECKOUT EQ","$223,252.00","4"
"2000","4923","DEPTH CHARGES-MINES MAINT & REP EQ","$510,292.00","1"
"2000","4925","AMMUNITION MAINT - CHECKOUT EQ","$3,496,742.00","13"
"2000","4927","ROCKET MAINT & REP EQ","$37,000.00","1"
"2000","4930","LUBRICATION & FUEL DISPENSING EQ","$9,908,018.00","74"
"2000","4931","FIRE CONT MAINT EQ","$2,428,041.00","21"
"2000","4933","WEAPONS MAINT EQ","$8,174,366.00","19"
"2000","4935","GUIDED MISSILE MAINT EQ","$10,494,064.00","74"
"2000","4940","MISC MAINT EQ","$45,481,251.00","269"
"2000","4960","SPACE VEHICLE MAINT EQ","$47,451,000.00","5"
"2000","5110","HAND TOOLS, EDGED, NONPOWERED","$47,699,220.00","106"
"2000","5120","HAND TOOLS, NONEDGED, NONPOWERED","$27,167,673.00","517"
"2000","5130","HAND TOOLS, POWER DRIVEN","$5,030,712.00","152"
"2000","5133","DRILL BITS,COUNTERBORES & SINKS","$220,430.00","8"
"2000","5136","TAPS,DIES & COLLETS-HAND & MACHINE","$614,000.00","19"
"2000","5140","TOOL AND HARDWARE BOXES","$2,202,644.87","69"
"2000","5180","SETS KITS & OUTFITS OF HAND TOOLS","$19,733,293.00","242"
"2000","5210","MEASURING TOOLS, CRAFTSMEN'S","$2,897,688.00","61"
"2000","5220","GAGES & PRECISION LAYOUT TOOL","$935,357.00","15"
"2000","5280","SETS, KITS & OUTFITS OF MEASURING T","$20,592,770.00","25"
"2000","5305","SCREWS","$21,461,780.00","151"
"2000","5306","BOLTS","$10,316,558.00","183"
"2000","5307","STUDS","$1,534,153.00","29"
"2000","5310","NUTS AND WASHERS","$16,628,069.00","233"
"2000","5315","NAILS, MACHINE KEYS, AND PINS","$11,173,165.00","99"
"2000","5320","RIVETS","$82,698,451.00","127"
"2000","5325","FASTENING DEVICES","$5,119,506.00","109"
"2000","5330","PACKING AND GASKET MATERIALS","$39,360,410.00","589"
"2000","5331","O-RING","$1,191,580.00","25"
"2000","5335","METAL SCREENING","$459,720.00","11"
"2000","5340","HARDWARE","$73,859,018.00","894"
"2000","5341","BRACKETS","$49,268.00","1"
"2000","5342","HARDWARE, WEAPON SYSTEM","$8,967,737.00","166"
"2000","5345","DISKS AND STONES, ABRASIVE","$1,449,833.00","37"
"2000","5350","ABRASIVE MATERIALS","$3,086,836.00","63"
"2000","5355","KNOBS AND POINTERS","$664,967.00","9"
"2000","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS","$1,766,887.00","32"
"2000","5365","BUSHINGS, RINGS, SHIMS AND SPACERS","$12,406,771.00","235"
"2000","5410","PREFABRICATED & PORTABLE BUILDINGS","$65,464,330.00","337"
"2000","5411","RIGID WALL SHELTERS","$5,887,477.00","15"
"2000","5419","COLLECTIVE MODULAR SUPPORT SYSTEM","$95,500.00","2"
"2000","5420","BRIDGES, FIXED AND FLOATING","$16,648,944.00","42"
"2000","5430","STORAGE TANKS","$28,022,948.00","170"
"2000","5440","SCAFFOLDING EQ & CONCRETE FORMS","$3,752,180.00","45"
"2000","5445","PREFABRICATED TOWER STRUCTURES","$16,105,256.00","194"
"2000","5450","MISC PREFABRICATED STRUCTURES","$13,187,595.00","166"
"2000","5510","LUMBER & RELATED WOOD MATERIALS","$14,047,183.48","669"
"2000","5520","MILLWORK","$1,134,431.00","44"
"2000","5530","PLYWOOD AND VENEER","$6,903,141.00","255"
"2000","5610","MINERAL CONTRUCT MATERIALS BULK","$21,389,533.00","337"
"2000","5620","TILE, BRICK, AND BLOCK","$10,005,077.00","45"
"2000","5630","PIPE AND CONDUIT, NONMETALLIC","$532,076.00","13"
"2000","5640","WALLBOARD BLDG & THERMAL INSULATION","$2,286,725.00","73"
"2000","5650","ROOFING AND SIDING MATERIALS","$15,316,807.00","63"
"2000","5660","FENCING FENCES & GATES","$3,325,560.00","65"
"2000","5670","BUILDING COMPONENTS, PREFABRICATED","$3,827,796.00","58"
"2000","5675","NONWOOD CONSTRUCT MATERIAL","$89,180.00","3"
"2000","5680","MISC CONTRUCT MATERIALS","$31,252,554.00","241"
"2000","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$522,065,079.15","1,964"
"2000","5810","COMM SECURITY EQ & COMPS","$169,170,086.64","587"
"2000","5811","OTHER CRYPTOLOGIC EQ & COMPONENTS","$5,933,664.00","17"
"2000","5815","TELETYPE AND FACSIMILE EQUIPMENT","$7,033,169.00","81"
"2000","5820","RADIO TV EQ EXCEPT AIRBORNE","$656,690,168.37","1,937"
"2000","5821","RADIO & TV EQ AIRBORNE","$368,004,030.00","232"
"2000","5825","RADIO NAVIGATION EQ - EXCEPT AIR","$53,175,764.00","72"
