"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2010","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$50,035,497.21","739"
"2010","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$239,519,294.65","1,120"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$495,719,336.46","5,231"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$388,249,317.46","9,730"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$73,091,796.06","1,040"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$573,781,357.56","5,814"
"2010","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$255,614,865.92","5,281"
"2010","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$1,146,780,814.31","11,810"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$1,883,820,817.28","6,813"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, MANAGEMENT, AND BUDGET","1406","$176,182.15","7"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$19,662,244.62","1,191"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF THE INSPECTOR GENERAL","1404","$376,609.03","20"
"2010","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$503,126,825.76","10,490"
"2010","1500","JUSTICE, DEPARTMENT OF","ATF ACQUISITION AND PROPERTY MGMT DIV","1560","$200,682,359.27","5,215"
"2010","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$418,275,496.91","19,620"
"2010","1500","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","1549","$1,091,697,102.92","1,445"
"2010","1500","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM","1540","$1,708,121,836.57","35,155"
"2010","1500","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","1550","$99,703,868.10","622"
"2010","1500","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","1501","$1,108,456,121.03","6,175"
"2010","1500","JUSTICE, DEPARTMENT OF","U.S. MARSHALS SERVICE","1544","$417,866,851.79","2,719"
"2010","1600","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","1625","$55,195,033.38","497"
"2010","1600","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","1630","$1,296,830,637.56","1,787"
"2010","1600","LABOR, DEPARTMENT OF","EMPLOYMENT STANDARDS ADMINISTRATION","1635","$38,323.00","4"
"2010","1600","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","1645","$19,475,717.13","1,028"
"2010","1600","LABOR, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1604","$7,798,263.01","158"
"2010","1600","LABOR, DEPARTMENT OF","OFFICE OF JOB CORPS","1631","$2,533,275.00","7"
"2010","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","1605","$784,465,202.13","4,438"
"2010","1665","PENSION BENEFIT GUARANTY CORPORATION","PENSION BENEFIT GUARANTY CORPORATION","1665","$257,933,854.83","1,091"
"2010","1900","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1900","$6,463,886,085.67","38,864"
"2010","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","19BM","$196,998,263.39","523"
"2010","2000","TREASURY, DEPARTMENT OF THE","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","2022","$7,552,228.34","3"
"2010","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF ENGRAVING AND PRINTING","2041","$126,500,652.11","530"
"2010","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF THE PUBLIC DEBT","2036","$194,738,927.74","3,201"
"2010","2000","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","2001","$179,444,299.76","1,439"
"2010","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL CRIME ENFORCEMENT NETWORK","2026","$5,543,875.73","57"
"2010","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL MANAGEMENT SERVICE","2033","$96,754,910.57","924"
"2010","2000","TREASURY, DEPARTMENT OF THE","INTERNAL REVENUE SERVICE","2050","$1,347,821,473.63","15,721"
"2010","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THE COMPTROLLER OF THE CURRENCY","2046","$89,616,854.52","828"
"2010","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THRIFT SUPERVISION","2047","$15,099,193.65","258"
"2010","2000","TREASURY, DEPARTMENT OF THE","TREASURY, DEPARTMENT OF THE","2000","$30,000.00","1"
"2010","2000","TREASURY, DEPARTMENT OF THE","UNITED STATES MINT","2044","$120,353,567.85","1,785"
"2010","2400","OFFICE OF PERSONNEL MANAGEMENT","OFFICE OF PERSONNEL MANAGEMENT","2400","$1,447,600,419.65","9,061"
"2010","2700","FEDERAL COMMUNICATIONS COMMISSION","FEDERAL COMMUNICATIONS COMMISSION","2700","$103,251,707.87","653"
"2010","2800","SOCIAL SECURITY ADMINISTRATION","SOCIAL SECURITY ADMINISTRATION","2800","$903,788,169.42","7,685"
"2010","2900","FEDERAL TRADE COMMISSION","FEDERAL TRADE COMMISSION","2900","$46,051,772.21","824"
"2010","3100","NUCLEAR REGULATORY COMMISSION","NUCLEAR REGULATORY COMMISSION","3100","$195,771,437.97","2,175"
"2010","3300","SMITHSONIAN INSTITUTION","SMITHSONIAN INSTITUTION","3300","$239,984,238.23","2,407"
"2010","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","$19,603,627.24","153"
"2010","3355","NATIONAL GALLERY OF ART","NATIONAL GALLERY OF ART","3355","$85,233,273.89","227"
"2010","3400","INTERNATIONAL TRADE COMMISSION","INTERNATIONAL TRADE COMMISSION","3400","$7,867,279.89","167"
"2010","3600","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","3600","$9,015,879,809.65","178,113"
"2010","4100","MERIT SYSTEMS PROTECTION BOARD","MERIT SYSTEMS PROTECTION BOARD","4100","$5,214,350.24","154"
"2010","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","$47,964,709.96","1,811"
"2010","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4730","$121,635,013.73","16,629"
"2010","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4732","$1,776,198.06","9"
"2010","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4735","$3,671,561,750.51","8,199"
"2010","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF INSPECTOR GENERAL","4704","$266,558.56","15"
"2010","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF PUBLIC AFFAIRS","4708","$97,670.40","2"
"2010","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE ADMINISTRATOR(ACMD)","4705","$116,667,188.86","477"
"2010","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF ACQUISITION OFFICER","4745","$75,834,637.52","154"
"2010","4700","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","4740","$11,703,578,234.34","155,287"
"2010","4900","NATIONAL SCIENCE FOUNDATION","NATIONAL SCIENCE FOUNDATION","4900","$422,124,849.26","860"
"2010","5000","SECURITIES AND EXCHANGE COMMISSION","SECURITIES AND EXCHANGE COMMISSION","5000","$173,916,745.91","1,078"
"2010","5400","FEDERAL LABOR RELATIONS AUTHORITY","FEDERAL LABOR RELATIONS AUTHORITY","5400","$1,084,002.07","12"
"2010","5900","NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES","THE INSTITUE OF MUSEUM AND LIBRARY SERVICES","5950","$1,030,098.02","41"
"2010","5920","NATIONAL ENDOWMENT FOR THE ARTS","NATIONAL ENDOWMENT FOR THE ARTS","5920","$1,311,612.70","58"
"2010","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","$7,116,105.86","131"
"2010","6000","RAILROAD RETIREMENT BOARD","RAILROAD RETIREMENT BOARD","6000","$10,797,322.14","356"
"2010","6100","CONSUMER PRODUCT SAFETY COMMISSION","CONSUMER PRODUCT SAFETY COMMISSION","6100","$33,550,280.57","842"
"2010","6201","OFFICE OF SPECIAL COUNSEL","OFFICE OF SPECIAL COUNSEL","6201","$352,497.19","27"
"2010","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$13,768,896.69","277"
"2010","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$157,544.94","44"
"2010","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$1,525,871,911.21","20,289"
"2010","6800","ENVIRONMENTAL PROTECTION AGENCY","OFFICE OF THE INSPECTOR GENERAL","6804","$938,352.02","31"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$3,046,407,575.31","4,984"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$827,516,541.65","4,177"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","6959","$37,726,515.45","293"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$44,999,079.10","660"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$97,867,616.36","469"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$470,551,358.24","1,219"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$374,295,561.73","3,454"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$86,597,754.82","583"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","6957","$34,226,329.60","248"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$157,054,473.87","1,200"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$8,343,200.58","210"
"2010","6900","TRANSPORTATION, DEPARTMENT OF","TRANSPORTATION, DEPARTMENT OF","6900","-$621.00","1"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL EMERGENCY MANAGEMENT AGENCY","7022","$408,066,164.19","9,418"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","7015","$197,710,919.30","2,838"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","OFFICE OF PROCUREMENT OPERATIONS","7001","$2,746,228,827.57","8,349"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","OFFICE OF THE INSPECTOR GENERAL","7004","$205,402.03","10"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","TRANSPORTATION SECURITY ADMINISTRATION","7013","$1,343,784,316.28","2,168"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","7003","$579,617,328.55","2,247"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. COAST GUARD","7008","$1,603,369,454.45","18,562"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. CUSTOMS AND BORDER PROTECTION","7014","$2,150,248,144.25","4,881"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","7012","$1,245,659,027.87","3,680"
"2010","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. SECRET SERVICE","7009","$95,698,064.30","1,248"
"2010","7100","OVERSEAS PRIVATE INVESTMENT CORPORATION","OVERSEAS PRIVATE INVESTMENT CORPORATION","7100","$2,624,781.90","48"
"2010","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","$5,228,697,518.38","6,674"
"2010","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$124,315,269.40","790"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","AGENCY FOR HEALTH CARE POLICY AND RESEARCH","7528","$393,422,012.66","709"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$1,400,341,336.78","6,877"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$3,274,189,019.18","2,610"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$566,274,684.71","2,639"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$225,675,194.43","2,311"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","7527","$373,008,188.23","15,034"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$4,993,068,289.79","21,362"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$421,188,038.63","241"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$1,515,283,894.32","7,350"
"2010","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$334,064,936.00","442"
"2010","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$14,862,275,662.24","27,669"
"2010","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$1,662,598,223.01","4,074"
"2010","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT","8656","-$214,658.35","4"
"2010","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$233,558,518.97","1,057"
"2010","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$25,234,468,259.32","11,589"
"2010","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$42,683,036.28","385"
"2010","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$1,225,762.93","49"
"2010","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$1,783,050,114.33","3,154"
"2010","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","FEDERAL MEDIATION AND CONCILIATION SERVICE","9300","$1,792,140.78","4"
"2010","9502","NATIONAL CAPITAL PLANNING COMMISSION","NATIONAL CAPITAL PLANNING COMMISSION","9502","$293,976.76","23"
"2010","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$5,655,236.21","124"
"2010","9507","COMMODITY FUTURES TRADING COMMISSION","COMMODITY FUTURES TRADING COMMISSION","9507","$25,503,444.25","362"
"2010","9508","NATIONAL TRANSPORTATION SAFETY BOARD","NATIONAL TRANSPORTATION SAFETY BOARD","9508","$6,864,020.24","168"
"2010","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$3,058,109.91","71"
"2010","9523","ELECTION ASSISTANCE COMMISSION","ELECTION ASSISTANCE COMMISSION","9523","$1,135,782.64","54"
"2010","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$1,662,227.26","177"
"2010","9542","FEDERAL HOUSING FINANCE AGENCY","FEDERAL HOUSING FINANCE AGENCY","9542","$14,471,416.97","51"
"2010","9543","MILLENIUM CHALLENGE CORPORATION","MILLENNIUM CHALLENGE CORPORATION","9543","$66,107,229.92","794"
"2010","9561","RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD","RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD","9561","$146,722.12","5"
"2010","9568","BROADCASTING BOARD OF GOVERNORS","BROADCASTING BOARD OF GOVERNORS","9568","$41,355,350.98","4,257"
"2010","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$69,614,607.02","674"
"2010","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","$16,927,691.78","244"
"2010","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","PRETRIAL SERVICES AGENCY","959P","$6,340,756.81","73"
"2010","9700","DEPT OF DEFENSE","BUSINESS TRANSFORMATION AGENCY","9777","$73,891,341.09","328"
"2010","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$1,176,535,042.66","1,003"
"2010","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$387,887,335.26","11,204"
"2010","9700","DEPT OF DEFENSE","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","9763","-$299,292,727.95","6,917"
"2010","9700","DEPT OF DEFENSE","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","97BZ","$257,244,439.02","1,430"
"2010","9700","DEPT OF DEFENSE","DEFENSE HUMAN RESOURCES ACTIVITY","9748","$20,754,024.92","66"
"2010","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$4,632,998,963.32","34,207"
"2010","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$2,090,705,148.59","21,147"
"2010","9700","DEPT OF DEFENSE","DEFENSE MEDIA ACTIVITY (DMA)","97F1","$1,294,217.28","9"
"2010","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$87,008,579.94","255"
"2010","9700","DEPT OF DEFENSE","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","9771","$510,579,539.38","504"
"2010","9700","DEPT OF DEFENSE","DEFENSE SECURITY COOPERATION AGENCY","97AT","$51,842,722.34","1,507"
"2010","9700","DEPT OF DEFENSE","DEFENSE SECURITY SERVICE","97AV","$53,359,775.45","143"
"2010","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$921,827,112.29","1,817"
"2010","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$203,685,366.79","1,404"
"2010","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$39,961,669,518.99","114,278"
"2010","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$83,322,681,316.67","275,596"
"2010","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$45,681,732,622.04","200,901"
"2010","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$4,557,354,628.21","3,329"
"2010","9700","DEPT OF DEFENSE","TRICARE MANAGEMENT ACTIVITY (TMA)","9760","$10,913,383,367.48","1,500"
"2010","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$1,456,585,078.98","5,887"
"2010","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$36,528,440.24","742"
"2010","9700","DEPT OF DEFENSE","USTRANSCOM","9776","$4,694,397,169.92","7,267"
"2010","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$0.00","3"
"2010","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$722,778,794.62","1,686"
"2011","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$0.00","30"
"2011","0500","GENERAL ACCOUNTING OFFICE","GAO, EXCEPT COMPTROLLER GENERAL","0559","$27,355,125.51","44"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$53,368,831.81","609"
"2011","1145","PEACE CORPS","PEACE CORPS","1145","$15,262,926.16","408"
"2011","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$11,399,590.03","98"
"2011","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$2,624,394.54","244"
"2011","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$118,223,329.75","2,918"
"2011","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$100,934,782.95","3,065"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$104,908,394.90","822"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$127,722,512.08","559"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$48,061,319.80","552"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$1,117,654,003.76","32,420"
"2011","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$92,058,983.76","4,383"
"2011","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$501,106.12","191"
"2011","1200","AGRICULTURE, DEPARTMENT OF","RISK MANAGEMENT AGENCY","12D4","-$625.59","1"
"2011","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$77,720,072.21","7,541"
"2011","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","1205","$336,850,721.83","2,273"
"2011","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$325,322,330.19","1,679"
"2011","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$189,665,058.83","2,794"
"2011","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$988,609,434.43","9,098"
"2011","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$38,480,377.42","993"
"2011","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$299,718,574.99","1,318"
"2011","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$222,280,133.31","6,120"
"2011","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$210,070,817.53","8,706"
"2011","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$81,019,814.20","1,031"
"2011","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$354,355,642.40","4,759"
"2011","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$190,880,782.25","5,085"
"2011","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$559,321,773.84","11,448"
"2011","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$1,561,301,868.84","6,343"
"2011","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, MANAGEMENT, AND BUDGET","1406","$6,242,570.56","29"
