"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1990","1356","TORPEDO EXPLOSIVE COMPONENTS","$1,353,000.00","8"
"1990","1360","DEPTH CHARGE INERT COMPONENTS","$190,000.00","1"
"1990","1361","DEPTH CHARGE EXPLOSIVE COMPONENTS","$300,000.00","1"
"1990","1365","MILITARY CHEMICAL AGENTS","$3,651,000.00","4"
"1990","1370","PYROTECHNICS","$34,149,000.00","58"
"1990","1375","DEMOLITION MATERIALS","$12,529,000.00","36"
"1990","1376","BULK EXPLOSIVES","$21,613,000.00","30"
"1990","1377","CARTRIDGE & PROPELLANT DEVICES","$75,085,000.00","335"
"1990","1385","SURFACE EXPLOSIVE ORD DISPOSAL TOOL","$1,455,000.00","9"
"1990","1386","UNDERWATER EXPLOSIVE ORD DISPOSAL","$141,000.00","4"
"1990","1390","FUZES AND PRIMERS","$109,458,000.00","54"
"1990","1395","MISCELLANEOUS AMMUNITION","$3,998,000.00","22"
"1990","1398","AMMUNITION HANDLING & SERVICING EQ","$13,201,000.00","44"
"1990","1410","GUIDED MISSILES","$1,432,958,000.00","248"
"1990","1420","GUIDED MISSILE COMPONENTS","$557,536,580.00","475"
"1990","1425","GUIDED MISSILE SYSTEMS, COMPLETE","$1,529,438,000.00","129"
"1990","1427","GUIDED MISSILE SUBSYSTEMS","$543,558,000.00","176"
"1990","1430","GUIDED MISSILE REMOTE CONT SYSTEMS","$119,802,000.00","317"
"1990","1440","LAUNCHERS, GUIDED MISSILE","$577,014,000.00","284"
"1990","1450","GUIDED MISSILE HANDLING SERVICE EQ","$136,793,000.00","124"
"1990","1510","AIRCRAFT, FIXED WING","$6,190,977,000.00","384"
"1990","1520","AIRCRAFT, ROTARY WING","$931,552,000.00","159"
"1990","1550","DRONES","$98,964,000.00","29"
"1990","1560","AIRFRAME STRUCTURAL COMPONENTS","$825,310,000.00","3,006"
"1990","1610","AIRCRAFT PROPELLERS AND COMPONENTS","$41,574,000.00","130"
"1990","1615","HELICOPTER ROTOR BLADES-DRIVE MECH","$315,724,000.00","619"
"1990","1620","AIRCRAFT LANDING GEAR COMPONENTS","$88,283,000.00","385"
"1990","1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS","$109,889,000.00","297"
"1990","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","$140,311,000.00","895"
"1990","1660","AIRCRAFT AIR CONDITION HEATING EQ","$57,625,000.00","510"
"1990","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","$64,886,000.00","237"
"1990","1680","MISCL AIRCRAFT ACCESSORIES COMPS","$1,130,143,000.00","1,631"
"1990","1710","AIRCRAFT LANDING EQUIPMENT","$17,861,000.00","94"
"1990","1720","AIRCRAFT LAUNCHING EQUIPMENT","$13,595,000.00","70"
"1990","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","$74,785,000.00","404"
"1990","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","$9,795,000.00","50"
"1990","1810","SPACE VEHICLES","$960,780,191.00","85"
"1990","1820","SPACE VEHICLE COMPONENTS","$402,592,000.00","141"
"1990","1830","SPACE VEHICLE REMOTE CONT SYSTEMS","$18,152,000.00","19"
"1990","1840","SPACE VEHICLE LAUNCHERS","$120,495,000.00","28"
"1990","1850","SPACE VEHICLE HANDLING & SERVICE EQ","$726,000.00","6"
"1990","1900","Frigates and Corvettes","$256,000.00","5"
"1990","1901","AIRCRAFT CARRIERS","$101,908,000.00","28"
"1990","1902","CRUISERS","-$11,060,000.00","98"
"1990","1903","DESTROYERS","$1,406,251,000.00","57"
"1990","1904","SUBMARINES","$1,492,538,000.00","165"
"1990","1905","COMBAT SHIPS AND LANDING VESSELS","$4,662,000.00","8"
"1990","1906","MINELAYERS ADN MINESWEEPERS","$351,558,000.00","88"
"1990","1907","LANDING CRAFT","$202,991,000.00","29"
"1990","1908","TORPEDO BOATS AND GUN BOATS","$105,465,000.00","4"
"1990","1910","TRANSPORT VESSELS-PASSENGER & TROOP","$29,000.00","1"
"1990","1911","AMPHIBIOUS ASSAULT SHIPS","$230,384,000.00","47"
"1990","1915","CARGO AND TANKER VESSELS","$96,162,000.00","69"
"1990","1920","FISHING VESSELS","$53,000.00","1"
"1990","1921","TUGS AND TOWBOATS","$10,814,000.00","12"
"1990","1924","REPAIR SHIPS","$9,231,000.00","44"
"1990","1925","SPECIAL SERVICE VESSELS","$111,591,000.00","12"
"1990","1928","SALVAGE VESSELS","$144,000.00","3"
"1990","1929","RESCUE VESSELS","$92,774,000.00","21"
"1990","1930","BARGES AND LIGHTERS, CARGO","$1,238,000.00","5"
"1990","1935","BARGES & LIGHTERS SPECIAL PURPOSE","$16,849,000.00","17"
"1990","1940","SMALL CRAFT","$47,746,000.00","95"
"1990","1945","PONTOONS AND FLOATING DOCKS","$2,249,000.00","17"
"1990","1950","FLOATING DRYDOCKS","$385,000.00","7"
"1990","1955","DREDGES","$423,000.00","5"
"1990","1990","MISCELLANEOUS VESSELS","$96,420,000.00","47"
"1990","2010","SHIP AND BOAT PROPULSION COMPONENTS","$80,783,000.00","107"
"1990","2020","RIGGING AND RIGGING GEAR","$925,000.00","13"
"1990","2030","DECK MACHINERY","$9,689,000.00","25"
"1990","2040","MARINE HARDWARE AND HULL ITEMS","$30,561,000.00","132"
"1990","2050","BUOYS","$2,732,000.00","25"
"1990","2060","COMMERCIAL FISHING EQUIPMENT","$22,000.00","1"
"1990","2090","MISC SHIP & MARINE EQ","$63,602,000.00","265"
"1990","2210","LOCOMOTIVES","$4,058,000.00","15"
"1990","2220","RAIL CARS","$201,000.00","3"
"1990","2230","RAILROAD RIGHT OF WAY CONSTR EQ","$1,309,000.00","7"
"1990","2240","LOCOMOTIVE & RAIL CAR ACCESSORIES","$112,000.00","2"
"1990","2250","TRACK MATERIAL, RAILROAD","$452,000.00","8"
"1990","2305","GROUND EFFECT VEHICLES","-$7,397,000.00","36"
"1990","2310","PASSENGER MOTOR VEHICLES","$189,268,000.00","176"
"1990","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$641,509,000.00","371"
"1990","2330","TRAILERS","$114,921,000.00","165"
"1990","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$1,955,000.00","23"
"1990","2350","COMBAT ASSAULT & TACTICAL VEH","$666,116,000.00","124"
"1990","2410","TRACTORS, FULL TRACKED, LOW SPEED","$13,905,000.00","66"
"1990","2420","TRACTORS, WHEELED","$9,316,000.00","75"
"1990","2430","TRACTORS, FULL TRACKED, HIGH SPEED","$432,000.00","6"
"1990","2510","VEH CAB BODY FRAME STRUCTURAL COMP","$32,408,000.00","204"
"1990","2520","VEH POWER TRANSMISSION COMPONENTS","$210,083,000.00","255"
"1990","2530","VEH BRAKE STEERING AXLE WHEEL COMP","$233,125,000.00","376"
"1990","2540","VEHICULAR FURNITURE AND ACCESSORIES","$40,332,000.00","248"
"1990","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$83,108,000.00","308"
"1990","2610","TIRES & TUBES PNEUMATIC EXCEPT AIR","$77,087,000.00","165"
"1990","2620","TIRES & TUBES PNEUMATIC AIRCRAFT","$56,600,000.00","81"
"1990","2630","TIRES, SOLID AND CUSHION","$157,000.00","3"
"1990","2640","TIRES & TUBES REBUILDING-REP MTL","$2,315,000.00","36"
"1990","2805","GAS RECIPROCATING ENG - EXCEPT AIR","$3,333,000.00","44"
"1990","2810","GAS RECIPROCATING ENG - AIRCRAFT","$2,076,000.00","17"
"1990","2815","DIESEL ENGINES AND COMPONENTS","$142,720,000.00","473"
"1990","2820","STEAM ENGINES RECIPROCATING & COMPS","$2,364,000.00","3"
"1990","2825","STEAM TURBINES AND COMPONENTS","$26,919,000.00","109"
"1990","2830","WATER TURBINES,WATER WHEELS & COMPS","$7,020,000.00","25"
"1990","2835","GAS TURBINES & JET ENG EXCEPT AIR","$231,806,000.00","340"
"1990","2840","GAS TURBINES & JET ENGINES AIRCRAFT","$2,589,840,000.00","2,208"
"1990","2845","ROCKET ENGINES AND COMPONENTS","$159,953,000.00","20"
"1990","2850","GASOLINE ROTORY ENGINES & COMPS","$38,010,000.00","6"
"1990","2895","MISC ENGINES & COMPONENTS","$102,062,000.00","40"
"1990","2910","ENGINE FUEL SYS COMPONENTS NONAIR","$29,015,000.00","223"
"1990","2915","ENGINE FUEL SYSTEM COMPONENTS AIR","$124,010,000.00","614"
"1990","2920","ENGINE ELECT SYS COMPS NONAIRCRAFT","$36,608,000.00","153"
"1990","2925","ENGINE ELECT SYS COMPS - AIRCRAFT","$26,015,000.00","138"
"1990","2930","ENGINE COOLING SYS COMPS - NONAIR","$10,226,000.00","87"
"1990","2935","ENGINE COOLING SYS COMPONENTS - AIR","$6,016,000.00","29"
"1990","2940","ENGINE AIR & OIL FILTERS - NONAIR","$15,884,000.00","84"
"1990","2945","ENGINE AIR & OIL FILTERS - AIR","$3,166,000.00","35"
"1990","2950","TURBOSUPERCHARGERS AND COMPONENTS","$3,343,000.00","13"
"1990","2990","MISC ENGINE ACCESSORIES - NONAIR","$9,159,000.00","117"
"1990","2995","MISC ENGINE ACCESSORIES - AIRCRAFT","$46,218,000.00","254"
"1990","3010","TORQUE CONVERTERS & SPEED CHANGERS","$13,951,000.00","123"
"1990","3020","GEAR PULLEY SPROCKET & TRAN CHAIN","$38,163,000.00","301"
"1990","3030","BELTING DRIVE BELTS FAN BELTS & ACC","$432,000.00","11"
"1990","3040","MISC POWER TRANSMISSION EQ","$43,155,000.00","450"
"1990","3110","BEARINGS, ANTIFRICTION, UNMOUNTED","$60,237,000.00","413"
"1990","3120","BEARINGS, PLAIN, UNMOUNTED","$23,551,000.00","232"
"1990","3130","BEARINGS, MOUNTED","$4,866,000.00","26"
"1990","3210","SAWMILL AND PLANING MILL MACHINERY","$30,000.00","1"
"1990","3220","WOODWORKING MACHINES","$1,399,000.00","16"
"1990","3405","SAWS AND FILING MACHINES","$3,766,000.00","29"
"1990","3408","MACHING CENTERS & WAY-TYPE MACHINES","$17,653,000.00","18"
"1990","3410","ELECT & ULTRASONIC EROSION MACHINES","$626,000.00","9"
"1990","3411","BORING MACHINES.","$4,035,000.00","11"
"1990","3412","BROACHING MACHINES","$38,000.00","1"
"1990","3413","DRILLING AND TAPPING MACHINES","$2,699,000.00","13"
"1990","3414","GEAR CUTTING AND FINISHING MACHINES","$432,000.00","6"
"1990","3415","GRINDING MACHINES","$7,087,000.00","25"
"1990","3416","LATHES","$22,150,000.00","93"
"1990","3417","MILLING MACHINES","$6,030,000.00","57"
"1990","3419","MISCELLANEOUS MACHINE TOOLS","$3,716,000.00","26"
"1990","3422","ROLLING MILLS AND DRAWING MACHINES","$156,000.00","3"
"1990","3424","METAL HEAT TREATING EQ","$1,126,000.00","20"
"1990","3426","METAL FINISHING EQUIPMENT","$3,725,000.00","11"
"1990","3431","ELECTRIC ARC WELDING EQUIPMENT","$10,941,000.00","35"
"1990","3432","ELECTRIC RESISTANCE WELDING EQ","$304,000.00","3"
"1990","3433","GAS WELD HEAT CUT - METALIZING EQ","$1,396,000.00","17"
"1990","3436","WELDING POSITIONERS & MANIPULATORS","$102,000.00","1"
"1990","3438","MISCELLANEOUS WELDING EQUIPMENT","$1,010,000.00","6"
"1990","3439","MISC WELD SOLDER & BRAZING SUPPLY","$5,275,000.00","59"
"1990","3441","BENDING AND FORMING MACHINES","$5,485,000.00","43"
"1990","3442","HYDRAULIC/PNEUMATIC POWER PRESS DR","$8,697,000.00","24"
"1990","3443","MECHANICAL PRESSES, POWER DRIVEN","$1,826,000.00","9"
"1990","3444","MANUAL PRESSES","$342,000.00","6"
"1990","3445","PUNCHING AND SHEARING MACHINES","$4,754,000.00","62"
"1990","3446","FORGING MACHINERY AND HAMMERS","$198,000.00","3"
"1990","3448","RIVETING MACHINES","$101,000.00","1"
"1990","3449","MSC SECONDARY METAL FORM-CUT MACH","$3,129,000.00","11"
"1990","3450","MACHINE TOOLS, PORTABLE","$977,000.00","8"
"1990","3455","CUTTING TOOLS FOR MACHINE TOOLS","$1,083,000.00","16"
"1990","3456","SECONDARY METAL MACH-CUTTING TOOLS","$984,000.00","3"
"1990","3460","MACHINE TOOL ACCESSORIES","$4,636,000.00","22"
"1990","3461","SECONDARY METALWORKING MACH-ACCESS","$123,000.00","4"
"1990","3465","PRODUCTION JIGS FIXTURES & TEMPLATE","$834,000.00","9"
"1990","3470","MACHINE SHOP SETS KITS & OUTFITS","$116,000.00","2"
"1990","3510","LAUNDRY AND DRY CLEANING EQUIPMENT","$11,242,000.00","115"
"1990","3530","IND SEW MACH & MOBILE TEXTILE SHOPS","$765,000.00","8"
"1990","3540","WRAPPING AND PACKAGING MACHINERY","$1,747,000.00","26"
"1990","3550","VENDING AND COIN OPERATED MACHINES","$66,000.00","1"
"1990","3590","MISC SERVICE & TRADE EQ","$4,844,000.00","43"
"1990","3605","FOOD PRODUCTS MACHINE & EQ","$1,119,000.00","10"
"1990","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$78,358,000.00","755"
"1990","3611","INDUSTRIAL MARKING MACHINES","$621,000.00","5"
"1990","3615","PULP AND PAPER INDUSTRIES MACHINERY","$1,744,000.00","37"
"1990","3620","RUBBER & PLASTIC WORKING MACHINE","$1,366,000.00","9"
"1990","3625","TEXTILE INDUSTRIES MACHINERY","$926,000.00","11"
"1990","3630","CLAY-CONCRETE PRODUCTS MACH","$44,000.00","1"
"1990","3635","CRYSTAL & GLASS INDUSTRIES MACHINE","-$159,000.00","2"
"1990","3640","TOBACCO MANUFACTURING MACHINERY","$45,000.00","1"
"1990","3645","LEATHER TANNING & WORKING MACHINE","$101,000.00","1"
"1990","3650","CHEMICAL & PHARMACEUTICAL MACHINE","$1,096,000.00","8"
"1990","3655","GAS GENERATING & DISPENSING SYSTEM","$17,412,000.00","89"
"1990","3660","INDUSTRIAL SIZE REDUCTION MACHINERY","$330,000.00","2"
"1990","3670","PRINTED CIRCUIT BOARD MFG MACH","$3,157,000.00","16"
"1990","3680","FOUNDRY MACHINE - RELATED EQ & SUP","$432,000.00","7"
"1990","3685","SPECIAL METAL CONTAINER MFG MACH","$27,000.00","1"
"1990","3690","SPECIAL AMMUNITION & ORDNANCE MACH","$1,752,000.00","13"
"1990","3693","INDUSTRIAL ASSEMBLY MACHINES","$85,000.00","2"
"1990","3694","CLEAN WORK STATIONS ENVIRONMENT EQ","$331,000.00","5"
"1990","3695","MISC SPECIAL INDUSTRY MACHINE","$7,665,000.00","55"
"1990","3710","SOIL PREPARATION EQUIPMENT","$751,000.00","16"
"1990","3720","HARVESTING EQUIPMENT","$643,000.00","11"
"1990","3730","DAIRY POULTRY & LIVESTOCK EQ","$386,000.00","8"
"1990","3740","PEST DISEASE & FROST CONT EQ","$858,000.00","10"
"1990","3750","GARDENING IMPLEMENTS AND TOOLS","$2,334,000.00","65"
"1990","3770","SADDLERY,HARNESS,WHIPS & FURNISHING","$297,000.00","6"
"1990","3805","EARTH MOVING & EXCAVATING EQ","$45,924,000.00","171"
"1990","3810","CRANES AND CRANE-SHOVELS","$29,438,000.00","54"
"1990","3815","CRANE AND CRANE-SHOVEL ATTACHMENTS","$885,000.00","10"
"1990","3820","MINING,ROCK DRILLING,EARTH BORE EQ","$16,362,000.00","53"
"1990","3825","ROAD CLEARING & CLEANING EQ","$11,493,000.00","68"
"1990","3830","TRUCK AND TRACTOR ATTACHMENTS","$900,000.00","13"
"1990","3835","PETROLEUM PRODUCTION-DISTRIB EQ","$14,042,000.00","14"
"1990","3895","MISC CONTRUCT EQ","$14,806,000.00","87"
"1990","3910","CONVEYORS","$8,049,000.00","51"
"1990","3915","MATERIALS FEEDERS","$1,948,000.00","6"
"1990","3920","MAT HANDLING EQ - NONSELF-PROPELLED","$4,702,000.00","41"
"1990","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$128,851,000.00","275"
"1990","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS","$3,084,000.00","28"
"1990","3950","WINCHES HOISTS CRANES & DERRICKS","$43,536,000.00","151"
"1990","3960","FREIGHT ELEVATORS","$3,581,000.00","17"
"1990","3990","MISC MATERIALS HANDLING EQ","$76,112,000.00","222"
"1990","4010","CHAIN AND WIRE ROPE","$14,644,000.00","127"
"1990","4020","FIBER ROPE, CORDAGE, AND TWINE","$8,121,000.00","70"
"1990","4030","FITTINGS FOR ROPE, CABLE, AND CHAIN","$2,177,000.00","25"
"1990","4110","REFRIGERATION EQUIPMENT","$24,352,000.00","297"
"1990","4120","AIR CONDITIONING EQUIPMENT","$52,705,000.00","174"
"1990","4130","REFRIGERATION & AIR CONDITION COMP","$15,763,000.00","152"
"1990","4140","FANS AIR CIRCULATORS & BLOWER EQ","$20,707,000.00","196"
"1990","4210","FIRE FIGHTING EQUIPMENT","$104,192,000.00","292"
"1990","4220","MARINE LIFESAVING & DIVING EQ","$17,911,000.00","125"
"1990","4230","DECONTAMINATING & IMPREGNATING EQ","$9,875,000.00","30"
"1990","4240","SAFETY AND RESCUE EQUIPMENT","$110,754,000.00","218"
"1990","4310","COMPRESSORS AND VACUUM PUMPS","$33,288,000.00","241"
"1990","4320","POWER AND HAND PUMPS","$87,619,000.00","640"
"1990","4330","CENTRIFUGALS SEPARATORS & FILTERS","$12,050,000.00","141"
"1990","4410","INDUSTRIAL BOILERS","$39,256,000.00","87"
"1990","4420","HEAT EXCHANGERS & STEAM CONDENSERS","$24,700,000.00","92"
"1990","4430","INDUSTRIAL FURNACES,KILNS & OVENS","$5,576,000.00","35"
"1990","4440","DRIERS DEHYDRATORS & ANHYDRATORS","$4,276,000.00","43"
"1990","4460","AIR PURIFICATION EQUIPMENT","$28,489,000.00","52"
"1990","4470","NUCLEAR REACTORS","$1,375,737,600.00","190"
"1990","4510","PLUMBING FIXTURES AND ACCESSORIES","$7,354,000.00","83"
"1990","4520","SPACE AND WATER HEATING EQUIPMENT","$4,993,000.00","55"
"1990","4530","FUEL BURNING EQUIPMENT UNITS","$2,158,000.00","26"
"1990","4540","WASTE DISPOSAL EQUIPMENT","$4,105,000.00","61"
"1990","4610","WATER PURIFICATION EQUIPMENT","$32,450,000.00","93"
"1990","4620","WATER DISTILL EQ-MARINE & INDUST","$2,456,000.00","10"
"1990","4630","SEWAGE TREATMENT EQUIPMENT","$951,000.00","17"
"1990","4710","PIPE, TUBE AND RIGID TUBING","$27,272,000.00","323"
"1990","4720","HOSE AND FLEXIBLE TUBING","$15,689,000.00","189"
"1990","4730","FITTINGS - HOSE PIPE & TUBE","$31,880,000.00","437"
"1990","4810","VALVES, POWERED","$50,159,000.00","397"
"1990","4820","VALVES, NONPOWERED","$69,097,000.00","891"
"1990","4910","MOTOR VEHICLE MAINT EQ","$33,926,000.00","148"
"1990","4920","AIRCRAFT MAINT & REP SHOP EQ","$250,393,000.00","907"
"1990","4921","TORPEDO MAINT REP & CHECKOUT EQ","$763,000.00","14"
"1990","4923","DEPTH CHARGES-MINES MAINT & REP EQ","$296,000.00","3"
"1990","4925","AMMUNITION MAINT - CHECKOUT EQ","$2,350,000.00","17"
"1990","4927","ROCKET MAINT & REP EQ","$189,000.00","4"
"1990","4930","LUBRICATION & FUEL DISPENSING EQ","$17,670,000.00","99"
"1990","4931","FIRE CONT MAINT EQ","$23,808,000.00","39"
"1990","4933","WEAPONS MAINT EQ","$4,783,000.00","33"
"1990","4935","GUIDED MISSILE MAINT EQ","$47,852,000.00","123"
"1990","4940","MISC MAINT EQ","$90,997,000.00","196"
"1990","4960","SPACE VEHICLE MAINT EQ","$1,234,000.00","14"
"1990","5110","HAND TOOLS, EDGED, NONPOWERED","$2,031,000.00","62"
"1990","5120","HAND TOOLS, NONEDGED, NONPOWERED","$16,106,000.00","278"
"1990","5130","HAND TOOLS, POWER DRIVEN","$10,338,000.00","147"
"1990","5133","DRILL BITS,COUNTERBORES & SINKS","$1,032,000.00","29"
"1990","5136","TAPS,DIES & COLLETS-HAND & MACHINE","$386,000.00","10"
"1990","5140","TOOL AND HARDWARE BOXES","$3,260,000.00","72"
"1990","5180","SETS KITS & OUTFITS OF HAND TOOLS","$10,809,000.00","109"
"1990","5210","MEASURING TOOLS, CRAFTSMEN'S","$2,339,000.00","37"
"1990","5220","GAGES & PRECISION LAYOUT TOOL","$4,460,000.00","29"
"1990","5280","SETS, KITS & OUTFITS OF MEASURING T","$1,437,000.00","8"
"1990","5305","SCREWS","$3,735,000.00","77"
"1990","5306","BOLTS","$8,652,000.00","123"
"1990","5307","STUDS","$756,000.00","19"
"1990","5310","NUTS AND WASHERS","$10,205,000.00","152"
"1990","5315","NAILS, MACHINE KEYS, AND PINS","$1,928,000.00","44"
"1990","5320","RIVETS","$3,356,000.00","25"
"1990","5325","FASTENING DEVICES","$1,597,000.00","27"
"1990","5330","PACKING AND GASKET MATERIALS","$21,045,000.00","280"
"1990","5335","METAL SCREENING","$178,000.00","5"
"1990","5340","HARDWARE","$38,810,000.00","432"
"1990","5345","DISKS AND STONES, ABRASIVE","$470,000.00","4"
"1990","5350","ABRASIVE MATERIALS","$3,899,000.00","48"
"1990","5355","KNOBS AND POINTERS","$267,000.00","6"
"1990","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS","$1,587,000.00","41"
"1990","5365","BUSHINGS, RINGS, SHIMS AND SPACERS","$4,471,000.00","63"
"1990","5410","PREFABRICATED & PORTABLE BUILDINGS","$37,149,000.00","260"
"1990","5411","RIGID WALL SHELTERS","$13,916,000.00","15"
"1990","5420","BRIDGES, FIXED AND FLOATING","$9,481,000.00","43"
"1990","5430","STORAGE TANKS","$16,577,000.00","65"
"1990","5440","SCAFFOLDING EQ & CONCRETE FORMS","$4,033,000.00","46"
"1990","5445","PREFABRICATED TOWER STRUCTURES","$11,131,000.00","55"
"1990","5450","MISC PREFABRICATED STRUCTURES","$19,153,000.00","136"
"1990","5510","LUMBER & RELATED WOOD MATERIALS","$18,746,000.00","305"
"1990","5520","MILLWORK","$1,104,000.00","19"
"1990","5530","PLYWOOD AND VENEER","$8,261,000.00","184"
"1990","5610","MINERAL CONTRUCT MATERIALS BULK","$22,712,000.00","294"
"1990","5620","TILE, BRICK, AND BLOCK","$950,000.00","13"
"1990","5630","PIPE AND CONDUIT, NONMETALLIC","$1,927,000.00","13"
"1990","5640","WALLBOARD BLDG & THERMAL INSULATION","$4,041,000.00","73"
"1990","5650","ROOFING AND SIDING MATERIALS","$669,000.00","14"
"1990","5660","FENCING FENCES & GATES","$6,237,000.00","62"
"1990","5670","BUILDING COMPONENTS, PREFABRICATED","$6,373,000.00","50"
"1990","5680","MISC CONTRUCT MATERIALS","$33,661,000.00","199"
"1990","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$245,366,000.00","938"
"1990","5810","COMM SECURITY EQ & COMPS","$540,857,000.00","282"
"1990","5811","OTHER CRYPTOLOGIC EQ & COMPONENTS","$6,875,000.00","46"
"1990","5815","TELETYPE AND FACSIMILE EQUIPMENT","$35,153,000.00","157"
"1990","5820","RADIO TV EQ EXCEPT AIRBORNE","$503,295,000.00","1,766"
"1990","5821","RADIO & TV EQ AIRBORNE","$196,570,000.00","282"
"1990","5825","RADIO NAVIGATION EQ - EXCEPT AIR","$255,186,000.00","113"
"1990","5826","RADIO NAVIGATION EQ AIR","$80,162,000.00","182"
"1990","5830","INTERCOMM PUBLIC ADDRESS SYS EX AIR","$27,689,000.00","81"
"1990","5831","INTERCOMM PUBLIC ADDRESS SYS - AIR","$4,981,000.00","31"
"1990","5835","SOUND RECORDING & REPRODUCING EQ","$65,863,000.00","200"
"1990","5836","VIDEO RECORDING AND REPRODUCING EQU","$11,202,000.00","148"
"1990","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","$992,938,000.00","555"
"1990","5841","RADAR EQUIPMENT, AIRBORNE","$996,272,000.00","445"
