"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2010","2820","STEAM ENGINES RECIPROCATING & COMPS","$147,800.35","8"
"2010","2825","STEAM TURBINES AND COMPONENTS","$25,060,073.31","329"
"2010","2830","WATER TURBINES,WATER WHEELS & COMPS","$65,686,098.66","122"
"2010","2835","GAS TURBINES & JET ENG EXCEPT AIR","$290,282,986.98","1,218"
"2010","2840","GAS TURBINES & JET ENGINES AIRCRAFT","$4,263,305,260.04","5,430"
"2010","2845","ROCKET ENGINES AND COMPONENTS","$32,468,420.60","43"
"2010","2850","GASOLINE ROTORY ENGINES & COMPS","$622,689.17","55"
"2010","2895","MISC ENGINES & COMPONENTS","$54,985,497.36","605"
"2010","2910","ENGINE FUEL SYS COMPONENTS NONAIR","$61,733,566.90","2,050"
"2010","2915","ENGINE FUEL SYSTEM COMPONENTS AIR","$161,806,348.06","1,582"
"2010","2920","ENGINE ELECT SYS COMPS NONAIRCRAFT","$50,042,518.89","858"
"2010","2925","ENGINE ELECT SYS COMPS - AIRCRAFT","$27,756,328.75","382"
"2010","2930","ENGINE COOLING SYS COMPS - NONAIR","$23,675,221.72","776"
"2010","2935","ENGINE COOLING SYS COMPONENTS - AIR","$8,763,367.35","110"
"2010","2940","ENGINE AIR & OIL FILTERS - NONAIR","$16,637,314.17","924"
"2010","2945","ENGINE AIR & OIL FILTERS - AIR","$13,429,261.82","249"
"2010","2950","TURBOSUPERCHARGERS AND COMPONENTS","$4,328,336.76","193"
"2010","2990","MISC ENGINE ACCESSORIES - NONAIR","$26,547,419.06","1,112"
"2010","2995","MISC ENGINE ACCESSORIES - AIRCRAFT","$111,978,836.27","924"
"2010","3010","TORQUE CONVERTERS & SPEED CHANGERS","$70,733,779.71","1,002"
"2010","3020","GEAR PULLEY SPROCKET & TRAN CHAIN","$24,239,733.06","1,370"
"2010","3030","BELTING DRIVE BELTS FAN BELTS & ACC","$4,602,153.79","230"
"2010","3040","MISC POWER TRANSMISSION EQ","$126,687,150.75","4,296"
"2010","3110","BEARINGS, ANTIFRICTION, UNMOUNTED","$92,798,081.12","3,406"
"2010","3120","BEARINGS, PLAIN, UNMOUNTED","$90,694,100.28","3,323"
"2010","3130","BEARINGS, MOUNTED","$8,279,887.14","269"
"2010","3210","SAWMILL AND PLANING MILL MACHINERY","$262,494.63","14"
"2010","3220","WOODWORKING MACHINES","$2,366,448.39","241"
"2010","3230","TOOLS - ATTACHS FOR WOODWORK MACH","$945,290.88","120"
"2010","3405","SAWS AND FILING MACHINES","$1,559,253.86","152"
"2010","3408","MACHING CENTERS & WAY-TYPE MACHINES","$16,131,009.24","122"
"2010","3410","ELECT & ULTRASONIC EROSION MACHINES","$4,054,082.91","43"
"2010","3411","BORING MACHINES.","$10,451,010.72","50"
"2010","3412","BROACHING MACHINES","$737,001.46","4"
"2010","3413","DRILLING AND TAPPING MACHINES","$1,496,789.08","103"
"2010","3414","GEAR CUTTING AND FINISHING MACHINES","$519,479.54","21"
"2010","3415","GRINDING MACHINES","$10,602,047.46","100"
"2010","3416","LATHES","$32,247,313.52","207"
"2010","3417","MILLING MACHINES","$20,281,532.51","265"
"2010","3418","PLANERS AND SHAPERS","$430,371.83","41"
"2010","3419","MISCELLANEOUS MACHINE TOOLS","$14,201,134.64","495"
"2010","3422","ROLLING MILLS AND DRAWING MACHINES","$90,271.66","3"
"2010","3424","METAL HEAT TREATING EQ","$8,113,370.70","104"
"2010","3426","METAL FINISHING EQUIPMENT","$7,481,998.90","272"
"2010","3431","ELECTRIC ARC WELDING EQUIPMENT","$2,725,826.65","182"
"2010","3432","ELECTRIC RESISTANCE WELDING EQ","$273,463.57","20"
"2010","3433","GAS WELD HEAT CUT - METALIZING EQ","$8,133,670.08","157"
"2010","3436","WELDING POSITIONERS & MANIPULATORS","$2,733,092.89","79"
"2010","3438","MISCELLANEOUS WELDING EQUIPMENT","$4,910,161.83","272"
"2010","3439","MISC WELD SOLDER & BRAZING SUPPLY","$7,848,633.33","740"
"2010","3441","BENDING AND FORMING MACHINES","$9,674,514.56","155"
"2010","3442","HYDRAULIC/PNEUMATIC POWER PRESS DR","$7,007,764.14","301"
"2010","3443","MECHANICAL PRESSES, POWER DRIVEN","$8,565,229.51","122"
"2010","3444","MANUAL PRESSES","$6,921,779.32","30"
"2010","3445","PUNCHING AND SHEARING MACHINES","$2,250,190.44","103"
"2010","3446","FORGING MACHINERY AND HAMMERS","$229,703.00","17"
"2010","3447","WIRE & METAL RIBBON FORMING MACHS","$788,041.02","13"
"2010","3448","RIVETING MACHINES","$154,857.45","20"
"2010","3449","MSC SECONDARY METAL FORM-CUT MACH","$5,477,322.78","139"
"2010","3450","MACHINE TOOLS, PORTABLE","$3,031,799.16","224"
"2010","3455","CUTTING TOOLS FOR MACHINE TOOLS","$2,817,112.88","408"
"2010","3456","SECONDARY METAL MACH-CUTTING TOOLS","$757,848.75","80"
"2010","3460","MACHINE TOOL ACCESSORIES","$6,307,950.53","494"
"2010","3461","SECONDARY METALWORKING MACH-ACCESS","$381,290.87","40"
"2010","3465","PRODUCTION JIGS FIXTURES & TEMPLATE","$930,000.16","70"
"2010","3470","MACHINE SHOP SETS KITS & OUTFITS","$13,292,806.20","334"
"2010","3510","LAUNDRY AND DRY CLEANING EQUIPMENT","$26,015,791.55","954"
"2010","3520","SHOE REPAIRING EQUIPMENT","$86,628.04","10"
"2010","3530","IND SEW MACH & MOBILE TEXTILE SHOPS","$1,347,795.38","85"
"2010","3540","WRAPPING AND PACKAGING MACHINERY","$6,456,883.80","806"
"2010","3550","VENDING AND COIN OPERATED MACHINES","$688,727.26","60"
"2010","3590","MISC SERVICE & TRADE EQ","$143,272,344.45","5,799"
"2010","3605","FOOD PRODUCTS MACHINE & EQ","$17,334,957.09","609"
"2010","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$85,274,953.55","4,807"
"2010","3611","INDUSTRIAL MARKING MACHINES","$6,214,636.38","246"
"2010","3615","PULP AND PAPER INDUSTRIES MACHINERY","$1,918,539.29","141"
"2010","3620","RUBBER & PLASTIC WORKING MACHINE","$608,068.62","37"
"2010","3625","TEXTILE INDUSTRIES MACHINERY","$5,526,068.98","102"
"2010","3630","CLAY-CONCRETE PRODUCTS MACH","$21,854,603.76","235"
"2010","3635","CRYSTAL & GLASS INDUSTRIES MACHINE","$355,746.86","17"
"2010","3640","TOBACCO MANUFACTURING MACHINERY","$9,500.00","1"
"2010","3645","LEATHER TANNING & WORKING MACHINE","$0.00","3"
"2010","3650","CHEMICAL & PHARMACEUTICAL MACHINE","$18,046,326.64","254"
"2010","3655","GAS GENERATING & DISPENSING SYSTEM","$25,414,052.19","564"
"2010","3660","INDUSTRIAL SIZE REDUCTION MACHINERY","$2,462,443.79","39"
"2010","3670","PRINTED CIRCUIT BOARD MFG MACH","$7,022,194.13","104"
"2010","3680","FOUNDRY MACHINE - RELATED EQ & SUP","$3,126,776.07","71"
"2010","3685","SPECIAL METAL CONTAINER MFG MACH","$6,853,399.83","136"
"2010","3690","SPECIAL AMMUNITION & ORDNANCE MACH","$184,592,786.36","211"
"2010","3693","INDUSTRIAL ASSEMBLY MACHINES","$2,792,211.06","149"
"2010","3694","CLEAN WORK STATIONS ENVIRONMENT EQ","$3,336,670.97","112"
"2010","3695","MISC SPECIAL INDUSTRY MACHINE","$65,347,869.62","1,782"
"2010","3710","SOIL PREPARATION EQUIPMENT","$4,669,104.52","293"
"2010","3720","HARVESTING EQUIPMENT","$2,859,310.44","149"
"2010","3730","DAIRY POULTRY & LIVESTOCK EQ","$967,389.95","67"
"2010","3740","PEST DISEASE & FROST CONT EQ","$3,664,847.32","233"
"2010","3750","GARDENING IMPLEMENTS AND TOOLS","$11,961,754.47","4,301"
"2010","3760","ANIMAL DRAWN VEHICLE & FARM TRAILER","$37,828.00","3"
"2010","3770","SADDLERY,HARNESS,WHIPS & FURNISHING","$924,223.22","130"
"2010","3805","EARTH MOVING & EXCAVATING EQ","$195,574,607.75","2,632"
"2010","3810","CRANES AND CRANE-SHOVELS","$21,063,610.87","276"
"2010","3815","CRANE AND CRANE-SHOVEL ATTACHMENTS","$19,703,918.44","171"
"2010","3820","MINING,ROCK DRILLING,EARTH BORE EQ","$29,398,425.54","233"
"2010","3825","ROAD CLEARING & CLEANING EQ","$21,480,101.72","525"
"2010","3830","TRUCK AND TRACTOR ATTACHMENTS","$21,657,275.51","585"
"2010","3835","PETROLEUM PRODUCTION-DISTRIB EQ","$100,906,452.39","305"
"2010","3895","MISC CONTRUCT EQ","$368,962,577.24","1,676"
"2010","3910","CONVEYORS","$6,561,108.29","167"
"2010","3915","MATERIALS FEEDERS","$601,983.18","34"
"2010","3920","MAT HANDLING EQ - NONSELF-PROPELLED","$164,624,522.50","978"
"2010","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$189,922,341.48","1,247"
"2010","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS","$11,049,086.13","430"
"2010","3950","WINCHES HOISTS CRANES & DERRICKS","$90,364,581.34","817"
"2010","3960","FREIGHT ELEVATORS","$8,462,111.28","334"
"2010","3990","MISC MATERIALS HANDLING EQ","$272,724,347.05","2,366"
"2010","4010","CHAIN AND WIRE ROPE","$29,338,743.51","983"
"2010","4020","FIBER ROPE, CORDAGE, AND TWINE","$16,828,806.49","878"
"2010","4030","FITTINGS FOR ROPE, CABLE, AND CHAIN","$8,110,738.54","709"
"2010","4110","REFRIGERATION EQUIPMENT","$67,556,359.61","2,226"
"2010","4120","AIR CONDITIONING EQUIPMENT","$130,124,613.97","2,794"
"2010","4130","REFRIGERATION & AIR CONDITION COMP","$56,891,409.44","1,926"
"2010","4140","FANS AIR CIRCULATORS & BLOWER EQ","$39,584,998.88","1,861"
"2010","4150","VORTEX TUBES AND REL. COOLING TUBES","$68,520.77","10"
"2010","4210","FIRE FIGHTING EQUIPMENT","$166,839,278.04","3,520"
"2010","4220","MARINE LIFESAVING & DIVING EQ","$738,512,556.72","3,323"
"2010","4230","DECONTAMINATING & IMPREGNATING EQ","$37,101,849.41","224"
"2010","4235","Haz. Mat. Spill Cntnmnt. & Clean-up","$20,205,123.06","797"
"2010","4240","SAFETY AND RESCUE EQUIPMENT","$286,225,485.30","5,238"
"2010","4250","RECYCLING AND RECLAMATION EQUIPMENT","$6,632,876.20","178"
"2010","4310","COMPRESSORS AND VACUUM PUMPS","$62,051,917.55","2,444"
"2010","4320","POWER AND HAND PUMPS","$231,333,460.49","4,971"
"2010","4330","CENTRIFUGALS SEPARATORS & FILTERS","$46,174,826.59","2,227"
"2010","4410","INDUSTRIAL BOILERS","$7,432,096.52","283"
"2010","4420","HEAT EXCHANGERS & STEAM CONDENSERS","$12,846,198.88","405"
"2010","4430","INDUSTRIAL FURNACES,KILNS & OVENS","$6,115,795.24","194"
"2010","4440","DRIERS DEHYDRATORS & ANHYDRATORS","$15,850,615.05","262"
"2010","4460","AIR PURIFICATION EQUIPMENT","$18,533,605.47","501"
"2010","4470","NUCLEAR REACTORS","$1,220,226,099.92","484"
"2010","4510","PLUMBING FIXTURES AND ACCESSORIES","$49,274,072.56","2,692"
"2010","4520","SPACE AND WATER HEATING EQUIPMENT","$51,387,020.71","1,184"
"2010","4530","FUEL BURNING EQUIPMENT UNITS","$3,774,549.98","116"
"2010","4540","WASTE DISPOSAL EQUIPMENT","$26,132,865.30","1,055"
"2010","4610","WATER PURIFICATION EQUIPMENT","$119,444,766.69","1,056"
"2010","4620","WATER DISTILL EQ-MARINE & INDUST","$2,468,909.48","177"
"2010","4630","SEWAGE TREATMENT EQUIPMENT","$14,829,519.38","395"
"2010","4710","PIPE, TUBE AND RIGID TUBING","$58,824,672.41","3,517"
"2010","4720","HOSE AND FLEXIBLE TUBING","$79,475,751.14","4,749"
"2010","4730","FITTINGS - HOSE PIPE & TUBE","$87,343,913.11","8,661"
"2010","4810","VALVES, POWERED","$102,696,344.18","2,886"
"2010","4820","VALVES, NONPOWERED","$172,311,866.90","9,624"
"2010","4910","MOTOR VEHICLE MAINT EQ","$69,504,697.06","2,037"
"2010","4920","AIRCRAFT MAINT & REP SHOP EQ","$407,181,304.93","3,045"
"2010","4921","TORPEDO MAINT REP & CHECKOUT EQ","$783,217.03","39"
"2010","4923","DEPTH CHARGES-MINES MAINT & REP EQ","$27,200.00","4"
"2010","4925","AMMUNITION MAINT - CHECKOUT EQ","$4,984,979.95","67"
"2010","4927","ROCKET MAINT & REP EQ","$64,634.00","5"
"2010","4930","LUBRICATION & FUEL DISPENSING EQ","$29,508,138.68","1,633"
"2010","4931","FIRE CONT MAINT EQ","$6,390,341.29","167"
"2010","4933","WEAPONS MAINT EQ","$86,455,958.67","424"
"2010","4935","GUIDED MISSILE MAINT EQ","$7,533,889.18","190"
"2010","4940","MISC MAINT EQ","$169,033,585.76","5,261"
"2010","4960","SPACE VEHICLE MAINT EQ","$264,685.01","4"
"2010","4970","MULTI GUIDED WEAPON/SPEC MAINT EQ","$7,516,279.00","13"
"2010","5110","HAND TOOLS, EDGED, NONPOWERED","$38,045,096.50","12,784"
"2010","5120","HAND TOOLS, NONEDGED, NONPOWERED","$160,103,302.91","220,817"
"2010","5130","HAND TOOLS, POWER DRIVEN","$21,941,088.83","9,984"
"2010","5133","DRILL BITS,COUNTERBORES & SINKS","$4,502,224.62","12,992"
"2010","5136","TAPS,DIES & COLLETS-HAND & MACHINE","$1,541,224.67","3,229"
"2010","5140","TOOL AND HARDWARE BOXES","$18,906,184.93","4,774"
"2010","5180","SETS KITS & OUTFITS OF HAND TOOLS","$288,868,186.61","5,526"
"2010","5210","MEASURING TOOLS, CRAFTSMEN'S","$11,975,240.36","4,446"
"2010","5220","GAGES & PRECISION LAYOUT TOOL","$4,862,119.89","297"
"2010","5280","SETS, KITS & OUTFITS OF MEASURING T","$6,066,890.82","183"
"2010","5305","SCREWS","$33,266,023.57","6,835"
"2010","5306","BOLTS","$50,408,489.05","4,149"
"2010","5307","STUDS","$3,945,304.71","681"
"2010","5310","NUTS AND WASHERS","$64,002,533.93","7,737"
"2010","5315","NAILS, MACHINE KEYS, AND PINS","$25,170,137.17","4,131"
"2010","5320","RIVETS","$159,616,178.21","5,376"
"2010","5325","FASTENING DEVICES","$17,415,878.99","2,115"
"2010","5330","PACKING AND GASKET MATERIALS","$88,621,505.94","5,877"
"2010","5331","O-RING","$6,245,052.06","1,639"
"2010","5335","METAL SCREENING","$1,220,171.56","162"
"2010","5340","HARDWARE","$452,152,325.56","19,084"
"2010","5341","BRACKETS","$2,501,917.71","149"
"2010","5342","HARDWARE, WEAPON SYSTEM","$47,091,183.44","1,647"
"2010","5345","DISKS AND STONES, ABRASIVE","$4,189,409.98","6,089"
"2010","5350","ABRASIVE MATERIALS","$14,985,093.44","3,104"
"2010","5355","KNOBS AND POINTERS","$2,803,789.05","343"
"2010","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS","$7,738,781.93","824"
"2010","5365","BUSHINGS, RINGS, SHIMS AND SPACERS","$23,177,034.07","2,121"
"2010","5410","PREFABRICATED & PORTABLE BUILDINGS","$186,308,039.06","2,440"
"2010","5411","RIGID WALL SHELTERS","$30,653,558.35","258"
