"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2012","0500","GENERAL ACCOUNTING OFFICE","R418","SUPPORT- PROFESSIONAL: LEGAL","-$46,022.00","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","R499","SUPPORT- PROFESSIONAL: OTHER","$3,257,445.26","15"
"2012","0500","GENERAL ACCOUNTING OFFICE","R602","SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER","$158,192.00","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","R603","SUPPORT- ADMINISTRATIVE: TRANSCRIPTION","$31,846.30","2"
"2012","0500","GENERAL ACCOUNTING OFFICE","R605","SUPPORT- ADMINISTRATIVE: LIBRARY","$9,096,670.59","47"
"2012","0500","GENERAL ACCOUNTING OFFICE","R611","SUPPORT- ADMINISTRATIVE: CREDIT REPORTING","$2,420.00","2"
"2012","0500","GENERAL ACCOUNTING OFFICE","R612","SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL","$721,643.48","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","R613","SUPPORT- ADMINISTRATIVE: POST OFFICE","$5,825.74","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","R699","SUPPORT- ADMINISTRATIVE: OTHER","$437,224.08","8"
"2012","0500","GENERAL ACCOUNTING OFFICE","R702","SUPPORT- MANAGEMENT: DATA COLLECTION","$858,080.72","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","R703","SUPPORT- MANAGEMENT: ACCOUNTING","$4,750.00","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","R704","SUPPORT- MANAGEMENT: AUDITING","$615,502.68","8"
"2012","0500","GENERAL ACCOUNTING OFFICE","R707","SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT","$28,319.87","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","R799","SUPPORT- MANAGEMENT: OTHER","$447,899.94","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S111","UTILITIES- GAS","$247,690.00","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S112","UTILITIES- ELECTRIC","$2,853,413.00","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S114","UTILITIES- WATER","$4,687.46","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S201","HOUSEKEEPING- CUSTODIAL JANITORIAL","$2,368.00","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S203","HOUSEKEEPING- FOOD","$440,611.77","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S206","HOUSEKEEPING- GUARD","$10,177,570.76","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","S216","HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT","$58,285,177.05","11"
"2012","0500","GENERAL ACCOUNTING OFFICE","T001","PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS","$0.00","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","T099","PHOTO/MAP/PRINT/PUBLICATION- OTHER","-$88,327.00","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","U004","EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT","$2,256,174.20","3"
"2012","0500","GENERAL ACCOUNTING OFFICE","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT","$1,087,467.51","15"
"2012","0500","GENERAL ACCOUNTING OFFICE","U099","EDUCATION/TRAINING- OTHER","$6,000.00","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","V251","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: CIVILIAN PERSONNEL RECRUITMENT","-$1,648.64","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","V302","TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: TRAVEL AGENT","$399,137.00","4"
"2012","0500","GENERAL ACCOUNTING OFFICE","W023","LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES","$3,576.00","1"
"2012","0500","GENERAL ACCOUNTING OFFICE","X1LZ","LEASE/RENTAL OF PARKING FACILITIES","$10,942.51","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2310","PASSENGER MOTOR VEHICLES","$215,508.00","9"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT","$54,803.07","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$371,787.20","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$22,160.68","8"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$19,150.35","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT AND STORAGE DEVICES","$29,442.27","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$2,654,520.01","78"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$2,613,784.07","25"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7045","ADP SUPPLIES","$37,917.96","5"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7050","ADP COMPONENTS","$1,419,959.59","17"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7110","OFFICE FURNITURE","$39,880.90","21"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7195","MISCELLANEOUS FURNITURE AND FIXTURES","$3,000.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7220","FLOOR COVERINGS","$35,148.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7330","KITCHEN HAND TOOLS AND UTENSILS","$2,470.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7435","OFFICE INFORMATION SYSTEM EQUIPMENT","$306,844.83","13"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7490","MISCELLANEOUS OFFICE MACHINES","-$16,904.65","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7610","BOOKS AND PAMPHLETS","$10,085.71","7"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7630","NEWSPAPERS AND PERIODICALS","$429,450.99","36"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7690","MISCELLANEOUS PRINTED MATTER","$17,020.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","8305","TEXTILE FABRICS","$22.34","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9999","MISCELLANEOUS ITEMS","-$1,816.87","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)","-$11,262.21","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AJ91","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH)","-$11,479.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE","$5,461,723.05","20"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","IT AND TELECOM- SYSTEMS DEVELOPMENT","$167,783.05","8"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D304","IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION","$714,535.37","14"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D305","IT AND TELECOM- TELEPROCESSING, TIMESHARE, AND CLOUD COMPUTING","$605,839.00","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D306","IT AND TELECOM- SYSTEMS ANALYSIS","$1,082,909.77","8"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D307","IT AND TELECOM- IT STRATEGY AND ARCHITECTURE","$985,353.13","21"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D310","IT AND TELECOM- CYBER SECURITY AND DATA BACKUP","$20,041.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D314","IT AND TELECOM- SYSTEM ACQUISITION SUPPORT","$2,900,683.27","13"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D316","IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT","$21,965.32","9"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","IT AND TELECOM- WEB-BASED SUBSCRIPTION","$1,871,860.37","46"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$5,048,281.76","9"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS","$75,858.44","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D320","IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS","$37,764.47","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$170,887.72","9"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","G008","SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER","$10,333.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT","$521,600.00","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J074","MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT","$119,065.69","19"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J099","MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS","-$2,726.00","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","K071","MODIFICATION OF EQUIPMENT- FURNITURE","-$3,500.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","L063","TECHNICAL REPRESENTATIVE- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$14,642.03","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","N063","INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$24,502.28","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","N071","INSTALLATION OF EQUIPMENT- FURNITURE","-$935.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","N099","INSTALLATION OF EQUIPMENT- MISCELLANEOUS","-$425,863.75","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R407","PROGRAM EVALUATION SERVICES","$726,820.00","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R408","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT","$246,795.74","7"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R414","SYSTEMS ENGINEERING SERVICES","$57,079.98","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R421","TECHNICAL ASSISTANCE","$154,720.00","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","$57,870.48","5"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R426","SUPPORT- PROFESSIONAL: COMMUNICATIONS","$936,674.55","18"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R431","SUPPORT- PROFESSIONAL: HUMAN RESOURCES","$127,382.40","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R498","SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK","-$1,078.84","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R499","SUPPORT- PROFESSIONAL: OTHER","$211,998.90","25"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R602","SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER","-$5,182.48","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R603","SUPPORT- ADMINISTRATIVE: TRANSCRIPTION","$873,598.04","11"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R604","SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION","$266,144.38","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R605","SUPPORT- ADMINISTRATIVE: LIBRARY","$14,806.51","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R606","SUPPORT- ADMINISTRATIVE: COURT REPORTING","-$2,384.88","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R608","SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING","$115,772.08","12"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R699","SUPPORT- ADMINISTRATIVE: OTHER","$441,226.00","17"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R704","SUPPORT- MANAGEMENT: AUDITING","$514,857.72","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R707","SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT","-$90,291.31","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R708","SUPPORT- MANAGEMENT: PUBLIC RELATIONS","$59,000.00","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S113","TELEPHONE AND-OR COMMUNICATIONS SER","$240,490.73","7"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S114","UTILITIES- WATER","$9,639.50","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S203","HOUSEKEEPING- FOOD","$29,860.96","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S206","HOUSEKEEPING- GUARD","$81,060.40","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S216","HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT","$2,186,340.00","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","T099","PHOTO/MAP/PRINT/PUBLICATION- OTHER","$201,068.50","3"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT","$79,287.37","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","U099","EDUCATION/TRAINING- OTHER","$139,500.00","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V003","TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING","-$312.72","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V213","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: RAIL PASSENGER","$963,000.00","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V301","TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION","$6,831.63","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","V999","TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER","$9,400.00","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","W074","LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","$1,871.06","1"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X1AB","LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES","$1,700.00","2"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X1LZ","LEASE/RENTAL OF PARKING FACILITIES","$105,643.44","4"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X224","LEASE-RENT OF PARKING FACILITIES","$53,193.41","6"
"2012","1100","EXECUTIVE OFFICE OF THE PRESIDENT","Z119","MAINT-REP-ALT/OTHER ADMIN BLDGS","$10,000.00","3"
"2012","1145","PEACE CORPS","2310","PASSENGER MOTOR VEHICLES","$2,160,170.78","11"
"2012","1145","PEACE CORPS","5340","HARDWARE, COMMERCIAL","$0.00","1"
"2012","1145","PEACE CORPS","6515","MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","$0.00","1"
"2012","1145","PEACE CORPS","6910","TRAINING AIDS","$0.00","1"
"2012","1145","PEACE CORPS","7020","ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG","$13,635.75","2"
"2012","1145","PEACE CORPS","7030","ADP SOFTWARE","$23,929.22","5"
"2012","1145","PEACE CORPS","7490","MISCELLANEOUS OFFICE MACHINES","$19,225.20","1"
"2012","1145","PEACE CORPS","7520","OFFICE DEVICES AND ACCESSORIES","$130,752.58","7"
"2012","1145","PEACE CORPS","7630","NEWSPAPERS AND PERIODICALS","$14,190.00","1"
"2012","1145","PEACE CORPS","9999","MISCELLANEOUS ITEMS","$65,727,205.81","18"
"2012","1145","PEACE CORPS","AB41","R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH)","$61,228.00","2"
"2012","1145","PEACE CORPS","AD25","R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)","$59,971.00","1"
"2012","1145","PEACE CORPS","B522","SPECIAL STUDIES/ANALYSIS- LEGAL","$15,000.00","1"
"2012","1145","PEACE CORPS","B599","SPECIAL STUDIES/ANALYSIS- OTHER","$97,200.00","2"
"2012","1145","PEACE CORPS","D304","IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION","$40,000.00","2"
"2012","1145","PEACE CORPS","D305","IT AND TELECOM- TELEPROCESSING, TIMESHARE, AND CLOUD COMPUTING","$0.00","1"
"2012","1145","PEACE CORPS","D308","IT AND TELECOM- PROGRAMMING","$33,022.92","1"
"2012","1145","PEACE CORPS","D310","IT AND TELECOM- CYBER SECURITY AND DATA BACKUP","$255,522.00","8"
"2012","1145","PEACE CORPS","D313","IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM)","$0.00","1"
"2012","1145","PEACE CORPS","D316","IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT","$777,281.04","1"
"2012","1145","PEACE CORPS","D317","IT AND TELECOM- WEB-BASED SUBSCRIPTION","$20,798.00","1"
"2012","1145","PEACE CORPS","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$96,070.20","1"
"2012","1145","PEACE CORPS","D325","IT AND TELECOM- DATA CENTERS AND STORAGE","$16,411.86","1"
"2012","1145","PEACE CORPS","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$555,926.04","9"
"2012","1145","PEACE CORPS","J059","MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","-$1,150.00","1"
"2012","1145","PEACE CORPS","J099","MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS","$20,220.00","2"
"2012","1145","PEACE CORPS","L099","TECHNICAL REPRESENTATIVE- MISCELLANEOUS","$18,700.00","1"
"2012","1145","PEACE CORPS","Q503","MEDICAL- DENTISTRY","$68,200.00","1"
"2012","1145","PEACE CORPS","Q999","MEDICAL- OTHER","$1,047,969.60","3"
"2012","1145","PEACE CORPS","R408","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT","$646,313.15","14"
"2012","1145","PEACE CORPS","R419","EDUCATIONAL SERVICES","-$800.89","3"
"2012","1145","PEACE CORPS","R423","SUPPORT- PROFESSIONAL: INTELLIGENCE","$349,956.00","1"
"2012","1145","PEACE CORPS","R426","SUPPORT- PROFESSIONAL: COMMUNICATIONS","$18,087.12","4"
"2012","1145","PEACE CORPS","R497","SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS","$2,513,489.64","85"
"2012","1145","PEACE CORPS","R499","SUPPORT- PROFESSIONAL: OTHER","$359,513.81","22"
"2012","1145","PEACE CORPS","R602","SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER","$62,765.97","4"
"2012","1145","PEACE CORPS","R699","SUPPORT- ADMINISTRATIVE: OTHER","$782,622.72","4"
"2012","1145","PEACE CORPS","R701","SUPPORT- MANAGEMENT: ADVERTISING","-$1.00","1"
"2012","1145","PEACE CORPS","R708","SUPPORT- MANAGEMENT: PUBLIC RELATIONS","-$82,706.96","3"
"2012","1145","PEACE CORPS","R799","SUPPORT- MANAGEMENT: OTHER","$8,457,749.55","3"
"2012","1145","PEACE CORPS","S113","TELEPHONE AND-OR COMMUNICATIONS SER","$83,899.99","3"
"2012","1145","PEACE CORPS","S203","HOUSEKEEPING- FOOD","-$37.13","1"
"2012","1145","PEACE CORPS","T006","PHOTO/MAP/PRINT/PUBLICATION- FILM/VIDEO TAPE PRODUCTION","$0.00","2"
"2012","1145","PEACE CORPS","T011","PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING","$23,500.00","1"
"2012","1145","PEACE CORPS","T099","PHOTO/MAP/PRINT/PUBLICATION- OTHER","$0.00","1"
"2012","1145","PEACE CORPS","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT","$0.00","1"
"2012","1145","PEACE CORPS","U099","EDUCATION/TRAINING- OTHER","$99,061.00","3"
"2012","1145","PEACE CORPS","V225","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE","$399,543.74","9"
"2012","1145","PEACE CORPS","V231","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL","$240,900.00","1"
"2012","1145","PEACE CORPS","V999","TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER","$3,780.00","1"
