"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2000","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$116,012,436.75","1,193"
"2000","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$8,524,224.75","346"
"2000","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$106,362,971.82","2,223"
"2000","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$208,666,449.86","1,767"
"2000","1500","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","1549","$315,871,550.02","1,471"
"2000","1500","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM","1540","$1,257,250,112.12","18,762"
"2000","1500","JUSTICE, DEPARTMENT OF","IMMIGRATION AND NATURALIZATION SERVICE","1528","$498,461,000.00","1,836"
"2000","1500","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","1550","$80,342,911.54","272"
"2000","1500","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","1501","$616,662,101.00","4,787"
"2000","1500","JUSTICE, DEPARTMENT OF","U.S. MARSHALS SERVICE","1544","$340,476,000.00","1,916"
"2000","1600","LABOR, DEPARTMENT OF","BENEFITS REVIEW BOARD","1615","$24,000.00","1"
"2000","1600","LABOR, DEPARTMENT OF","BUREAU OF INTERNATIONAL LABOR AFFAIRS","1609","$10,862,000.00","39"
"2000","1600","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","1625","$49,748,000.00","157"
"2000","1600","LABOR, DEPARTMENT OF","EMPLOYEE BENEFITS SECURITY ADMINISTRATION","1621","$23,834,000.00","66"
"2000","1600","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","1630","$1,038,936,154.00","1,342"
"2000","1600","LABOR, DEPARTMENT OF","EMPLOYMENT STANDARDS ADMINISTRATION","1635","$41,239,000.00","202"
"2000","1600","LABOR, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF LABOR","1601","$220,000.00","3"
"2000","1600","LABOR, DEPARTMENT OF","LABOR, DEPARTMENT OF","1600","$0.00","1"
"2000","1600","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","1645","$6,866,000.00","123"
"2000","1600","LABOR, DEPARTMENT OF","NATIONAL OCCUPATIONAL INFORMATION COORDINATING COMMITTEE","1669","$84,000.00","3"
"2000","1600","LABOR, DEPARTMENT OF","OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION","1650","$26,399,000.00","219"
"2000","1600","LABOR, DEPARTMENT OF","OFF OF THE DEPUTY UNDER SECRETARY FOR CONGRESSIONAL AFFAIRS","1607","$35,000.00","1"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF ADMINISTRATIVE LAW JUDGES","1613","$790,000.00","25"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF INFORMATION AND PUBLIC AFFAIRS","1608","$804,000.00","18"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1604","$8,954,000.00","85"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION","1618","$38,000.00","1"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","1605","$48,048,072.93","329"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR POLICY","1606","$6,394,000.00","37"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF THE CHIEF FINANCIAL OFFICER","1622","$11,749,000.00","43"
"2000","1600","LABOR, DEPARTMENT OF","OFFICE OF THE SOLICITOR","1603","$4,687,000.00","29"
"2000","1600","LABOR, DEPARTMENT OF","PENSION BENEFIT GUARANTY CORPORATION","1665","$6,065,753.48","2"
"2000","1600","LABOR, DEPARTMENT OF","PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED","1667","$1,900,000.00","13"
"2000","1600","LABOR, DEPARTMENT OF","VETERANS EMPLOYMENT AND TRAINING SERVICES","1653","$4,916,000.00","21"
"2000","1600","LABOR, DEPARTMENT OF","WOMEN'S BUREAU","1655","$61,000.00","2"
"2000","1900","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1900","$1,284,932,983.62","6,012"
"2000","2000","TREASURY, DEPARTMENT OF THE","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","2022","$74,554,000.00","427"
"2000","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF ENGRAVING AND PRINTING","2041","$164,844,329.00","700"
"2000","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF THE PUBLIC DEBT","2036","$143,915,458.52","2,702"
"2000","2000","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","2001","$68,337,406.70","515"
"2000","2000","TREASURY, DEPARTMENT OF THE","FEDERAL LAW ENFORCEMENT TRAINING CENTER","2024","$66,807,000.00","950"
"2000","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL CRIME ENFORCEMENT NETWORK","2026","$375,029,000.00","1,485"
"2000","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL MANAGEMENT SERVICE","2033","$45,796,000.00","291"
"2000","2000","TREASURY, DEPARTMENT OF THE","INTERNAL REVENUE SERVICE","2050","$1,114,793,999.20","3,848"
"2000","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THE COMPTROLLER OF THE CURRENCY","2046","$31,857,000.00","325"
"2000","2000","TREASURY, DEPARTMENT OF THE","OFFICE OF THRIFT SUPERVISION","2047","$15,950,000.00","204"
"2000","2000","TREASURY, DEPARTMENT OF THE","U.S. SECRET SERVICE","2028","$56,762,000.00","364"
"2000","2000","TREASURY, DEPARTMENT OF THE","UNITED STATES MINT","2044","$710,835,487.00","1,442"
"2000","2400","OFFICE OF PERSONNEL MANAGEMENT","OFFICE OF PERSONNEL MANAGEMENT","2400","$207,109,601.29","3,015"
"2000","2700","FEDERAL COMMUNICATIONS COMMISSION","FEDERAL COMMUNICATIONS COMMISSION","2700","$6,168,466.59","220"
"2000","2800","SOCIAL SECURITY ADMINISTRATION","SOCIAL SECURITY ADMINISTRATION","2800","$483,647,059.32","3,958"
"2000","2900","FEDERAL TRADE COMMISSION","FEDERAL TRADE COMMISSION","2900","$10,752,000.00","125"
"2000","3100","NUCLEAR REGULATORY COMMISSION","NUCLEAR REGULATORY COMMISSION","3100","$66,025,203.00","631"
"2000","3300","SMITHSONIAN INSTITUTION","SMITHSONIAN INSTITUTION","3300","$81,171,912.97","584"
"2000","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","$9,905,790.00","82"
"2000","3355","NATIONAL GALLERY OF ART","NATIONAL GALLERY OF ART","3355","$6,926,000.00","76"
"2000","3400","INTERNATIONAL TRADE COMMISSION","INTERNATIONAL TRADE COMMISSION","3400","$3,163,000.00","52"
"2000","3600","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","3600","$3,896,271,906.41","25,549"
"2000","4100","MERIT SYSTEMS PROTECTION BOARD","MERIT SYSTEMS PROTECTION BOARD","4100","$72,000.00","1"
"2000","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","$35,091,000.00","307"
"2000","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4730","$1,427,653,890.00","23,385"
"2000","4700","GENERAL SERVICES ADMINISTRATION","FEDERAL ACQUISITION SERVICE","4735","$4,735,042,130.94","16,585"
"2000","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE ADMINISTRATOR(ACMD)","4705","$1,504,000.00","12"
"2000","4700","GENERAL SERVICES ADMINISTRATION","OFFICE OF THE CHIEF FINANCIAL OFFICER","4717","$55,000.00","2"
"2000","4700","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","4740","$4,635,170,157.10","30,254"
"2000","4900","NATIONAL SCIENCE FOUNDATION","NATIONAL SCIENCE FOUNDATION","4900","$153,472,000.00","329"
"2000","5000","SECURITIES AND EXCHANGE COMMISSION","SECURITIES AND EXCHANGE COMMISSION","5000","$30,221,000.00","132"
"2000","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","FEDERAL EMERGENCY MANAGEMENT AGENCY","5800","$237,157,000.00","1,517"
"2000","5920","NATIONAL ENDOWMENT FOR THE ARTS","NATIONAL ENDOWMENT FOR THE ARTS","5920","$570,000.00","8"
"2000","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","$116,000.00","3"
"2000","6000","RAILROAD RETIREMENT BOARD","RAILROAD RETIREMENT BOARD","6000","$6,649,000.00","40"
"2000","6100","CONSUMER PRODUCT SAFETY COMMISSION","CONSUMER PRODUCT SAFETY COMMISSION","6100","$2,967,627.00","90"
"2000","6300","NATIONAL LABOR RELATIONS BOARD","NATIONAL LABOR RELATIONS BOARD","6300","$6,601,000.00","59"
"2000","6400","TENNESSEE VALLEY AUTHORITY","TENNESSEE VALLEY AUTHORITY","6400","$4,253,192,000.00","4,816"
"2000","6500","FEDERAL MARITIME COMMISSION","FEDERAL MARITIME COMMISSION","6500","$238,000.00","8"
"2000","6800","ENVIRONMENTAL PROTECTION AGENCY","ENVIRONMENTAL PROTECTION AGENCY","6800","$1,010,219,209.86","7,479"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6920","$31,893,000.00","169"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6925","$402,752,313.76","1,198"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","6959","$375,000.00","2"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL RAILROAD ADMINISTRATION","6930","$22,669,765.96","177"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","6955","$43,953,000.00","123"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION","6901","$170,261,000.00","353"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","MARITIME ADMINISTRATION","6938","$312,895,448.00","3,201"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","6940","$49,527,000.00","466"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION","6943","$132,571,208.79","1,000"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","6947","$151,000.00","34"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","TRANSPORTATION SECURITY ADMINISTRATION","6965","$0.00","4"
"2000","6900","TRANSPORTATION, DEPARTMENT OF","UNITED STATES COAST GUARD","6950","$678,903,500.00","8,485"
"2000","7000","HOMELAND SECURITY, DEPARTMENT OF","U.S. COAST GUARD","7008","$2,522,197.58","41"
"2000","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","$535,762,631.22","1,001"
"2000","7300","SMALL BUSINESS ADMINISTRATION","SMALL BUSINESS ADMINISTRATION","7300","$37,422,338.00","229"
"2000","7400","AMERICAN BATTLE MONUMENTS COMMISSION","AMERICAN BATTLE MONUMENTS COMMISSION","7400","$47,000.00","1"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","AGENCY FOR HEALTH CARE POLICY AND RESEARCH","7528","$67,502,574.00","140"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL","7523","$548,179,700.53","4,186"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","7530","$421,392,700.00","778"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","7524","$214,258,840.00","2,328"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","7526","$117,553,000.00","617"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","INDIAN HEALTH SERVICE","7527","$31,241,140.58","289"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","7529","$1,814,064,895.85","3,816"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET","7505","$108,890,000.00","356"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS","7555","$496,940,846.76","1,037"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","OFFICE OF HUMAN DEVELOPMENT SERVICES","7540","$28,629,000.00","217"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","PUBLIC HEALTH SERVICE","7520","$294,484,910.00","3,183"
"2000","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","7522","$154,833,218.00","163"
"2000","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","$5,151,856,611.03","11,040"
"2000","84AF","ARMED FORCES RETIREMENT HOME","UNITED STATES SOLDIERS AND AIRMENS HOME","8400","$4,701,000.00","65"
"2000","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","$1,189,937,842.00","3,092"
"2000","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","$35,298,000.00","173"
"2000","8900","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","8900","$20,622,793,440.50","6,447"
"2000","8961","FEDERAL ENERGY REGULATORY COMMISSION","FEDERAL ENERGY REGULATORY COMMISSION","8961","$25,747,000.00","151"
"2000","9000","SELECTIVE SERVICE SYSTEM","SELECTIVE SERVICE SYSTEM","9000","$826,000.00","13"
"2000","9100","EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF","9100","$903,276,784.73","1,269"
"2000","9506","FEDERAL ELECTION COMMISSION","FEDERAL ELECTION COMMISSION","9506","$1,957,699.42","29"
"2000","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","FOREST SERVICE","1226","$609,158,147.90","9,083"
"2000","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","$25,000.00","2"
"2000","9517","COMMISSION ON CIVIL RIGHTS","COMMISSION ON CIVIL RIGHTS","9517","$374.66","1"
"2000","9524","NATIONAL MEDIATION BOARD","NATIONAL MEDIATION BOARD","9524","$1,689,000.00","197"
"2000","9531","UNITED STATES HOLOCAUST MEMORIAL MUSEUM","UNITED STATES HOLOCAUST MEMORIAL MUSEUM","9531","$1,140,000.00","23"
"2000","9568","BROADCASTING BOARD OF GOVERNORS","BROADCASTING BOARD OF GOVERNORS","9568","$58,440,000.00","528"
"2000","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","$16,400,000.00","92"
"2000","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","$36,462.00","2"
"2000","9700","DEPT OF DEFENSE","AFRRI","9770","$1,483,472.00","18"
"2000","9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","$136,973,682.00","278"
"2000","9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","$1,272,453,557.00","22,704"
"2000","9700","DEPT OF DEFENSE","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","97BZ","$323,559,908.48","726"
"2000","9700","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","97AK","$1,912,810,357.00","6,444"
"2000","9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","$9,580,614,190.61","47,873"
"2000","9700","DEPT OF DEFENSE","DEFENSE MEDIA CENTER (DMC)","97F1","$45,460,503.00","385"
"2000","9700","DEPT OF DEFENSE","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","9771","$63,918,161.00","138"
"2000","9700","DEPT OF DEFENSE","DEFENSE THREAT REDUCTION AGENCY (DTRA)","9761","$550,128,614.00","978"
"2000","9700","DEPT OF DEFENSE","DEPT OF DEFENSE","9700","$0.00","1"
"2000","9700","DEPT OF DEFENSE","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","97F2","$97,318,537.00","731"
"2000","9700","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","5700","$37,946,678,934.98","60,287"
"2000","9700","DEPT OF DEFENSE","DEPT OF THE ARMY","2100","$36,753,367,666.35","91,657"
"2000","9700","DEPT OF DEFENSE","DEPT OF THE NAVY","1700","$40,473,160,839.34","106,647"
"2000","9700","DEPT OF DEFENSE","MISSILE DEFENSE AGENCY (MDA)","97JC","$1,373,879,925.00","420"
"2000","9700","DEPT OF DEFENSE","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","97AB","$561,525,019.00","1,325"
"2000","9700","DEPT OF DEFENSE","TRICARE MANAGEMENT ACTIVITY (TMA)","9760","$1,369,249,726.00","160"
"2000","9700","DEPT OF DEFENSE","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","97ZS","$500,014,754.00","1,589"
"2000","9700","DEPT OF DEFENSE","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","97HW","$13,683,035.00","86"
"2000","9700","DEPT OF DEFENSE","VIRGINIA CONTRACTING AGENCY","9773","$220,207,402.00","855"
"2000","9700","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","97F5","$159,882,789.00","499"
"2000",,,,,"$0.00","2"
"2001","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$27,772,000.00","209"
"2001","1145","PEACE CORPS","PEACE CORPS","1145","$34,235,064.00","218"
"2001","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$189,500.00","1"
"2001","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$3,203,000.00","29"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","1241","$1,049,192,000.00","1,919"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$191,016.00","1"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$154,749,000.00","1,458"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$7,452,812.00","133"
"2001","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$1,411,721,000.00","1,979"
"2001","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","1242","$60,512,059.00","728"
"2001","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$4,438,703.00","34"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$11,244,493.00","91"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FARMERS HOME ADMINISTRATION","1236","$69,601,000.00","645"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","1251","$32,365,000.00","145"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$2,356,870.00","17"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$14,584,000.00","283"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$238,304.00","3"
"2001","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$68,743,251.92","2,041"
"2001","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$4,419,390.00","59"
"2001","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF FINANCE AND MANAGEMENT","1217","$15,824,000.00","142"
"2001","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$1,279,210.00","18"
"2001","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$9,262,319.00","38"
"2001","1200","AGRICULTURE, DEPARTMENT OF","SOIL CONSERVATION SERVICE","1227","$104,089,000.00","650"
"2001","1200","AGRICULTURE, DEPARTMENT OF","USDA, ASSISTANT SECRETARY FOR ADMINISTRATION","12B0","$8,475,683.00","29"
"2001","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF OPERATIONS","1215","$118,952,000.00","378"
