TreasuryAgencyCode,MainAccountCode,SubAccountCode,GWAagencyName,a,Acct_Type,Admin_Bureau,ATA,Fund_Type,SP,MinOfBPOA,MaxOfEPOA,GWA_TAS_Name,OMBaccountName,USAIDgreenbookAccountName,FundingAgencyID,ImplementingAgencyID,AgencyCode,BureauCode,SubfunctionCode,BEAcategory,dac_sector_code,USAIDgreenbookImplementingAgencyID,USAIDgreenbookImplementingSubagencyID,USAIDgreenbookFundingAgencyID,implementing_partner_type,assistance_category_id,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,totalFPDSandFAADSamount,topFundingAgencyIDtotalamount,IsManualOverride,IsOffsetAccount,IsGWATAScode,IsObsolete,istofix,IsManualOMBagencyOrBureau
0,126,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2018,"CONTINGENT EXPENSES, SECRETARY OF THE SENATE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,127,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2018,"CONTINGENT EXPENSES, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,128,0,CONGRESS,NULL,EXPND,1,0,GF,NULL,0,2016,NULL,NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,32007.7600,32007.7600,0,0,1,0,NULL,0
0,129,0,CONGRESS,,EXPND,1,0,GF,0,2009,2014,"CONTINGENT EXPENSES, UNITED STATES SENATE CAUCUS ON INTERNATIONAL NARCOTICS CONTROL, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,130,0,CONGRESS,NULL,EXPND,1,0,GF,NULL,0,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 23:31:56.7870000,Erasing after subaccount fix by CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,132,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2014,"OFFICIAL MAIL COSTS, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,140,0,CONGRESS,X,EXPND,1,0,GF,0,0,0,"CONTINGENT EXPENSES, STATIONERY, REVOLVING FUND, SENATE",NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3990.3600,3990.3600,0,0,1,0,NULL,0
0,152,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,65460.0000,65460.0000,0,NULL,0,0,NULL,0
0,160,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3187332.0000,3187332.0000,0,NULL,0,0,NULL,0
0,162,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3538.1900,3538.1900,0,NULL,0,0,NULL,0
0,162,526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3585.3000,3585.3000,0,NULL,0,0,NULL,0
0,162,631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,6758.2100,6758.2100,0,NULL,0,0,NULL,0
0,165,0,CONGRESS,X,EXPND,1,0,GF,0,0,0,"CONTINGENT EXPENSES, AUTOMOBILES AND MAINTENANCE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,167,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,64523.0100,64523.0100,0,NULL,0,0,NULL,0
0,171,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2014,"SALARIES AND EXPENSES, OFFICE OF SENATE LEGAL COUNSEL, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,172,0,CONGRESS,,EXPND,1,0,GF,0,2009,2014,"EXPENSE ALLOWANCE FOR THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND FOR THE MINORITY OF THE SENATE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,174,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2009,"CAPITOL GUIDE SERVICE AND SPECIAL SERVICES OFFICE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,177,0,CONGRESS,X,EXPND,1,0,GF,0,0,0,"CONTINGENT EXPENSES, SENATE, SALARIES, CAPITOL POLICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,181,0,CONGRESS,,EXPND,1,0,GF,0,2009,2014,"SALARIES AND CONTINGENT EXPENSES, JOINT ECONOMIC COMMITTEE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 23:31:56.7870000,Erasing after subaccount fix by CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,182,0,CONGRESS,X,EXPND,1,0,GF,0,0,0,"SALARIES AND CONTINGENT EXPENSES, SENATE POLICY COMMITTEES, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,184,0,CONGRESS,X,EXPND,1,0,GF,0,0,0,"SETTLEMENTS AND AWARDS RESERVE, CONTINGENT EXPENSES, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,185,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2016,"SALARIES AND EXPENSES, OFFICE OF THE LEGISLATIVE COUNSEL OF THE SENATE, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,186,0,CONGRESS,,EXPND,1,0,GF,NULL,2008,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,188,1,CONGRESS,X,EXPND,0,0,GF,0,0,0,"CONGRESSIONAL USE OF FOREIGN CURRENCY, SENATE",NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,2245543.5500,2207855.4800,0,0,1,0,NULL,0
0,190,0,CONGRESS,NULL,EXPND,1,0,GF,0,0,2014,"OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,199,0,CONGRESS,,EXPND,1,0,GF,0,2009,2011,"STATEMENT OF APPROPRIATION, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,200,0,CONGRESS,,EXPND,2,0,GF,0,2009,2014,"COMPENSATION OF MEMBERS AND RELATED ADMINISTRATIVE EXPENSES, HOUSE OF REPRESENTATIVES",NULL,NULL,1549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,279062.6900,279062.6900,0,0,1,0,NULL,0
0,215,0,CONGRESS,X,EXPND,2,0,GF,0,0,0,"PAYMENT TO WIDOWS AND HEIRS OF DECEASED MEMBERS OF CONGRESS, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,360,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,0.0000,0.0000,0,NULL,0,0,NULL,0
0,400,0,CONGRESS,NULL,EXPND,NULL,0,GF,0,0,2016,"SALARIES AND EXPENSES, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-20 08:36:35.4300000,CSIS\GSanders,54464794.5700,54464794.5700,1,0,1,0,NULL,0
0,420,0,CONGRESS,X,EXPND,0,0,GF,0,0,0,"LEGISLATIVE BRANCH EMERGENCY RESPONSE FUND, HOUSE OF REPRESENTATIVE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,425,0,CONGRESS,NULL,EXPND,4,0,GF,NULL,0,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,438,0,CONGRESS,X,EXPND,4,0,GF,0,0,0,"CONTINGENT EXPENSES, HOUSE OF REPRESENTATIVES, ALLOWANCES AND EXPENSES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,440,0,CONGRESS,X,EXPND,4,0,GF,0,0,0,"CONTINGENT EXPENSES, HOUSE OF REPRESENTATIVES, STATIONERY, REVOLVING FUND",NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,10973.5600,10973.5600,0,0,1,0,NULL,0
0,460,0,CONGRESS,,EXPND,4,0,GF,0,2009,2014,"CONTINGENT EXPENSES, JOINT COMMITTEE ON TAXATION, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,476,0,CONGRESS,X,EXPND,0,0,GF,0,0,0,"GENERAL EXPENSES, CAPITOL POLICE, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,477,0,CONGRESS,X,EXPND,4,0,GF,0,0,0,"CONTINGENT EXPENSES, SALARIES, CAPITOL POLICE, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,488,1,CONGRESS,X,EXPND,0,0,GF,0,0,0,"CONGRESSIONAL USE OF FOREIGN CURRENCY, HOUSE OF REPRESENTATIVES",NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,887314.1000,861447.0600,0,0,1,0,NULL,0
0,499,0,CONGRESS,,EXPND,4,0,GF,0,2009,2014,"STATEMENT OF APPROPRIATIONS, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 23:31:56.7870000,Erasing after subaccount fix by CSIS\GSanders,NULL,NULL,0,0,1,0,NULL,0
0,1060,0,CONGRESS,,URCPT,0,0,GF,0,0,0,FORFEITURES OF UNCLAIMED MONEY AND PROPERTY,NULL,NULL,1540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,5500.0000,5500.0000,0,1,1,0,NULL,0
0,1099,0,CONGRESS,,URCPT,0,0,GF,0,0,0,"FINES, PENALTIES, AND FORFEITURES, NOT OTHERWISE CLASSIFIED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,1,0,NULL,0
0,1299,0,CONGRESS,,URCPT,0,0,GF,0,0,0,"GIFTS TO THE UNITED STATES, NOT OTHERWISE CLASSIFIED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,1,0,NULL,0
0,1400,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Receipt roll-up, historical file only",NULL,NULL,9700,007,00,051,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,1449,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interest on loans to States, municipalities & otr. public bodies",NULL,NULL,2033,015,00,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,1451,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Interest on Rural Electrification Administration loans,NULL,NULL,2033,015,00,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,1463,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,International Monetary Fund,NULL,NULL,2033,015,00,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,1466,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interest on loans, AID",NULL,NULL,2033,015,00,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,1540,932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,54910.0000,54910.0000,0,NULL,0,0,NULL,0
0,1661,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Receipts roll-up, historical file only",NULL,NULL,2033,015,00,155,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,1900,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3800.0000,3800.0000,0,NULL,0,0,NULL,0
0,2050,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,0.0000,0.0000,0,NULL,0,0,NULL,0
0,2050,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,842.0000,842.0000,0,NULL,0,0,NULL,0
0,2091,919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-04-28 22:14:57.9300000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,29750.0000,29750.0000,0,NULL,0,0,NULL,0
0,2414,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Charges for services to trust funds,NULL,NULL,NULL,001,00,803,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,2635,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proceeds from surplus vessels,NULL,NULL,NULL,021,00,403,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,2636,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proceeds of sales from stockpile materials,NULL,NULL,9700,007,00,051,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
0,2636,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Proceeds of sales to the public from stockpile materials, DPA",NULL,NULL,9700,007,00,051,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:43.3530000,2014-03-20 09:37:43.3530000,CSIS\GSanders,NULL,NULL,0,1,0,0,NULL,0
