TreasuryAgencyCode,MainAccountCode,GWAagencyName,a,Acct_Type,Acct_Type_Description,Admin_Bureau,ATA,Fund_Type,Fund_Type_Description,SP,MinOfBPOA,MaxOfEPOA,GWA_TAS_Name,OMBaccountName,USAIDgreenbookAccountName,FundingAgencyID,ImplementingAgencyID,AgencyCode,BureauCode,SubfunctionCode,BEAcategory,dac_sector_code,USAIDgreenbookImplementingAgencyID,USAIDgreenbookImplementingSubagencyID,USAIDgreenbookFundingAgencyID,implementing_partner_type,assistance_category_id,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,totalFPDSandFAADSamount,topFundingAgencyIDtotalamount,IsManualOverride,IsOffsetAccount,IsGWATAScode,istofix,IsManualOMBagencyOrBureau
0,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,334,00,153,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,410,00,304,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,National Commission for the Review of Federal and State,NULL,NULL,NULL,396,00,751,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,346,00,054,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,100,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2009,2014,"COMPENSATION OF MEMBERS AND RELATED ADMINISTRATIVE EXPENSES, SENATE","Compensation of Members, Senate",NULL,NULL,1900,001,NULL,801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,424343.2900,188063.9000,0,0,1,0,0
0,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mileage of the Vice President and Senators,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,102,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"COMPENSATION AND MILEAGE OF THE VICE PRESIDENT AND SENATORS, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,107,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2014,"EXPENSE ALLOWANCES OF THE VICE PRESIDENT, THE PRESIDENT PRO TEMPORE, MAJORITY AND MINORITY LEADERS, MAJORITY AND MINORITY WHIPS, AND CHAIRMEN OF THE MAJORITY AND MINORITY CONFERENCE COMMITTEES, SENATE","Expense allowances of the Vice President, President Pro Tempore, Majority and Minority Leaders and Majority and Minority Whips",NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,108,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2009,2014,"REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS, SENATE",NULL,NULL,NULL,1900,NULL,NULL,NULL,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,110,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2017,"SALARIES, OFFICERS AND EMPLOYEES, SENATE","Salaries, Officers and Employees",NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,424723.8000,398723.8000,0,0,1,0,0
0,115,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"PAYMENT TO WIDOWS AND HEIRS OF DECEASED MEMBERS OF CONGRESS, SENATE",Payments to widows and heirs of deceased members of Congress,NULL,NULL,1900,001,05,801,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,0.0000,0.0000,0,0,1,0,0
0,118,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, FOLDING DOCUMENTS, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,123,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2016,"CONTINGENT EXPENSES, MISCELLANEOUS ITEMS, SENATE",Miscellaneous Items,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,126,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2018,"CONTINGENT EXPENSES, SECRETARY OF THE SENATE, SENATE",Secretary of the Senate,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,127,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2018,"CONTINGENT EXPENSES, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE, SENATE",Sergeant at Arms and Doorkeeper of the Senate,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,128,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2016,NULL,Inquiries and Investigations,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,39834.4200,39834.4200,0,0,1,0,0
0,129,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2009,2014,"CONTINGENT EXPENSES, UNITED STATES SENATE CAUCUS ON INTERNATIONAL NARCOTICS CONTROL, SENATE",Expenses of United States Senate Caucus on International Narcotics Control,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,130,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2016,NULL,Senators' Official Personnel and Office Expense Account,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,32500.0800,32500.0800,0,0,1,0,0
0,132,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2014,"OFFICIAL MAIL COSTS, SENATE",Official mail costs,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,140,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, STATIONERY, REVOLVING FUND, SENATE",Stationery (revolving fund),NULL,1900,1900,001,05,801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-25 14:26:52.2100000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3990.3600,3990.3600,0,0,1,0,0
0,152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,65460.0000,65460.0000,0,NULL,0,NULL,0
0,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3214262.4000,3214262.4000,0,NULL,0,NULL,0
0,162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,13881.7000,13881.7000,0,NULL,0,NULL,0
0,165,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, AUTOMOBILES AND MAINTENANCE, SENATE",Automobiles and maintenance,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,70523.0100,70523.0100,0,NULL,0,NULL,0
0,171,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2014,"SALARIES AND EXPENSES, OFFICE OF SENATE LEGAL COUNSEL, SENATE",Office of Senate Legal Counsel,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,172,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2009,2014,"EXPENSE ALLOWANCE FOR THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND FOR THE MINORITY OF THE SENATE, SENATE","Expense allowances of the Secretary of the Senate, Sergeant at Arms, and Doorkeeper of the Senate and secretaries for the majority and for the minority of the Senat",NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900,NULL,05,NULL,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,174,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2009,"CAPITOL GUIDE SERVICE AND SPECIAL SERVICES OFFICE, SENATE",Capitol Guide Service and Special Services Office,NULL,NULL,NULL,001,11,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,177,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, SENATE, SALARIES, CAPITOL POLICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Joint Committee on Printing,NULL,0000,NULL,001,NULL,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,0
0,181,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2009,2014,"SALARIES AND CONTINGENT EXPENSES, JOINT ECONOMIC COMMITTEE, SENATE",Joint Economic Committee,NULL,0000,NULL,001,NULL,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,4439.5100,4439.5100,0,0,1,NULL,0
0,182,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"SALARIES AND CONTINGENT EXPENSES, SENATE POLICY COMMITTEES, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Office of Senate fair employment practices,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,184,CONGRESS,X,EXPND,NULL,1,0,GF,NULL,NULL,0,0,"SETTLEMENTS AND AWARDS RESERVE, CONTINGENT EXPENSES, SENATE","Settlement and awards reserve, Senate",NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,185,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2016,"SALARIES AND EXPENSES, OFFICE OF THE LEGISLATIVE COUNSEL OF THE SENATE, SENATE",Office of the Legislative Counsel of the Senate,NULL,NULL,1900,001,05,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,186,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2008,2015,NULL,Joint Congressional Committee on Inaugural Ceremonies,NULL,0000,NULL,001,NULL,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,188,CONGRESS,X,EXPND,NULL,0,0,GF,NULL,NULL,0,0,"CONGRESSIONAL USE OF FOREIGN CURRENCY, SENATE","Congressional Use of Foreign Currency, Senate",NULL,NULL,1900,001,05,801,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,2254345.7700,2216657.7000,0,0,1,0,0
0,190,CONGRESS,NULL,EXPND,NULL,1,0,GF,NULL,NULL,0,2014,"OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES, SENATE",Office of Congressional Accessibility Services,NULL,NULL,NULL,001,11,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,0.0000,0.0000,0,0,1,0,0
0,199,CONGRESS,,EXPND,NULL,1,0,GF,NULL,NULL,2009,2011,"STATEMENT OF APPROPRIATION, SENATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,200,CONGRESS,,EXPND,NULL,2,0,GF,NULL,NULL,2009,2014,"COMPENSATION OF MEMBERS AND RELATED ADMINISTRATIVE EXPENSES, HOUSE OF REPRESENTATIVES",Compensation of Members and Related Administrative Expenses,NULL,NULL,NULL,001,10,801,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,1151207.4200,1151207.4200,0,0,1,0,0
0,208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mileage of Members,NULL,NULL,NULL,001,10,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,215,CONGRESS,X,EXPND,NULL,2,0,GF,NULL,NULL,0,0,"PAYMENT TO WIDOWS AND HEIRS OF DECEASED MEMBERS OF CONGRESS, HOUSE OF REPRESENTATIVES",Payment to Widows and Heirs of Deceased Members of Congress,NULL,NULL,NULL,001,10,801,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,002,10,752,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Emergency health,NULL,7500,7526,009,15,054,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,0.0000,0.0000,0,NULL,0,NULL,0
0,400,CONGRESS,NULL,EXPND,NULL,NULL,0,GF,NULL,NULL,0,2016,"SALARIES AND EXPENSES, HOUSE OF REPRESENTATIVES",Salaries and Expenses,NULL,NULL,NULL,001,10,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,59870480.5544,54464794.5700,0,0,1,0,0
0,401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,405,00,502,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Salaries, officers and employees",NULL,NULL,NULL,001,10,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
0,420,CONGRESS,X,EXPND,NULL,0,0,GF,NULL,NULL,0,0,"LEGISLATIVE BRANCH EMERGENCY RESPONSE FUND, HOUSE OF REPRESENTATIVE",Legislative Branch emergency response fund,NULL,NULL,NULL,001,11,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,0,0
0,425,CONGRESS,NULL,EXPND,NULL,4,0,GF,NULL,NULL,0,2014,NULL,Office of the Attending Physician,NULL,0000,NULL,001,NULL,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,438,CONGRESS,X,EXPND,NULL,4,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, HOUSE OF REPRESENTATIVES, ALLOWANCES AND EXPENSES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,440,CONGRESS,X,EXPND,NULL,4,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, HOUSE OF REPRESENTATIVES, STATIONERY, REVOLVING FUND",Stationery (revolving fund),NULL,1900,NULL,001,10,801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-25 14:26:52.2100000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,10973.5600,10973.5600,0,0,1,0,0
0,460,CONGRESS,,EXPND,NULL,4,0,GF,NULL,NULL,2009,2014,"CONTINGENT EXPENSES, JOINT COMMITTEE ON TAXATION, HOUSE OF REPRESENTATIVES",Joint Committee on Taxation,NULL,0000,NULL,001,NULL,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,476,CONGRESS,X,EXPND,NULL,0,0,GF,NULL,NULL,0,0,"GENERAL EXPENSES, CAPITOL POLICE, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
0,477,CONGRESS,X,EXPND,NULL,4,0,GF,NULL,NULL,0,0,"CONTINGENT EXPENSES, SALARIES, CAPITOL POLICE, HOUSE OF REPRESENTATIVES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
