vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	CENTRAL AFRICAN REPUBLIC	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CZE	CZECHIA	1	CZE	CZECH REPUBLIC	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNQ	EQUATORIAL GUINEA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MKD	NORTH MACEDONIA	1	MKD	MACEDONIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWZ	ESWATINI	1	SWZ	SWAZILAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
fundingrequestingagencyid	fundingrequestingofficeid	MaxOfNewFKfunding_office_name	unmatched_name_count	PKOfficeName	any_name_match	PrimaryKeyTable
12C2	1284JP	WEBER BASIN JOB CORPS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1284M8	INTERMOUNTAIN REGIONAL OFFICE, REGION 4	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128508	MEDICINE BOW-ROUTT NATIONAL FOREST	1	USDA  FS LARAMIE RANGER DISTRICT	0	Office.OfficeID
12C2	128555	BRIDGER-TETON NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128774	USDA FS FLATHEAD NF	1	NULL	0	Office.OfficeID
12C2	128KFE	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1291T5	ANGELES NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1291Y9	LOS PADRES NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1291Z9	MENDOCINO NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1293BZ	USDA FS FEPP	1	NULL	0	Office.OfficeID
12C2	1294TZ	WESTERN ZONE	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	129690	USDA FS CAL FIRE	1	NULL	0	Office.OfficeID
12C2	129A08	MODOC NATIONAL FOREST	1	USDA  FSM MODOC NATIONAL FOREST	0	Office.OfficeID
12C2	129A23	SEQUOIA NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	129A26	USDA FOREST SERVICE SQF	1	NULL	0	Office.OfficeID
12C2	129A40	SIERRA NATIONAL FOREST	1	USDA FOREST SEVICE	0	Office.OfficeID
12C2	129A55	STANILAUS NATIONAL FOREST	1	USDA FS STANISLAUS NF	0	Office.OfficeID
12C2	129A72	SAN DIMAS TECHNOLOGY AND DEVELOPMENT CENTER	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	129AD6	PACIFIC SOUTHWEST FOREST AND RANGE EXPERIMENT STATION	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	129AGH	LOS PADRES NATIONAL FOREST	1	NULL	0	Office.OfficeID
12C2	129AM9	USDA FS CAL FIRE	1	NULL	0	Office.OfficeID
12C2	129J02	USDA  FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	129JGA	PLUMAS NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	12F31B	EL YUNQUE / CARIBBEAN NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C3	120211	NRCS-ID STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	120325	NRCS-MT STATE OFFICE	1	USDA NRCS MONTANA SO	0	Office.OfficeID
12C3	120546	NRCS-WA STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	121106	NRCS-CT STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	1212C3	NRCS-CHIEF	1	USDA NRCS	0	Office.OfficeID
12C3	122B29	NRCS-NJ STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	12362H	NRCS-ASSOC CHIEF FOR CONSERVATION	1	NULL	0	Office.OfficeID
12C3	1236PZ	NRCS-SOIL SURVEY REG-ALASKA	1	NULL	0	Office.OfficeID
12C3	124639	NRCS-SC STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	125A12	NRCS-IL STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	125C16	NRCS-KY STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	125E34	NRCS-OH STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	126114	NRCS-IA STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	126265	NRCS-SOIL SURVEY REG-NORTHCENTRAL-SALINA	1	NRCS-SOIL SURVEY REG OFFICE 5-KS	0	Office.OfficeID
12C3	126633	NRCS-ND STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	126740	NRCS-SD STATE OFFICE	1	USDA NRCS SD SO	0	Office.OfficeID
12C3	127217	NRCS-LA STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	1275R5	NRCS-SOIL SURVEY REG-SOUTHCENTRAL-TEMPLE	1	NRCS-SOIL SURVEY REG OFFICE 9-TX	0	Office.OfficeID
12C3	128B05	NRCS-CO STATE OFFICE	1	USDA NRCS COLORADO STATE OFFICE	0	Office.OfficeID
12C3	128C30	NRCS-NM STATE OFFICE	1	USDA NRCS	0	Office.OfficeID
12C3	128D43	NRCS-UT STATE OFFICE	1	USDA NRCS UTAH SO	0	Office.OfficeID
12C3	128E49	NRCS-WY STATE OFFICE	1	USDA  NRCS	0	Office.OfficeID
12D0	12FPAC	FPAC BUS CNTR-ACQ DIV	1	FPAC BUS CNTR-ACQUISITION DIV	0	Office.OfficeID
12D0	12FPC2	FPAC BUS CNTR-ACQ DIV-OPS BRA-SEC 2	1	ACQUISITION DIV-OPS BRANCH-SEC 2	0	Office.OfficeID
12D0	12FPC3	FPAC BUS CNTR-ACQ DIV-OPS BRA-SEC 3	1	ACQUISITION DIV-OPS BRANCH-SEC 3	0	Office.OfficeID
12D2	123K01	FSA-MD STATE OFFICE	1	USDA FSA JOHN HANSONS BUSINESS CTR	0	Office.OfficeID
12D2	124658	FSA-SC STATE OFFICE	1	NULL	0	Office.OfficeID
12D2	12561F	FSA-WI STATE OFFICE	1	USDA FSA	0	Office.OfficeID
12D2	12648S	FSA-MO STATE OFFICE	1	USDA FSA	0	Office.OfficeID
12D2	12655S	FSA-NE STATE OFFICE	1	USDA FSA	0	Office.OfficeID
12D2	127A85	FSA-AR STATE OFFICE	1	USDA  FSA	0	Office.OfficeID
12D2	127DC6	FSA-TX STATE OFFICE	1	USDA FSA	0	Office.OfficeID
12D2	128334	FSA-NM STATE OFFICE	1	USDA FSA	0	Office.OfficeID
12D2	128447	FSA-AERIAL PHOTOGRAPHY FIELD OFFICE	1	USDA FSA	0	Office.OfficeID
12D2	129100	FSA-CA STATE OFFICE	1	USDA FSA	0	Office.OfficeID
12D3	122903	FAS-FOOD FOR EDUCATION	1	USDA FAS	0	Office.OfficeID
12D3	12351B	FAS-DEP ADMIN GLOBAL MRKT ANALYSIS	1	FAS-DEP ADMIN GLOBAL ANALYSIS	0	Office.OfficeID
12D3	12351F	FAS-DEP ADMIN GLOBAL PROGRAMS	1	FAS-DEP ADMIN TRADE PROGRAMS	0	Office.OfficeID
12D3	12351X	FAS-INFORMATION TECH	1	FAS-INFORMATION SERVICE DIV	0	Office.OfficeID
12E3	120186	ALASKA STATE OFFICE	1	USDA RURAL DEVELOPMENT	0	Office.OfficeID
12E3	1231ME	PROCUREMENT MANAGEMENT OFFICE	1	USDA RURAL DEVELOPMENT	0	Office.OfficeID
12E3	123RBC	RURAL BUSINESS COOP-SERVICES	1	USDA/RURAL DEVELOPMENT	1	Office.OfficeID
12E3	123RUS	RURAL UTILITIES SERVICES	1	USDA/RURAL DEVELOPMENT	1	Office.OfficeID
12E3	12421E	FLORIDA STATE OFFICE	1	USDA RURAL DEVELOPMENT	1	Office.OfficeID
12E3	125164	ILLINOIS STATE OFFICE	1	USDA RURAL DEVELOPMENT	1	Office.OfficeID
12E3	125241	INDIANA STATE OFFICE	1	USDA RURAL DEVELOPMENT	1	Office.OfficeID
12E3	127A22	ARKANSAS STATE OFFICE	1	USDA RURAL DEVELOPMENT	0	Office.OfficeID
12E3	127B42	LOUISIANA STATE OFFICE	1	USDA RURAL DEVELOPMENT	1	Office.OfficeID
12E3	127C27	OKLAHOMA STATE OFFICE	1	USDA RURAL DEVELOPMENT	1	Office.OfficeID
12E3	128241	COLORADO STATE OFFICE	1	USDA RURAL DEVELOPMENT	0	Office.OfficeID
12E3	129182	CALIFORNIA STATE OFFICE	1	USDA RURAL DEVELOPMENT	0	Office.OfficeID
12E3	12SER0	SERVICING OFFICE	1	NULL	0	Office.OfficeID
12F2	12510N	USDA FNS	1	NULL	0	Office.OfficeID
12H2	120205	USDA ARS PWA WMR	1	USDA ARS PWA NWRC	0	Office.OfficeID
12H2	120208	USDA ARS PWA NWISR	1	USDA ARS PWA NWISRL	0	Office.OfficeID
12H2	120404	USDA ARS PWA RMFMR	1	USDA ARS PWA EOARC	0	Office.OfficeID
12H2	120415	USDA ARS PWA PACIFIC SHELLFISH RESEARCH	1	USDA ARS PWA CORVALLIS ADMIN OFFICE	0	Office.OfficeID
12H2	120426	USDA ARS PWA SWCR	1	USDA ARS PWA CPCRC	0	Office.OfficeID
12H2	120521	USDA ARS PWA PULLMAN LSS	1	USDA ARS PWA PULLMAN ADMIN OFFICE	0	Office.OfficeID
12H2	120536	USDA ARS PWA PPTFR	1	USDA ARS PWA TFRL	0	Office.OfficeID
12H2	121LAN	USDA ARS NEA JMHNRCA	1	USDA ARS NEA JMHNRC	0	Office.OfficeID
12H2	122313	USDA ARS NEA PGRR	1	USDA ARS NEA PGR	0	Office.OfficeID
12H2	122328	USDA ARS NEA RWHCAH	1	USDA ARS NEA RWHC	0	Office.OfficeID
12H2	122330	USDA ARS NEA RWHCAH EPPR	1	NULL	0	Office.OfficeID
12H2	1231B5	USDA ARS OFFICE OF ADMINISTRATOR	1	USDA ARS OA	0	Office.OfficeID
12H2	1231PE	ARS AFM ITSD	1	USDA ARS ROM OCIO	1	Office.OfficeID
12H2	1232NY	USDA ARS NEA BARC HRSL	1	USDA ARS NEA HRSL	0	Office.OfficeID
12H2	1232R9	USDA ARS NEA BARC SASL	1	USDA ARS NPS PAC	0	Office.OfficeID
12H2	1232S1	USDA ARS NEA BHNRC FCMDL	1	USDA ARS NEA	0	Office.OfficeID
12H2	1232S3	USDA ARS NEA BHNRC FCHL	1	USDA ARS	0	Office.OfficeID
12H2	1233GR	USDA ARS NEA CCWAR	1	USDA ARS NEA NCCCWA	0	Office.OfficeID
12H2	12344R	USDA ARS NPS OIRP	1	USDA ARS OIRP	0	Office.OfficeID
12H2	12349B	USDA ARS NEA AFRL	1	USDA ARS NEA AFRS	0	Office.OfficeID
12H2	123621	USDA ARS NEA ERRC BOACPR	1	NULL	0	Office.OfficeID
12H2	123JL0	NEA EASTERN REGIONAL RESEARCH CENTE	1	USDA ARS NEA ERRC ADMIN OFFICE	0	Office.OfficeID
12H2	123K45	USDA ARS NEA BARC APDL	1	USDA ARS NEA LPSI	0	Office.OfficeID
12H2	123K50	USDA ARS NEA BARC FD	1	USDA ARS NEA BARC FS	0	Office.OfficeID
12H2	123K72	USDA ARS NEA BARC SGIL	1	USDA  ARS NEA SGIL	0	Office.OfficeID
12H2	123K84	USDA ARS NEA BARC	1	USDA ARS NEA PSI	0	Office.OfficeID
12H2	123K95	USDA ARS NEA BARC AGIL	1	USDA ARS NEA OCI	0	Office.OfficeID
12H2	12405E	USDA ARS SEA AAO FAC/SAF/REAL PROP	1	NULL	0	Office.OfficeID
12H2	124210	USDA ARS SEA IPRL	1	USDA ARS	0	Office.OfficeID
12H2	1242H9	USDA  AMS  FRUIT AND VEG DIV  FPB	1	NULL	0	Office.OfficeID
12H2	124389	USDA ARS SEA TIFTON LSS	1	USDA ARS SEA GCPES	0	Office.OfficeID
12H2	124409	USDA ARS SEA COTTON GR	1	USDA ARS MSA	0	Office.OfficeID
12H2	124431	USDA ARS SEA SIMR	1	USDA ARS SEA	0	Office.OfficeID
12H2	1244Q5	USDA ARS SEA BCPR	1	NULL	0	Office.OfficeID
12H2	1244UK	USDA ARS SEA SHR	1	USDA ARS SEA SFR	0	Office.OfficeID
12H2	1245ZE	USDA ARS SEA MQHR	1	USDA ARS SEA LSS	0	Office.OfficeID
12H2	124604	USDA ARS SEA VR	1	USDA ARS SAA	0	Office.OfficeID
12H2	12518P	USDA ARS MWA GCPR	1	USDA ARS MWA ADMIN OFFICE	0	Office.OfficeID
12H2	1251LA	USDA ARS MWA AREA DIRECTOR	1	USDA ARS MWA	0	Office.OfficeID
12H2	12537K	USDA ARS MWA FAPR	1	USDA ARS MSA FAPRU	0	Office.OfficeID
12H2	125405	USDA ARS MWA SBR	1	USDA ARS MWA ADORL	0	Office.OfficeID
12H2	125513	USDA ARS MWA SDR	1	USDA ARS MWA	0	Office.OfficeID
12H2	1255A2	USDA ARS MWA CSWQR	1	NULL	0	Office.OfficeID
12H2	125LAH	USDA ARS MWA NCAUR RPTR	1	NULL	0	Office.OfficeID
12H2	126122	USDA ARS MWA PIR	1	USDA  ARS	0	Office.OfficeID
12H2	126228	USDA ARS PA CGAHR HWWGR	1	USDA ARS PA PSERU	0	Office.OfficeID
12H2	126240	USDA ARS PA CGAHR	1	USDA  ARS  NPA	0	Office.OfficeID
12H2	126333	USDA ARS MWA SMR	1	USDA ARS MWA	0	Office.OfficeID
12H2	126434	USDA ARS MWA CSWQR	1	USDA  ARS  CROPPING SYS  WATER QUAL	0	Office.OfficeID
12H2	1264XK	USDA ARS MWA PGR	1	USDA  ARS DDPSC	0	Office.OfficeID
12H2	126538	USDA ARS PA USMARC	1	USDA ARS PA ANIMAL RES CENTER	0	Office.OfficeID
12H2	126542	USDA ARS PA AMR	1	USDA ARS PA	0	Office.OfficeID
12H2	126612	USDA ARS PA RRVARC	1	USDA ARS PA	0	Office.OfficeID
12H2	126658	USDA ARS PA GFHNRC	1	USDA ARS PA	0	Office.OfficeID
