systemequipmentcode,systemequipmentcodeText,StartFiscalYear,EndFiscalYear,ProjectID,CSISmodifiedDate,CSISmodifiedBy
1AHE,OH-5/6 PAWNEE,NULL,NULL,96,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHH,AH-56 CHEYENNE,1991,1991,97,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHJ,CH-46 SEA KNIGHT,1990,2010,98,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHK,CH-47 CHINOOK,1990,2012,99,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHL,H-51,1991,1991,100,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHM,AH-1 COBRA,1990,NULL,101,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1AHN,AH-1J IRANIAN,1990,1991,102,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHO,EH-1H ELECTRONIC,1991,1993,103,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHP,AH-1S COBRA TOW,1990,1993,104,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHQ,CH-54 TARHE,1990,1993,105,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHR,TH-55 OSAGE,1991,1993,106,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHS,214 COMMERCIAL,1991,2003,107,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHU,UH-19 CHICKASAW,1990,1991,108,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHW,AH-1G HUEYCOBRA,1992,1993,109,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AHZ,NH-41 SENECA,1990,1993,110,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AIA,UH-60 BLACKHAWK UTTAS,1990,NULL,111,2019-04-13 01:13:53.7833333,Automatic fiscalyear adjustment by GSanders@csis.org
1AIB,QH-50,1990,1993,112,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AIC,AH-64 APACHE,1990,NULL,113,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1AID,YEH-60,1991,1993,114,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AIE,SCOUT ASH,1990,2009,115,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AIG,LONGBOW APACHE,1995,2013,1872,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AIH,RAH 66 COMMANCHE,1997,2009,117,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AII,COMMANCHE,1998,2003,118,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AOA,0-1 BIRD DOG,1992,1992,119,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ARA,RV-1,1991,2003,120,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ARJ,RU-21,1990,1991,121,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ATG,2B-24 SYNTHETIC FLIGHT TRN,1990,1991,122,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ATH,HELICOPTER NEW TRAINING,1999,2003,123,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AUA,U-1 OTTER,1990,1993,124,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AUB,U-8 SEMINOLE,1990,1992,125,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AUC,U-6 BEAVER,1990,1990,126,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AUE,U-21 UTE,1991,2003,127,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AVA,OV-1 MOHAWK,1990,2010,128,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AVE,CV-7 BUFFALO,1990,1992,129,2016-04-25 21:23:06.3470000,CSIS\GSanders
1AWA,X-19,1990,1992,130,2016-04-25 21:23:06.3470000,CSIS\GSanders
1BTB,T-53,1990,1993,131,2016-04-25 21:23:06.3470000,CSIS\GSanders
1BTC,T-55,1990,1993,132,2016-04-25 21:23:06.3470000,CSIS\GSanders
1BTJ,T-63,1990,1993,133,2016-04-25 21:23:06.3470000,CSIS\GSanders
1BTK,T-64,1992,1992,134,2016-04-25 21:23:06.3470000,CSIS\GSanders
1BTN,T-800,1995,2003,135,2016-04-25 21:23:06.3470000,CSIS\GSanders
1BTP,T-700,1990,2009,136,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CAA,BALLISTIC MISSILE DEFENSE SYS,1988,NULL,137,2019-04-13 01:13:53.7833333,Automatic fiscalyear adjustment by GSanders@csis.org
1CED,BALL MSL DEF SYS,1991,1993,138,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMA,MIM-14 NIKE HERCULES,1990,1993,139,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMB,XAGM-22 (SS-11) MSL SYS,1991,1991,140,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMC,MIM-23 HAWK,1990,2012,141,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMD,MGM-29 SERGEANT,1990,1990,142,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CME,MGM-31 PERSHING,1990,1993,143,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMF,NULL,1993,1993,144,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMH,MQM-40/42 REDHEAD/ROADRUNNER,1990,1990,145,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMJ,FIM-43 REDEYE (LONGBOW),1991,1991,146,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CML,MGM-52 LANCE,1990,1993,147,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMN,MIM-72 CHAPARRAL,1990,2002,148,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMS,MGM-71 TOW,1990,1993,149,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMU,M-77 DRAGON,1990,2002,150,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CMZ,FAADS C21 (SHORAD),1990,2011,151,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNA,STINGER (RMP)  MANPORTABLE SAM,1990,2011,152,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNB,ASSAULT BREAKER,1991,1994,153,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNC,QM-107 GD MSL TGT SYS,1990,2003,154,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CND,FOG-M MISSILE (FAADS NLOS),1992,1992,155,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNE,PATRIOT MISSILE SYS,1990,NULL,1916,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1CNG,U S ROLAND,1991,1993,157,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNL,ARMY TACTICAL MISSILE SYSTEM,1991,NULL,158,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1CNM,"TOW-2 TB-LH,OP-TRK,WG ANTI ARM",1991,2010,159,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNP,"AVENGER - FADS, LOS, RPMS",1994,2004,160,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNQ,BRLNT ANTI-ARMOR SUBMUNITION,1998,2003,161,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNR,IMPROVED TARGET ACQ SYS,1994,2009,162,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNS,JAVELIN,1994,2003,685,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNT,MLRS - MULTIPLE LNCH ROCK SYS,1995,2013,164,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNU,CORPS SAM,1996,2003,165,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNV,GBI - GROUND BASED INTERCEPTOR,1994,2003,166,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CNW,GBR -GROUND BASED RADAR,1995,NULL,167,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1CNX,THAAD-THEATER HIGH ALT AIR DEF,1995,2012,1922,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CPA,HELLFIRE MODULAR MSL SYS,1990,2003,169,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CPB,LASER HELLFIRE,1998,2003,9,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CPJ,UAV HUNTER (SHORT RANGE UAV),1999,2003,171,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRC,XMQR-13,1991,1991,172,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRG,"2.75"" ROCKET ALL TYPES",1991,2003,173,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRL,M72 66MM HEAT ROCKET,NULL,NULL,174,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRM,"LAUNCHER, ROCKET 2.75",2002,2003,175,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRN,,1997,2001,176,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRO,NULL,1998,1998,177,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRV,MULT LNCH ROCKET SYS,1990,2011,178,2016-04-25 21:23:06.3470000,CSIS\GSanders
1CRW,LONGBOW HELLFIRE,1997,2003,1824,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAD,TRUCKS <1T,1994,2012,180,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAE,TRUCKS 2 1/2T,1994,2003,181,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAF,TRUCKS 5T,1994,2011,182,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAG,TRUCKS 10T,1994,2009,1925,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAH,TRUCKS >10T,1994,2003,184,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAI,RECOVERY VEHICLE M88 IMPROVED,1994,2003,185,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAJ,ARMORED SECURITY VEHICLE,1994,2003,186,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAK,PALLETIZED LOADING SYSTEM  PLS,1995,2003,187,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAL,Stryker Armored Vehicles,2003,2009,188,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAM,H. MOB. MP WHEELED VEH (HMMWV),1997,2009,189,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DAN,Family Med Tact Veh (FMTV),2003,2003,190,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBA,BRIDGE (ARMORED VEH LAUNCH),1990,1993,191,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBE,LAUNCHER TNK CHASSIS M60/AVB,1991,1993,192,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBF,LACV-30 AIR CUSH VEH 25-30T,1991,1994,193,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBI,BRIDGE FIXED HWY ALUM,1990,1993,194,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBJ,BRIDGE FLOAT RIBBON INT BAY,1990,1992,195,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBK,BRIDGE FLOAT RIBBON RAMP,1990,1990,196,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBL,LANDING VEH TRACKED AMPHIB,1991,2003,197,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBN,(ALMSC),1992,1993,198,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBO,COMBAT ENGINEER FT T118 M728,1991,1993,199,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBP,TNK & AUTO TECH,1989,1993,200,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBQ,CAVALRY FIGHTING VEHICLE,1991,1993,201,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBR,NULL,1993,1993,202,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBS,RPV (STING RAY),1990,1993,203,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBT,RECOVERY VEHICLE M88 MED,1990,1993,204,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBU,RECOVERY VEHICLE (FT) M578,1990,1993,205,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBV,"BRADLEY,INFANTRY FT VEH FAMILY",1990,NULL,206,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBW,ASSAULT GEN SHERIDAN XM551,1990,1993,207,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DBY,TRAINER SHERDN WPN SYS XM35,1991,1991,208,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCA,CARRIER CARGO M548,1990,1993,209,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCB,CHASSIS CARRIER XM-730,1992,1992,210,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCD,COMMAND POST M577,1990,1993,211,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCE,CARRIER VULCAN SP XM-741,1990,1993,212,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCF,CARRIER FT CHAPARRAL XM730,NULL,NULL,213,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCG,PERSONNEL CARRIER M113,1990,1993,214,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCI,CARRIER M113-TOW,1990,1993,215,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCK,CARRIER GM901 ITV,1990,1993,216,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCO,MORTAR CARRIER M-106,NULL,NULL,217,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DCP,CARRIER M113 MODS,1994,2012,1929,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DEB,CRANE 5 TON 3/8 CU YD,1992,2002,219,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DED,CRANE WHEEL MTD 20T 3/4 CU YD,1990,2003,220,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DEE,CRANE HYDRAULIC 25 TON (CCE),1990,2003,221,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DEF,LOADER SCOOP TYPE 4-6 CU YD,1990,2003,222,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DEG,TRUCK CONCRETE,1991,2003,223,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DGA,AMPHIBIOUS 5 TON LARC,1991,1991,224,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DGC,AMPHIBIOUS 15 TON LARC,1991,1991,225,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DGE,AMPHIBIOUS 60 TON LARC,1996,2000,226,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DGG,AIR CUSHION VEH 30 TON,1990,1999,227,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DID,LOW BED 52 1/2 TON M747,1990,2003,228,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIE,STAKE 12-16 TON (C/S),1992,1992,229,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIF,TANK (FUEL SVC) M131 SEMI-TRL,1991,2003,230,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DII,BREAK BULK CONT 34 TON,1990,1992,231,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIJ,SHOP VAN 6 TON M146,1991,1996,232,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIM,M-857 SEMI-TRAILER,1990,2003,233,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIN,VAN ELECTRONIC 6 TON M373,1992,2002,234,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIQ,M871 22.5 TON,1990,2003,235,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIR,M872 34 TON,1992,2009,236,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DIS,TRAILERS,1994,2009,237,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJA,M-60 COMBAT 152MM GUN,1990,1993,238,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJB,M-60 COMBAT 105MM GUN,1989,2003,239,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJC,M-48 TANK,1990,1993,240,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJE,M-1 COMBAT 105MM GUN (ABRAMS),1990,1993,241,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJF,XM-1 FSED TANK PROGRAM,1990,1993,242,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJG,M-728 COMBAT,1991,1993,243,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJH,XM-723 IFV,1991,1993,244,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJI,MBT-70 152MM GUN,1991,1993,245,2016-04-25 21:23:06.3470000,CSIS\GSanders
