5) ETL.Sp_FPDSdelta_FixCodeNameMismatch start
2025-12-04 05:24:41.360

sam_exception









recipient_duns	recipient_uei	recipient_parent_duns	recipient_parent_uei	contract_transaction_unique_key



























productorservicecode	product_or_service_code_description	minofsignedyear	maxofsignedyear	minoflast_modified_year	maxoflast_modified_year	PlatformPortfolio	ProductServiceOrRnDarea	RnD_budgetActivity
7008_-NONE-_HSCG8007P3FAE09_0_-NONE-_0	2025-08-19 00:00:00.0000000	MN	MN	MINNESOTA	MINNESOTA
7008_-NONE-_HSCG8007P3FAE81_0_-NONE-_0	2025-08-19 00:00:00.0000000	IN	IN	INDIANA	INDIANA
7008_-NONE-_HSCG8007P3FAE90_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8007P3FAE93_0_-NONE-_0	2025-08-19 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG8007P3FAF03_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P319132_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P319153_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P340058_0_-NONE-_0	2025-08-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P340174_0_-NONE-_0	2025-08-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P35G058_0_-NONE-_0	2025-08-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P360115_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P370M63_0_-NONE-_0	2025-08-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL088_0_-NONE-_0	2025-08-05 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG8105P3BL092_0_-NONE-_0	2025-08-05 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG8105P3BL098_0_-NONE-_0	2025-08-05 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG8105P3BL112_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL116_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL118_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL135_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL141_0_-NONE-_0	2025-08-18 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG8105P3BL149_0_-NONE-_0	2025-08-20 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG8105P3BL161_0_-NONE-_0	2025-08-20 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG8105P3BL175_0_-NONE-_0	2025-08-21 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG8105P3BL191_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL196_0_-NONE-_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL223_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL247_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL253_0_-NONE-_0	2025-09-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL261_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3D5024_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3D5101_0_-NONE-_0	2025-08-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3GC006_0_-NONE-_0	2025-09-04 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG8105P3MW200_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3PB232_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR361_0_-NONE-_0	2025-08-05 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR470_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR497_0_-NONE-_0	2025-08-13 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR555_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR580_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR687_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR719_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR749_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR762_0_-NONE-_0	2025-08-21 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR829_0_-NONE-_0	2025-09-04 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR852_0_-NONE-_0	2025-08-26 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SY047_0_-NONE-_0	2025-09-04 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SY385_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SY394_0_-NONE-_0	2025-08-18 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SY628_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3TJ093_0_-NONE-_0	2025-08-27 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG8105P3TM156_0_-NONE-_0	2025-08-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3VA178_0_-NONE-_0	2025-08-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3WG041_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XA020_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XC201_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XG054_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XG081_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XG202_0_-NONE-_0	2025-09-04 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG8105P3XM051_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XM099_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3XS001_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3YG002_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3YH004_0_-NONE-_0	2025-09-04 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG8105P3YH013_0_-NONE-_0	2025-08-05 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG8105P3YH062_0_-NONE-_0	2025-08-20 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG8105P3YT146_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3ZB110_0_-NONE-_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105W360185_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8204P3WDNQ3_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDB52_0_-NONE-_0	2025-08-07 00:00:00.0000000	MS	MS	MISSISSIPPI	MISSISSIPPI
7008_-NONE-_HSCG8205P3WDBA2_0_-NONE-_0	2025-08-20 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG8205P3WDBD3_0_-NONE-_0	2025-08-21 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG8205P3WDBD4_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDBE8_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDBF3_0_-NONE-_0	2025-08-21 00:00:00.0000000	TX	TX	TEXAS	TEXAS
7008_-NONE-_HSCG8205P3WDC5A_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDG13_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDNLA_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDNLB_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDNM2_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDPPA_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDRG1_0_-NONE-_0	2025-08-11 00:00:00.0000000	TX	TX	TEXAS	TEXAS
7008_-NONE-_HSCG8205P3WDS72_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8205P3WDW52_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8404A500112HSCG8404JHXD016_0_-NONE-_0	2025-08-20 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG8405CHXL085_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8405P3QE018_0_-NONE-_0	2025-08-12 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG8405P3QE021_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8405P3QE024_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8405P3QE025_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8405P3QE026_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8407CHYV062_0_-NONE-_0	2025-08-05 00:00:00.0000000	AL	AL	ALABAMA	ALABAMA
7008_-NONE-_HSCG8505F695264_0_-NONE-_0	2025-08-20 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG8505P625A53_0_-NONE-_0	2025-08-20 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG8506P625071_0_-NONE-_0	2025-08-20 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG8506P625546_0_-NONE-_0	2025-08-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625568_0_-NONE-_0	2025-08-20 00:00:00.0000000	MS	MS	MISSISSIPPI	MISSISSIPPI
7008_-NONE-_HSCG8506P625610_0_-NONE-_0	2025-08-20 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG8506P625623_0_-NONE-_0	2025-08-20 00:00:00.0000000	OR	OR	OREGON	OREGON
7008_-NONE-_HSCG8506P625658_0_-NONE-_0	2025-08-20 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG8506P625691_0_-NONE-_0	2025-08-20 00:00:00.0000000	AK	AK	ALASKA	ALASKA
7008_-NONE-_HSCG8506P625719_0_-NONE-_0	2025-08-20 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG8506P625759_0_-NONE-_0	2025-08-20 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG8506P625801_0_-NONE-_0	2025-08-20 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG8506P625827_0_-NONE-_0	2025-08-21 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG8506P625828_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625859_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625902_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625924_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625962_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625A19_0_-NONE-_0	2025-08-21 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG8506P625A23_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625A57_0_-NONE-_0	2025-08-21 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG8506P625A72_0_-NONE-_0	2025-08-21 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG8506P625A74_0_-NONE-_0	2025-08-21 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG8506P625A92_0_-NONE-_0	2025-08-21 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG8506P625B02_0_-NONE-_0	2025-08-21 00:00:00.0000000	HI	HI	HAWAII	HAWAII
7008_-NONE-_HSCG8506P625B40_0_-NONE-_0	2025-08-21 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG8506P625B94_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8506P625C10_0_-NONE-_0	2025-08-21 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG8506P625C11_0_-NONE-_0	2025-08-21 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG8506P625C59_0_-NONE-_0	2025-08-21 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG8506P625C87_0_-NONE-_0	2025-08-21 00:00:00.0000000	TX	TX	TEXAS	TEXAS
7008_-NONE-_HSCG8506P625C89_0_-NONE-_0	2025-08-21 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
8000_-NONE-_GSFC0200210DNAS502140_14_-NONE-_0	2023-02-13 00:00:00.0000000	CO	CO	COLORADO	COLORADO
8000_-NONE-_GSFC0200210DNAS502140_15_-NONE-_0	2023-02-13 00:00:00.0000000	CO	CO	COLORADO	COLORADO
7008_-NONE-_HSCG8007P3FAAP4_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8007P3FAB18_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAB35_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAB68_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8007P3FAB92_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8007P3FAC17_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8007P3FAC54_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAC64_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8007P3FAC81_0_-NONE-_0	2025-08-19 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG8007P3FAC99_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAD36_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAD37_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAD40_0_-NONE-_0	2025-08-19 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG8007P3FAD53_0_-NONE-_0	2025-08-19 00:00:00.0000000	PR	PR	PUERTO RICO	PUERTO RICO
7008_-NONE-_HSCG8007P3FAD67_0_-NONE-_0	2025-08-19 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG8007P3FAD97_0_-NONE-_0	2025-08-19 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG8007P3FAE58_0_-NONE-_0	2025-08-19 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG8007P3FAE70_0_-NONE-_0	2025-08-19 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG8007P3FAE86_0_-NONE-_0	2025-08-19 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG8105P319125_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P320026_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P330042_0_-NONE-_0	2025-08-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P330206_0_-NONE-_0	2025-08-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P350031_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P35G052_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P35G056_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P35G059_0_-NONE-_0	2025-08-21 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P360128_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P370M42_0_-NONE-_0	2025-08-18 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3BE065_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BE103_0_-NONE-_0	2025-09-04 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG8105P3BL133_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL134_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL153_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL174_0_-NONE-_0	2025-08-21 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG8105P3BL195_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL216_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL225_0_-NONE-_0	2025-08-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL230_0_-NONE-_0	2025-08-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL231_0_-NONE-_0	2025-08-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL251_0_-NONE-_0	2025-09-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3BL257_0_-NONE-_0	2025-09-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3MG209_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3MG332_0_-NONE-_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3MW135_0_-NONE-_0	2025-08-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3NU027_0_-NONE-_0	2025-08-12 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
7008_-NONE-_HSCG8105P3NU032_0_-NONE-_0	2025-08-26 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3PJ006_0_-NONE-_0	2025-08-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR000_0_-NONE-_0	2025-08-21 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR529_0_-NONE-_0	2025-08-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR572_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR581_0_-NONE-_0	2025-08-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR606_0_-NONE-_0	2025-08-18 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR611_0_-NONE-_0	2025-08-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR732_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR796_0_-NONE-_0	2025-08-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR802_0_-NONE-_0	2025-08-21 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR875_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR876_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SR883_0_-NONE-_0	2025-08-26 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SR946_0_-NONE-_0	2025-08-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SY017_0_-NONE-_0	2025-09-04 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3SY025_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SY033_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3SY657_0_-NONE-_0	2025-08-28 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG8105P3SY917_0_-NONE-_0	2025-08-12 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG8105P3VA156_0_-NONE-_0	2025-08-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3WD466_0_-NONE-_0	2025-08-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG8105P3X2067_0_-NONE-_0	2025-08-04 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
