recipient_country_code	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
FJI	NULL	0	FJI	FIJI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FRA	NULL	0	FRA	FRANCE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FRANCE	NULL	0	FRA	FRANCE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GAB	NULL	0	GAB	GABON	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GBR	NULL	0	GBR	UNITED KINGDOM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GEO	NULL	0	GEO	GEORGIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GERMANY	NULL	0	DEU	GERMANY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GHA	NULL	0	GHA	GHANA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	NULL	0	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIN	NULL	0	GIN	GUINEA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	NULL	0	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNB	NULL	0	GNB	GUINEA-BISSAU	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRC	NULL	0	GRC	GREECE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRD	NULL	0	GRD	GRENADA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	NULL	0	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GTM	NULL	0	GTM	GUATEMALA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GUY	NULL	0	GUY	GUYANA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HKG	NULL	0	HKG	HONG KONG	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HND	NULL	0	HND	HONDURAS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HRV	NULL	0	HRV	CROATIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HTI	NULL	0	HTI	HAITI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
HUN	NULL	0	HUN	HUNGARY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IDN	NULL	0	IDN	INDONESIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IND	NULL	0	IND	INDIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRL	NULL	0	IRL	IRELAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRQ	NULL	0	IRQ	IRAQ	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ISL	NULL	0	ISL	ICELAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ISR	NULL	0	ISR	ISRAEL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ITA	NULL	0	ITA	ITALY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JAM	NULL	0	JAM	JAMAICA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JAPAN	NULL	0	JPN	JAPAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JOR	NULL	0	JOR	JORDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
JPN	NULL	0	JPN	JAPAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KAZ	NULL	0	KAZ	KAZAKHSTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KEN	NULL	0	KEN	KENYA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KGZ	NULL	0	KGZ	KYRGYZSTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KHM	NULL	0	KHM	CAMBODIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	NULL	0	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KV	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KWT	NULL	0	KWT	KUWAIT	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LAO	NULL	0	LAO	LAOS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBN	NULL	0	LBN	LEBANON	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBR	NULL	0	LBR	LIBERIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LCA	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LKA	NULL	0	LKA	SRI LANKA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LSO	NULL	0	LSO	LESOTHO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LTU	NULL	0	LTU	LITHUANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LUX	NULL	0	LUX	LUXEMBOURG	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LVA	NULL	0	LVA	LATVIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MAR	NULL	0	MAR	MOROCCO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MDA	NULL	0	MDA	MOLDOVA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MDG	NULL	0	MDG	MADAGASCAR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MDV	NULL	0	MDV	MALDIVES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MEX	NULL	0	MEX	MEXICO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MKD	NULL	0	MKD	MACEDONIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MLI	NULL	0	MLI	MALI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MLT	NULL	0	MLT	MALTA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	NULL	0	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MNE	NULL	0	MNE	MONTENEGRO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MNG	NULL	0	MNG	MONGOLIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MOZ	NULL	0	MOZ	MOZAMBIQUE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MUS	NULL	0	MUS	MAURITIUS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MWI	NULL	0	MWI	MALAWI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MYS	NULL	0	MYS	MALAYSIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NAM	NULL	0	NAM	NAMIBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NAN	NULL	0	nan	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NER	NULL	0	NER	NIGER	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NETHERLANDS	NULL	0	NLD	NETHERLANDS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NGA	NULL	0	NGA	NIGERIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NIC	NULL	0	NIC	NICARAGUA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NLD	NULL	0	NLD	NETHERLANDS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NOR	NULL	0	NOR	NORWAY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NPL	NULL	0	NPL	NEPAL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NZL	NULL	0	NZL	NEW ZEALAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
OMN	NULL	0	OMN	OMAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PAK	NULL	0	PAK	PAKISTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PAN	NULL	0	PAN	PANAMA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PER	NULL	0	PER	PERU	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PHILIPPINES	NULL	0	PHL	PHILIPPINES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PHL	NULL	0	PHL	PHILIPPINES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PNG	NULL	0	PNG	PAPUA NEW GUINEA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
POL	NULL	0	POL	POLAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PRK	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PRT	NULL	0	PRT	PORTUGAL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
PRY	NULL	0	PRY	PARAGUAY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
QAT	NULL	0	QAT	QATAR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ROU	NULL	0	ROU	ROMANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RUS	NULL	0	RUS	RUSSIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RWA	NULL	0	RWA	RWANDA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SAU	NULL	0	SAU	SAUDI ARABIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SDN	NULL	0	SDN	SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SEN	NULL	0	SEN	SENEGAL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SGP	NULL	0	SGP	SINGAPORE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SLB	NULL	0	SLB	SOLOMON ISLANDS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SLE	NULL	0	SLE	SIERRA LEONE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SLV	NULL	0	SLV	EL SALVADOR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SOM	NULL	0	SOM	SOMALIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SOUTH AFRICA	NULL	0	ZAF	SOUTH AFRICA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SPAIN	NULL	0	ESP	SPAIN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SRB	NULL	0	SRB	SERBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	NULL	0	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
STP	NULL	0	STP	SAO TOME AND PRINCIPE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SVK	NULL	0	SVK	SLOVAKIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SVN	NULL	0	SVN	SLOVENIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWE	NULL	0	SWE	SWEDEN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWITZERLAND	NULL	0	CHE	SWITZERLAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWZ	NULL	0	SWZ	SWAZILAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SYR	NULL	0	SYR	SYRIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TCD	NULL	0	TCD	CHAD	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TGO	NULL	0	TGO	TOGO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
THA	NULL	0	THA	THAILAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TJK	NULL	0	TJK	TAJIKISTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TLS	NULL	0	TLS	EAST TIMOR (TIMOR-LESTE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUN	NULL	0	TUN	TUNISIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUR	NULL	0	TUR	TURKEY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TWN	NULL	0	TWN	Taiwan	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TZA	NULL	0	TZA	TANZANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UGA	NULL	0	UGA	UGANDA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UKR	NULL	0	UKR	UKRAINE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UKRAINE	NULL	0	UKR	UKRAINE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UNITED KINGDOM	NULL	0	GBR	UNITED KINGDOM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
URY	NULL	0	URY	URUGUAY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
US	NULL	0	US	UNITED STATES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
USA	ZAPATA	1625	USA	UNITED STATES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
UZB	NULL	0	UZB	UZBEKISTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VEN	NULL	0	VEN	VENEZUELA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	NULL	0	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VNM	NULL	0	VNM	VIETNAM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
WSM	NULL	0	WSM	SAMOA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
XKS	NULL	0	XKS	KOSOVO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
XWB	NULL	0	XWB	WEST BANK	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZAF	NULL	0	ZAF	SOUTH AFRICA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZMB	NULL	0	ZMB	ZAMBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZWE	NULL	0	ZWE	ZIMBABWE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
funding_sub_agency_code	funding_office_code	MaxOfNewFKfunding_office_name	unmatched_name_count	PKOfficeName	any_name_match	PrimaryKeyTable
NULL	NULL	NULL	0	NULL	0	Office.OfficeID
NULL	HC1046	NULL	0	NULL	0	Office.OfficeID
NULL	IAIP	NULL	0	NULL	0	Office.OfficeID
NULL	W44DQ7	NULL	0	NULL	0	Office.OfficeID
0050	NULL	The House of Representatives	1	NULL	0	Office.OfficeID
0099	023106	Joint House and Senate Entities	1	US CAPITOL POLICE PROCUREMENT	0	Office.OfficeID
0300	0300	Library of Congress	1	FEDLINK CONTRACTS	0	Office.OfficeID
0300	033103	Library of Congress	1	LIBRARY OF CONGRESS FEDLINK	0	Office.OfficeID
0400	043133	United States Government Publishing Office	1	US GOVERNMENT PRINTING OFFICE	0	Office.OfficeID
0501	05STAA	Comptroller General of the United States	1	SCIENCE, TECHNOLOGY ASSESSMENT, AND ANALYTICS	0	Office.OfficeID
0559	050001	GAO, Except Comptroller General	1	US GAO OI TEAM	0	Office.OfficeID
0559	050010	GAO, Except Comptroller General	1	US GAO IO TEAM	0	Office.OfficeID
0559	05001G	GAO, Except Comptroller General	1	US GAO IG TEAM	0	Office.OfficeID
0559	05001T	GAO, Except Comptroller General	1	US GAO IT TEAM	0	Office.OfficeID
0559	0500HC	GAO, Except Comptroller General	1	US GAO HC TEAM	0	Office.OfficeID
0559	0500S1	GAO, Except Comptroller General	1	US GAO SI TEAM	0	Office.OfficeID
0559	050ARM	GAO, Except Comptroller General	1	US GAO ARM TEAM	0	Office.OfficeID
0559	050FMA	GAO, Except Comptroller General	1	US GAO FMA TEAM	0	Office.OfficeID
0559	050HC0	GAO, Except Comptroller General	1	US GAO HCO TEAM	0	Office.OfficeID
0559	051STS	GAO, Except Comptroller General	1	US GAO ISTS TEAM	0	Office.OfficeID
0559	05ARML	GAO, Except Comptroller General	1	US GAO ARM LIBRARY	0	Office.OfficeID
0559	05EW1S	GAO, Except Comptroller General	1	US GAO EWIS TEAM	0	Office.OfficeID
0559	05FMB0	GAO, Except Comptroller General	1	US GAO FMBO TEAM	0	Office.OfficeID
0559	05GA0A	GAO, Except Comptroller General	1	US GAO ACQUISITION MANAGEMENT	0	Office.OfficeID
0559	05SPEL	GAO, Except Comptroller General	1	US GAO SPEL TEAM	0	Office.OfficeID
0559	05STAA	GAO, Except Comptroller General	1	SCIENCE, TECHNOLOGY ASSESSMENT, AND ANALYTICS	0	Office.OfficeID
0559	GAO AM	GAO, Except Comptroller General	1	GAO ACQUISITION MANAGEMENT	0	Office.OfficeID
1000	1031B1	The Judicial Branch	1	CLERK TEMPORARY EMERGENCY	0	Office.OfficeID
1027	100135	Administrative Office of the U.S. Courts	1	9TH CIRCUIT COURT OF APPEALS	0	Office.OfficeID
1027	100462	Administrative Office of the U.S. Courts	1	9TH CIRCUIT COURT OF APPEALS	0	Office.OfficeID
1027	100576	Administrative Office of the U.S. Courts	1	9TH CIRCUIT COURT	0	Office.OfficeID
1027	100577	Administrative Office of the U.S. Courts	1	9TH CIRCUIT COURT OF APPEALS	0	Office.OfficeID
1027	101373	Administrative Office of the U.S. Courts	1	1ST CIRCUIT COURT OF APPEALS	0	Office.OfficeID
